angle_1,angle_1_t,angle_2,angle_2_t
-1.15765,-1.13921,1.77715,1.80003
-1.15785,-1.13959,1.77698,1.79995
-1.15805,-1.13985,1.77681,1.79977
-1.15825,-1.14014,1.77664,1.79957
-1.15845,-1.14046,1.77646,1.79942
-1.15865,-1.14072,1.77629,1.79919
-1.15885,-1.14098,1.77612,1.79893
-1.15905,-1.14127,1.77594,1.79858
-1.15925,-1.14168,1.77577,1.79812
-1.15945,-1.14206,1.7756,1.7978
-1.15965,-1.14238,1.77542,1.79736
-1.15985,-1.1427,1.77525,1.79689
-1.16005,-1.14302,1.77508,1.7964
-1.16024,-1.14331,1.7749,1.79585
-1.16044,-1.1436,1.77473,1.79524
-1.16064,-1.14392,1.77455,1.79466
-1.16084,-1.14424,1.77438,1.79407
-1.16104,-1.14456,1.77421,1.79343
-1.16124,-1.14494,1.77403,1.79294
-1.16144,-1.14529,1.77386,1.79239
-1.16164,-1.14564,1.77368,1.79189
-1.16183,-1.14598,1.77351,1.7914
-1.16203,-1.14633,1.77333,1.79096
-1.16223,-1.14671,1.77316,1.79061
-1.16243,-1.14709,1.77298,1.79027
-1.16263,-1.14744,1.7728,1.78995
-1.16282,-1.14779,1.77263,1.78963
-1.16302,-1.14814,1.77245,1.78933
-1.16322,-1.14848,1.77228,1.78904
-1.16342,-1.14886,1.7721,1.78867
-1.16361,-1.14924,1.77193,1.78814
-1.16381,-1.14971,1.77175,1.78739
-1.16401,-1.15014,1.77157,1.78681
-1.1642,-1.15055,1.7714,1.78579
-1.1644,-1.1509,1.77122,1.78497
-1.1646,-1.15128,1.77104,1.78399
-1.16479,-1.15157,1.77087,1.783
-1.16499,-1.15194,1.77069,1.78163
-1.16519,-1.15226,1.77051,1.78067
-1.16538,-1.1525,1.77033,1.77968
-1.16558,-1.15279,1.77016,1.77878
-1.16578,-1.15305,1.76998,1.77791
-1.16597,-1.15331,1.7698,1.77715
-1.16617,-1.15357,1.76962,1.77645
-1.16636,-1.15392,1.76945,1.77599
-1.16656,-1.15424,1.76927,1.77555
-1.16675,-1.15456,1.76909,1.77541
-1.16695,-1.15485,1.76891,1.77532
-1.16714,-1.15514,1.76873,1.77535
-1.16734,-1.15543,1.76855,1.77538
-1.16753,-1.15578,1.76837,1.77555
-1.16773,-1.1561,1.7682,1.7757
-1.16792,-1.15633,1.76802,1.77579
-1.16812,-1.1566,1.76784,1.77593
-1.16831,-1.15683,1.76766,1.77602
-1.16851,-1.15703,1.76748,1.77611
-1.1687,-1.15729,1.7673,1.77619
-1.1689,-1.15753,1.76712,1.77625
-1.16909,-1.15776,1.76694,1.77631
-1.16929,-1.15799,1.76676,1.77634
-1.16948,-1.15822,1.76658,1.77631
-1.16967,-1.15846,1.7664,1.77637
-1.16987,-1.15863,1.76622,1.77637
-1.17006,-1.15881,1.76604,1.7764
-1.17025,-1.15898,1.76586,1.77645
-1.17045,-1.15913,1.76568,1.77654
-1.17064,-1.1593,1.7655,1.77666
-1.17083,-1.15942,1.76532,1.77675
-1.17103,-1.15959,1.76514,1.77692
-1.17122,-1.15977,1.76495,1.77709
-1.17141,-1.15991,1.76477,1.77724
-1.1716,-1.16009,1.76459,1.77741
-1.1718,-1.16026,1.76441,1.77765
-1.17199,-1.1604,1.76423,1.77782
-1.17218,-1.16055,1.76405,1.778
-1.17237,-1.16067,1.76386,1.77811
-1.17257,-1.16072,1.76368,1.77817
-1.17276,-1.16075,1.7635,1.7782
-1.17295,-1.16075,1.76332,1.77823
-1.17314,-1.16075,1.76313,1.77823
-1.17333,-1.16075,1.76295,1.77823
-1.17353,-1.16075,1.76277,1.77823
-1.17372,-1.16078,1.76259,1.77826
-1.17391,-1.16078,1.7624,1.77826
-1.1741,-1.16078,1.76222,1.77826
-1.17429,-1.16081,1.76204,1.77829
-1.17448,-1.16081,1.76185,1.77829
-1.17467,-1.16084,1.76167,1.77832
-1.17486,-1.16084,1.76149,1.77832
-1.17505,-1.16087,1.7613,1.77834
-1.17524,-1.1609,1.76112,1.77837
-1.17544,-1.16096,1.76093,1.77843
-1.17563,-1.16099,1.76075,1.77843
-1.17582,-1.16107,1.76057,1.77846
-1.17601,-1.16116,1.76038,1.77849
-1.1762,-1.16125,1.7602,1.77852
-1.17639,-1.16139,1.76001,1.77855
-1.17658,-1.16148,1.75983,1.77858
-1.17677,-1.16157,1.75964,1.77855
-1.17696,-1.16168,1.75946,1.77852
-1.17714,-1.16186,1.75927,1.77849
-1.17733,-1.16212,1.75909,1.77852
-1.17752,-1.16235,1.7589,1.77846
-1.17771,-1.16253,1.75872,1.77829
-1.1779,-1.16267,1.75853,1.77808
-1.17809,-1.16279,1.75834,1.77797
-1.17828,-1.16293,1.75816,1.77779
-1.17847,-1.1632,1.75797,1.77773
-1.17866,-1.16343,1.75779,1.77773
-1.17884,-1.16366,1.7576,1.77776
-1.17903,-1.16384,1.75741,1.77776
-1.17922,-1.16398,1.75723,1.77773
-1.17941,-1.16413,1.75704,1.77771
-1.1796,-1.16427,1.75685,1.77771
-1.17979,-1.16439,1.75666,1.77762
-1.17997,-1.16459,1.75648,1.77765
-1.18016,-1.16477,1.75629,1.77762
-1.18035,-1.165,1.7561,1.77762
-1.18054,-1.16523,1.75592,1.77762
-1.18072,-1.16543,1.75573,1.77756
-1.18091,-1.16561,1.75554,1.7775
-1.1811,-1.16578,1.75535,1.77741
-1.18128,-1.16593,1.75516,1.77733
-1.18147,-1.1661,1.75498,1.77721
-1.18166,-1.16637,1.75479,1.77712
-1.18184,-1.16663,1.7546,1.77701
-1.18203,-1.16689,1.75441,1.77692
-1.18222,-1.16715,1.75422,1.77677
-1.1824,-1.16735,1.75403,1.77657
-1.18259,-1.16756,1.75384,1.77634
-1.18278,-1.16779,1.75365,1.77611
-1.18296,-1.16802,1.75347,1.77587
-1.18315,-1.16828,1.75328,1.7757
-1.18333,-1.16855,1.75309,1.77547
-1.18352,-1.16881,1.7529,1.77523
-1.1837,-1.16907,1.75271,1.77494
-1.18389,-1.16933,1.75252,1.77459
-1.18408,-1.16959,1.75233,1.77422
-1.18426,-1.16988,1.75214,1.77384
-1.18445,-1.17014,1.75195,1.77337
-1.18463,-1.17044,1.75176,1.77294
-1.18482,-1.17076,1.75157,1.77253
-1.185,-1.17102,1.75138,1.77204
-1.18518,-1.17134,1.75118,1.77163
-1.18537,-1.17163,1.75099,1.77119
-1.18555,-1.17192,1.7508,1.77076
-1.18574,-1.17224,1.75061,1.77029
-1.18592,-1.17259,1.75042,1.76983
-1.18611,-1.17296,1.75023,1.76945
-1.18629,-1.17326,1.75004,1.76904
-1.18647,-1.17358,1.74985,1.76869
-1.18666,-1.17392,1.74965,1.76837
-1.18684,-1.17424,1.74946,1.76805
-1.18702,-1.17459,1.74927,1.76779
-1.18721,-1.175,1.74908,1.76738
-1.18739,-1.17544,1.74888,1.76718
-1.18757,-1.17576,1.74869,1.76692
-1.18776,-1.17613,1.7485,1.76672
-1.18794,-1.17651,1.74831,1.76651
-1.18812,-1.17683,1.74811,1.76628
-1.18831,-1.17712,1.74792,1.76602
-1.18849,-1.17741,1.74773,1.7657
-1.18867,-1.1777,1.74753,1.76538
-1.18885,-1.17799,1.74734,1.765
-1.18903,-1.17823,1.74715,1.76451
-1.18922,-1.17852,1.74695,1.76407
-1.1894,-1.17872,1.74676,1.76349
-1.18958,-1.17898,1.74657,1.76294
-1.18976,-1.17919,1.74637,1.7623
-1.18994,-1.17942,1.74618,1.76169
-1.19013,-1.17962,1.74598,1.76096
-1.19031,-1.17988,1.74579,1.76026
-1.19049,-1.18012,1.7456,1.75948
-1.19067,-1.18032,1.7454,1.75866
-1.19085,-1.18055,1.74521,1.75799
-1.19103,-1.18076,1.74501,1.75735
-1.19121,-1.18099,1.74482,1.75666
-1.19139,-1.18122,1.74462,1.75607
-1.19157,-1.18143,1.74443,1.75543
-1.19175,-1.18172,1.74423,1.755
-1.19194,-1.18195,1.74403,1.75465
-1.19212,-1.18221,1.74384,1.75436
-1.1923,-1.1825,1.74364,1.75427
-1.19248,-1.18273,1.74345,1.75418
-1.19266,-1.183,1.74325,1.75421
-1.19284,-1.1832,1.74305,1.75421
-1.19302,-1.18343,1.74286,1.75424
-1.19319,-1.18366,1.74266,1.7543
-1.19337,-1.18387,1.74247,1.75433
-1.19355,-1.18407,1.74227,1.75439
-1.19373,-1.18427,1.74207,1.75439
-1.19391,-1.18445,1.74187,1.75433
-1.19409,-1.18465,1.74168,1.75427
-1.19427,-1.18486,1.74148,1.75416
-1.19445,-1.185,1.74128,1.75407
-1.19463,-1.18515,1.74109,1.75398
-1.19481,-1.18529,1.74089,1.75384
-1.19498,-1.18541,1.74069,1.75372
-1.19516,-1.18558,1.74049,1.75366
-1.19534,-1.1857,1.74029,1.7536
-1.19552,-1.18582,1.7401,1.7536
-1.1957,-1.18593,1.7399,1.75366
-1.19588,-1.18605,1.7397,1.75375
-1.19605,-1.18614,1.7395,1.75381
-1.19623,-1.18628,1.7393,1.75395
-1.19641,-1.1864,1.7391,1.75407
-1.19659,-1.18648,1.7389,1.75416
-1.19676,-1.18663,1.73871,1.7543
-1.19694,-1.18675,1.73851,1.75442
-1.19712,-1.1868,1.73831,1.75447
-1.19729,-1.18689,1.73811,1.75456
-1.19747,-1.18695,1.73791,1.75462
-1.19765,-1.18698,1.73771,1.75465
-1.19782,-1.18704,1.73751,1.75471
-1.198,-1.18707,1.73731,1.75477
-1.19818,-1.18712,1.73711,1.75482
-1.19835,-1.18715,1.73691,1.75485
-1.19853,-1.18715,1.73671,1.75485
-1.19871,-1.18718,1.73651,1.75491
-1.19888,-1.18721,1.73631,1.75494
-1.19906,-1.18721,1.73611,1.75494
-1.19923,-1.18721,1.73591,1.75494
-1.19941,-1.18721,1.7357,1.75494
-1.19958,-1.18724,1.7355,1.75497
-1.19976,-1.18727,1.7353,1.755
-1.19994,-1.1873,1.7351,1.75503
-1.20011,-1.18733,1.7349,1.75506
-1.20029,-1.18736,1.7347,1.75509
-1.20046,-1.18736,1.7345,1.75509
-1.20064,-1.18741,1.73429,1.75511
-1.20081,-1.18747,1.73409,1.75517
-1.20098,-1.18756,1.73389,1.75517
-1.20116,-1.18762,1.73369,1.7552
-1.20133,-1.18771,1.73349,1.75523
-1.20151,-1.18779,1.73328,1.75523
-1.20168,-1.18788,1.73308,1.75523
-1.20186,-1.188,1.73288,1.75523
-1.20203,-1.18808,1.73267,1.7552
-1.2022,-1.1882,1.73247,1.7552
-1.20238,-1.18826,1.73227,1.75514
-1.20255,-1.18837,1.73207,1.75514
-1.20272,-1.18849,1.73186,1.75514
-1.2029,-1.18858,1.73166,1.75511
-1.20307,-1.18872,1.73145,1.75517
-1.20324,-1.18907,1.73125,1.75523
-1.20342,-1.18922,1.73105,1.75526
-1.20359,-1.18933,1.73084,1.75523
-1.20376,-1.18942,1.73064,1.75517
-1.20393,-1.18954,1.73043,1.75514
-1.20411,-1.18965,1.73023,1.75509
-1.20428,-1.18989,1.73003,1.75509
-1.20445,-1.19015,1.72982,1.75511
-1.20462,-1.19029,1.72962,1.75509
-1.2048,-1.19044,1.72941,1.75506
-1.20497,-1.19055,1.72921,1.75497
-1.20514,-1.1907,1.729,1.75491
-1.20531,-1.19082,1.7288,1.75479
-1.20548,-1.19102,1.72859,1.75479
-1.20565,-1.19122,1.72838,1.75474
-1.20583,-1.19143,1.72818,1.75468
-1.206,-1.19166,1.72797,1.75462
-1.20617,-1.19183,1.72777,1.7545
-1.20634,-1.19201,1.72756,1.75439
-1.20651,-1.19221,1.72735,1.75424
-1.20668,-1.19242,1.72715,1.75413
-1.20685,-1.19265,1.72694,1.75395
-1.20702,-1.19288,1.72674,1.75381
-1.20719,-1.19314,1.72653,1.75363
-1.20736,-1.1934,1.72632,1.75334
-1.20753,-1.19372,1.72611,1.75296
-1.2077,-1.19401,1.72591,1.75259
-1.20787,-1.19428,1.7257,1.75206
-1.20804,-1.19457,1.72549,1.75163
-1.20821,-1.19489,1.72529,1.75116
-1.20838,-1.19521,1.72508,1.75072
-1.20855,-1.19553,1.72487,1.75032
-1.20872,-1.19582,1.72466,1.74971
-1.20889,-1.19617,1.72445,1.74921
-1.20906,-1.19646,1.72425,1.7486
-1.20923,-1.19678,1.72404,1.74793
-1.2094,-1.1971,1.72383,1.74724
-1.20957,-1.19742,1.72362,1.74651
-1.20973,-1.19774,1.72341,1.74572
-1.2099,-1.19811,1.7232,1.74476
-1.21007,-1.19843,1.72299,1.74395
-1.21024,-1.19875,1.72279,1.74305
-1.21041,-1.19907,1.72258,1.74223
-1.21058,-1.19942,1.72237,1.74136
-1.21074,-1.19974,1.72216,1.74058
-1.21091,-1.20006,1.72195,1.73985
-1.21108,-1.20035,1.72174,1.73918
-1.21125,-1.20064,1.72153,1.73854
-1.21142,-1.20096,1.72132,1.7379
-1.21158,-1.20128,1.72111,1.73732
-1.21175,-1.20154,1.7209,1.73659
-1.21192,-1.20192,1.72069,1.73581
-1.21208,-1.20227,1.72048,1.735
-1.21225,-1.20277,1.72027,1.73401
-1.21242,-1.20314,1.72006,1.73284
-1.21258,-1.20349,1.71984,1.73191
-1.21275,-1.20387,1.71963,1.73052
-1.21292,-1.20422,1.71942,1.72924
-1.21308,-1.20451,1.71921,1.72761
-1.21325,-1.20477,1.719,1.72613
-1.21342,-1.20506,1.71879,1.72453
-1.21358,-1.20535,1.71858,1.72316
-1.21375,-1.20564,1.71837,1.72171
-1.21391,-1.20596,1.71815,1.72057
-1.21408,-1.20623,1.71794,1.71976
-1.21425,-1.20646,1.71773,1.71912
-1.21441,-1.20675,1.71752,1.71874
-1.21458,-1.20695,1.7173,1.71845
-1.21474,-1.20716,1.71709,1.71825
-1.21491,-1.20733,1.71688,1.71805
-1.21507,-1.20756,1.71667,1.71802
-1.21524,-1.2078,1.71645,1.71802
-1.2154,-1.20803,1.71624,1.71805
-1.21557,-1.2082,1.71603,1.71805
-1.21573,-1.20841,1.71581,1.7181
-1.2159,-1.20858,1.7156,1.71816
-1.21606,-1.20876,1.71539,1.71825
-1.21622,-1.2089,1.71517,1.71831
-1.21639,-1.20902,1.71496,1.71834
-1.21655,-1.20916,1.71475,1.71842
-1.21672,-1.20928,1.71453,1.71845
-1.21688,-1.20942,1.71432,1.71854
-1.21704,-1.20954,1.7141,1.71863
-1.21721,-1.2096,1.71389,1.71866
-1.21737,-1.20969,1.71367,1.71874
-1.21753,-1.20974,1.71346,1.7188
-1.2177,-1.2098,1.71325,1.71886
-1.21786,-1.20986,1.71303,1.71895
-1.21802,-1.20986,1.71282,1.71898
-1.21818,-1.20989,1.7126,1.71903
-1.21835,-1.20989,1.71238,1.71912
-1.21851,-1.20989,1.71217,1.71915
-1.21867,-1.20989,1.71195,1.71921
-1.21883,-1.20989,1.71174,1.7193
-1.219,-1.20989,1.71152,1.71938
-1.21916,-1.20989,1.71131,1.7195
-1.21932,-1.20989,1.71109,1.71964
-1.21948,-1.20986,1.71087,1.71973
-1.21964,-1.20983,1.71066,1.71982
-1.21981,-1.2098,1.71044,1.71991
-1.21997,-1.20977,1.71022,1.71999
-1.22013,-1.20971,1.71001,1.72005
-1.22029,-1.20963,1.70979,1.72008
-1.22045,-1.20957,1.70957,1.72008
-1.22061,-1.20951,1.70936,1.72011
-1.22077,-1.20945,1.70914,1.72014
-1.22093,-1.20942,1.70892,1.72014
-1.22109,-1.20939,1.7087,1.72017
-1.22126,-1.20934,1.70849,1.72011
-1.22142,-1.20931,1.70827,1.72008
-1.22158,-1.20931,1.70805,1.72008
-1.22174,-1.20931,1.70783,1.72008
-1.2219,-1.20931,1.70761,1.72008
-1.22206,-1.20931,1.7074,1.72008
-1.22222,-1.20931,1.70718,1.72008
-1.22238,-1.20931,1.70696,1.72008
-1.22254,-1.20931,1.70674,1.72008
-1.22269,-1.20931,1.70652,1.72005
-1.22285,-1.20931,1.7063,1.72002
-1.22301,-1.20931,1.70608,1.71999
-1.22317,-1.20934,1.70586,1.71993
-1.22333,-1.20939,1.70565,1.71996
-1.22349,-1.20945,1.70543,1.71996
-1.22365,-1.20954,1.70521,1.71996
-1.22381,-1.2096,1.70499,1.71993
-1.22397,-1.20969,1.70477,1.71991
-1.22413,-1.20974,1.70455,1.71991
-1.22428,-1.20977,1.70433,1.71988
-1.22444,-1.20986,1.70411,1.71991
-1.2246,-1.20992,1.70389,1.71993
-1.22476,-1.21001,1.70367,1.71993
-1.22492,-1.21009,1.70345,1.71996
-1.22507,-1.21021,1.70322,1.72002
-1.22523,-1.2103,1.703,1.72008
-1.22539,-1.21038,1.70278,1.72014
-1.22555,-1.21044,1.70256,1.72014
-1.2257,-1.21044,1.70234,1.72008
-1.22586,-1.21047,1.70212,1.72008
-1.22602,-1.21053,1.7019,1.72011
-1.22617,-1.21056,1.70168,1.72008
-1.22633,-1.21062,1.70145,1.72011
-1.22649,-1.21067,1.70123,1.72014
-1.22664,-1.2107,1.70101,1.72014
-1.2268,-1.21073,1.70079,1.72014
-1.22696,-1.21076,1.70057,1.72017
-1.22711,-1.21079,1.70034,1.72017
-1.22727,-1.21085,1.70012,1.72017
-1.22743,-1.21085,1.6999,1.72014
-1.22758,-1.21088,1.69968,1.72011
-1.22774,-1.21091,1.69945,1.72011
-1.22789,-1.21096,1.69923,1.72008
-1.22805,-1.21105,1.69901,1.72014
-1.2282,-1.21111,1.69878,1.72011
-1.22836,-1.2112,1.69856,1.72011
-1.22851,-1.21126,1.69834,1.72011
-1.22867,-1.21137,1.69811,1.72011
-1.22882,-1.21143,1.69789,1.72005
-1.22898,-1.21152,1.69766,1.72002
-1.22913,-1.21158,1.69744,1.71996
-1.22929,-1.21163,1.69722,1.71985
-1.22944,-1.21172,1.69699,1.71976
-1.2296,-1.21187,1.69677,1.7197
-1.22975,-1.21201,1.69654,1.71962
-1.22991,-1.21219,1.69632,1.71956
-1.23006,-1.2123,1.69609,1.71944
-1.23021,-1.21242,1.69587,1.71935
-1.23037,-1.21256,1.69564,1.71924
-1.23052,-1.21268,1.69542,1.71912
-1.23067,-1.21285,1.69519,1.71903
-1.23083,-1.213,1.69497,1.71892
-1.23098,-1.21315,1.69474,1.71877
-1.23113,-1.21335,1.69452,1.71868
-1.23129,-1.21352,1.69429,1.71857
-1.23144,-1.2137,1.69406,1.71845
-1.23159,-1.21396,1.69384,1.71836
-1.23175,-1.21416,1.69361,1.71822
-1.2319,-1.2144,1.69339,1.71802
-1.23205,-1.21463,1.69316,1.71778
-1.2322,-1.21483,1.69293,1.71749
-1.23236,-1.21506,1.69271,1.71726
-1.23251,-1.21533,1.69248,1.71694
-1.23266,-1.21556,1.69225,1.71659
-1.23281,-1.21579,1.69203,1.71618
-1.23296,-1.21602,1.6918,1.71572
-1.23311,-1.21626,1.69157,1.71525
-1.23327,-1.21652,1.69134,1.71473
-1.23342,-1.21675,1.69112,1.71415
-1.23357,-1.21701,1.69089,1.71342
-1.23372,-1.2173,1.69066,1.7127
-1.23387,-1.21759,1.69043,1.71211
-1.23402,-1.21786,1.6902,1.71147
-1.23417,-1.21812,1.68998,1.71086
-1.23432,-1.21841,1.68975,1.71031
-1.23447,-1.21867,1.68952,1.70967
-1.23462,-1.21896,1.68929,1.70915
-1.23478,-1.21925,1.68906,1.70854
-1.23493,-1.21954,1.68883,1.70799
-1.23508,-1.21986,1.6886,1.70749
-1.23523,-1.22015,1.68837,1.70697
-1.23538,-1.2205,1.68814,1.70653
-1.23553,-1.22082,1.68792,1.70607
-1.23567,-1.22117,1.68769,1.70563
-1.23582,-1.22149,1.68746,1.70505
-1.23597,-1.22187,1.68723,1.70464
-1.23612,-1.22219,1.687,1.70406
-1.23627,-1.22257,1.68677,1.70328
-1.23642,-1.22306,1.68654,1.7024
-1.23657,-1.2235,1.68631,1.70162
-1.23672,-1.22382,1.68607,1.70072
-1.23687,-1.22422,1.68584,1.69982
-1.23702,-1.2246,1.68561,1.69891
-1.23716,-1.22495,1.68538,1.69795
-1.23731,-1.2253,1.68515,1.69685
-1.23746,-1.22565,1.68492,1.69589
-1.23761,-1.22597,1.68469,1.69493
-1.23776,-1.22632,1.68446,1.69388
-1.23791,-1.22672,1.68423,1.69313
-1.23805,-1.22707,1.684,1.69234
-1.2382,-1.22745,1.68376,1.69176
-1.23835,-1.22786,1.68353,1.69144
-1.2385,-1.22818,1.6833,1.69112
-1.23864,-1.22853,1.68307,1.69092
-1.23879,-1.2289,1.68284,1.69086
-1.23894,-1.22922,1.6826,1.69077
-1.23908,-1.22957,1.68237,1.69074
-1.23923,-1.22995,1.68214,1.69074
-1.23938,-1.23027,1.6819,1.69069
-1.23952,-1.23059,1.68167,1.69063
-1.23967,-1.23085,1.68144,1.69051
-1.23982,-1.23117,1.68121,1.69037
-1.23996,-1.23146,1.68097,1.69022
-1.24011,-1.23181,1.68074,1.69008
-1.24025,-1.2321,1.68051,1.68993
-1.2404,-1.23239,1.68027,1.68976
-1.24055,-1.23265,1.68004,1.68958
-1.24069,-1.23294,1.6798,1.68944
-1.24084,-1.23321,1.67957,1.68923
-1.24098,-1.23353,1.67934,1.68917
-1.24113,-1.23382,1.6791,1.68912
-1.24127,-1.23408,1.67887,1.68912
-1.24142,-1.23434,1.67863,1.68915
-1.24156,-1.2346,1.6784,1.68917
-1.24171,-1.23483,1.67816,1.68923
-1.24185,-1.23507,1.67793,1.68935
-1.242,-1.2353,1.67769,1.68952
-1.24214,-1.23547,1.67746,1.68964
-1.24229,-1.23568,1.67722,1.68984
-1.24243,-1.23585,1.67699,1.69002
-1.24257,-1.23603,1.67675,1.69019
-1.24272,-1.23617,1.67652,1.69034
-1.24286,-1.23626,1.67628,1.69042
-1.24301,-1.23638,1.67604,1.69054
-1.24315,-1.23643,1.67581,1.6906
-1.24329,-1.23649,1.67557,1.69066
-1.24344,-1.23652,1.67534,1.69069
-1.24358,-1.23652,1.6751,1.69069
-1.24372,-1.23655,1.67486,1.69072
-1.24387,-1.23658,1.67463,1.69074
-1.24401,-1.23658,1.67439,1.69074
-1.24415,-1.23658,1.67415,1.69074
-1.24429,-1.23658,1.67391,1.69074
-1.24444,-1.23658,1.67368,1.69074
-1.24458,-1.23658,1.67344,1.69074
-1.24472,-1.23658,1.6732,1.69074
-1.24486,-1.23658,1.67296,1.69074
-1.24501,-1.23658,1.67273,1.69074
-1.24515,-1.23658,1.67249,1.69074
-1.24529,-1.23658,1.67225,1.69074
-1.24543,-1.23655,1.67201,1.69072
-1.24557,-1.23652,1.67177,1.69069
-1.24571,-1.23652,1.67154,1.69069
-1.24586,-1.23652,1.6713,1.69069
-1.246,-1.23652,1.67106,1.69069
-1.24614,-1.23652,1.67082,1.69069
-1.24628,-1.23652,1.67058,1.69069
-1.24642,-1.23652,1.67034,1.69066
-1.24656,-1.23652,1.6701,1.69066
-1.2467,-1.23652,1.66986,1.69063
-1.24684,-1.23652,1.66962,1.69057
-1.24698,-1.23652,1.66938,1.69054
-1.24712,-1.23655,1.66914,1.69048
-1.24726,-1.23655,1.66891,1.69045
-1.2474,-1.23658,1.66867,1.6904
-1.24754,-1.23661,1.66843,1.69034
-1.24768,-1.23664,1.66818,1.69028
-1.24782,-1.2367,1.66794,1.69022
-1.24796,-1.23675,1.6677,1.69016
-1.2481,-1.23675,1.66746,1.69005
-1.24824,-1.23675,1.66722,1.68993
-1.24838,-1.23678,1.66698,1.68987
-1.24852,-1.23678,1.66674,1.68981
-1.24866,-1.23681,1.6665,1.68973
-1.2488,-1.23684,1.66626,1.6897
-1.24893,-1.23687,1.66602,1.68964
-1.24907,-1.23693,1.66578,1.68961
-1.24921,-1.23702,1.66553,1.68961
-1.24935,-1.2371,1.66529,1.68958
-1.24949,-1.23716,1.66505,1.68955
-1.24963,-1.23722,1.66481,1.68947
-1.24976,-1.23725,1.66457,1.68938
-1.2499,-1.23728,1.66432,1.68923
-1.25004,-1.23733,1.66408,1.68912
-1.25018,-1.23739,1.66384,1.68897
-1.25032,-1.23742,1.6636,1.68877
-1.25045,-1.23748,1.66335,1.68862
-1.25059,-1.23757,1.66311,1.68845
-1.25073,-1.23765,1.66287,1.68824
-1.25086,-1.23777,1.66262,1.68807
-1.251,-1.23789,1.66238,1.68787
-1.25114,-1.23797,1.66214,1.6876
-1.25128,-1.23809,1.66189,1.68734
-1.25141,-1.23818,1.66165,1.68702
-1.25155,-1.23824,1.66141,1.68665
-1.25168,-1.23832,1.66116,1.68624
-1.25182,-1.23841,1.66092,1.68583
-1.25196,-1.2385,1.66067,1.68539
-1.25209,-1.23859,1.66043,1.6849
-1.25223,-1.2387,1.66019,1.68432
-1.25236,-1.23885,1.65994,1.68382
-1.2525,-1.23896,1.6597,1.68327
-1.25264,-1.23911,1.65945,1.68272
-1.25277,-1.23922,1.65921,1.68211
-1.25291,-1.23937,1.65896,1.68147
-1.25304,-1.23943,1.65872,1.68083
-1.25318,-1.23952,1.65847,1.68013
-1.25331,-1.23957,1.65823,1.67949
-1.25345,-1.23969,1.65798,1.67888
-1.25358,-1.23978,1.65773,1.67827
-1.25372,-1.23992,1.65749,1.67763
-1.25385,-1.2401,1.65724,1.67711
-1.25398,-1.24027,1.657,1.67656
-1.25412,-1.24042,1.65675,1.67603
-1.25425,-1.24056,1.6565,1.67545
-1.25439,-1.24068,1.65626,1.67493
-1.25452,-1.24079,1.65601,1.6744
-1.25465,-1.24088,1.65576,1.67382
-1.25479,-1.24097,1.65552,1.67318
-1.25492,-1.24109,1.65527,1.6726
-1.25505,-1.2412,1.65502,1.67196
-1.25519,-1.24135,1.65478,1.67129
-1.25532,-1.24149,1.65453,1.67048
-1.25545,-1.24167,1.65428,1.66955
-1.25559,-1.24187,1.65403,1.66833
-1.25572,-1.24204,1.65378,1.66731
-1.25585,-1.24219,1.65354,1.66629
-1.25598,-1.24236,1.65329,1.66522
-1.25612,-1.24254,1.65304,1.66435
-1.25625,-1.24268,1.65279,1.66347
-1.25638,-1.24292,1.65254,1.66231
-1.25651,-1.24312,1.6523,1.66141
-1.25665,-1.2433,1.65205,1.66036
-1.25678,-1.24347,1.6518,1.65972
-1.25691,-1.24361,1.65155,1.65917
-1.25704,-1.24376,1.6513,1.65868
-1.25717,-1.24393,1.65105,1.65836
-1.2573,-1.24408,1.6508,1.65804
-1.25743,-1.24428,1.65055,1.65789
-1.25757,-1.24446,1.6503,1.6578
-1.2577,-1.24463,1.65005,1.65772
-1.25783,-1.24487,1.6498,1.65772
-1.25796,-1.24504,1.64955,1.65769
-1.25809,-1.24527,1.6493,1.65775
-1.25822,-1.24545,1.64905,1.65772
-1.25835,-1.24568,1.6488,1.65777
-1.25848,-1.24591,1.64855,1.6578
-1.25861,-1.24614,1.6483,1.6578
-1.25874,-1.24646,1.64805,1.65792
-1.25887,-1.2467,1.6478,1.65795
-1.259,-1.24699,1.64755,1.65801
-1.25913,-1.24734,1.6473,1.65815
-1.25926,-1.24763,1.64705,1.65824
-1.25939,-1.24795,1.64679,1.65839
-1.25952,-1.2483,1.64654,1.65856
-1.25965,-1.24862,1.64629,1.65876
-1.25978,-1.24885,1.64604,1.65891
-1.2599,-1.24911,1.64579,1.65911
-1.26003,-1.24937,1.64554,1.65937
-1.26016,-1.2496,1.64528,1.65961
-1.26029,-1.24981,1.64503,1.65981
-1.26042,-1.25004,1.64478,1.66004
-1.26055,-1.25024,1.64453,1.66025
-1.26068,-1.25039,1.64427,1.66039
-1.2608,-1.25059,1.64402,1.66059
-1.26093,-1.25074,1.64377,1.66074
-1.26106,-1.25085,1.64351,1.66086
-1.26119,-1.251,1.64326,1.66097
-1.26131,-1.25109,1.64301,1.66106
-1.26144,-1.25117,1.64275,1.66115
-1.26157,-1.25126,1.6425,1.66123
-1.2617,-1.25135,1.64225,1.66129
-1.26182,-1.25138,1.64199,1.66126
-1.26195,-1.25144,1.64174,1.66129
