vel_1,vel_2
0.220963,0.0610556
0.229685,0.0290741
0.229685,0
0.252944,0
0.252944,0
0.220963,0
0.229685,0
0.24713,0
0.238407,0
0.252944,0
0.252944,0
0.252944,0
0.261667,0
0.24713,-0.0377963
0.261667,0
0.270389,0
0.270389,0
0.24713,-0.0610556
0.284926,-0.014537
0.252944,-0.0290741
0.252944,-0.0610556
0.270389,-0.0465185
0.252944,-0.0697778
0.252944,-0.0377963
0.252944,-0.0465185
0.261667,-0.0697778
0.252944,-0.0610556
0.279111,-0.0697778
0.252944,-0.0697778
0.270389,-0.0232593
0.252944,-0.0785
0.252944,-0.0290741
0.279111,-0.0697778
0.261667,-0.0785
0.252944,-0.0697778
0.229685,-0.0610556
0.252944,-0.014537
0.238407,-0.0465185
0.24713,0
0.229685,-0.0552407
0.220963,-0.0232593
0.206426,-0.0377963
0.229685,0
0.215148,0
0.206426,0
0.215148,0
0.197704,0
0.183167,0
0.174444,0
0.188981,0
0.165722,0
0.142463,0
0.165722,0
0.157,0
0.133741,0
0.151185,0
0.119204,0
0.125019,0
0.119204,0
0.101759,0
0.119204,0
0.101759,0
0.0872222,0
0.119204,0
0.0872222,0
0.0872222,0
0.093037,0
0.0465185,0.00581481
0.0465185,0
0.0697778,0
0.0465185,0
0.0610556,0
0.0232593,0
0.0552407,0.014537
0.0552407,0
0.0290741,0
0,0
0.00581481,0.0377963
0.0552407,0.0552407
0.0552407,0.0377963
0.00581481,0
0.0465185,0
0.0377963,0.0377963
0.0552407,0.0377963
0.0552407,0.0465185
0.0610556,0.0465185
0.0552407,0.0552407
0.0377963,0.0377963
0.0232593,0.0377963
0.0232593,0.014537
0.00581481,0.0610556
0.0610556,0.0552407
0.0232593,0.0697778
0.0610556,0.0377963
0.0697778,0.0785
0.0465185,0.0697778
0.0232593,0.0785
0.0697778,0.0610556
0.0610556,0.0785
0.0610556,0.0610556
0.0872222,0.0232593
0.0610556,0.0465185
0.093037,0.0610556
0.101759,0.014537
0.101759,0.0552407
0.110481,0.0697778
0.119204,0.0232593
0.119204,0.0377963
0.133741,0.0377963
0.125019,0
0.151185,0.0465185
0.151185,0.0232593
0.142463,0.0697778
0.157,0.0377963
0.157,0.0552407
0.174444,0.014537
0.183167,0.0697778
0.188981,0.0552407
0.197704,0.0232593
0.206426,0.0552407
0.220963,0
0.220963,0
0.252944,0
0.229685,0
0.24713,0.00581481
0.229685,0
0.261667,0
0.261667,0
0.279111,0
0.293648,0
0.311093,0
0.293648,0
0.293648,0
0.293648,0
0.284926,0
0.30237,0
0.293648,0
0.311093,0
0.316907,0
0.316907,0
0.32563,0
0.334352,0
0.334352,0
0.316907,0
0.316907,0
0.30237,0
0.293648,0
0.30237,0
0.30237,0
0.284926,0
0.270389,0
0.293648,0
0.293648,0
0.284926,0
0.284926,0
0.279111,0
0.270389,0
0.293648,0
0.279111,0
0.261667,0
0.261667,0
0.252944,0
0.252944,0
0.252944,0
0.24713,0
0.229685,0
0.24713,0
0.252944,0
0.252944,0
0.229685,0
0.229685,0
0.252944,0
0.229685,0
0.229685,0
0.220963,0
0.24713,0
0.229685,0
0.24713,0
0.252944,0
0.252944,0
0.238407,0
0.220963,0
0.229685,0
0.229685,0
0.252944,0
0.229685,0
0.220963,0
0.220963,0
0.215148,0
0.215148,0
0.215148,0
0.206426,0
0.229685,0
0.229685,0
0.206426,0
0.206426,0
0.215148,0
0.206426,0
0.188981,0
0.188981,0
0.188981,0
0.206426,0
0.206426,0
0.165722,0
0.174444,0
0.157,0
0.165722,0
0.151185,0
0.151185,0
0.133741,0
0.125019,0
0.125019,0
0.125019,0
0.119204,0
0.093037,0
0.093037,0
0.110481,0
0.0785,0
0.101759,0
0.0785,0
0.093037,0
0.0697778,0
0.0872222,0
0.0785,0
0.0377963,0
0.0697778,0
0.0465185,0
0.0552407,0
0.0232593,0
0,0
0.00581481,0
0,0
0.0465185,0
0.0232593,0.0290741
0.0552407,0
0.014537,0
0,0.00581481
0,0
0,0
0,0.0552407
0,0
0,0
0,0
0,0
0,0.0377963
0,0.0610556
0,0.0465185
0,0.0232593
0,0.014537
0,0.0697778
0,0.0610556
0.0552407,0.0610556
0,0.0872222
0,0.0872222
0,0.0872222
0,0.101759
0,0.110481
0.0377963,0.110481
0,0.093037
0.0552407,0.093037
0,0.110481
0,0.093037
0.0552407,0.110481
0.0465185,0.142463
0.0610556,0.125019
0.0232593,0.110481
0.0377963,0.110481
0.0697778,0.125019
0.0697778,0.125019
0.0610556,0.133741
0.0785,0.151185
0.0785,0.151185
0.0785,0.133741
0.0377963,0.151185
0.0552407,0.165722
0.0610556,0.142463
0.0872222,0.183167
0.0872222,0.188981
0.101759,0.183167
0.093037,0.165722
0.125019,0.188981
0.119204,0.215148
0.110481,0.206426
0.133741,0.229685
0.151185,0.220963
0.165722,0.229685
0.142463,0.238407
0.151185,0.252944
0.151185,0.24713
0.157,0.252944
0.174444,0.261667
0.183167,0.261667
0.188981,0.30237
0.197704,0.311093
0.229685,0.316907
0.206426,0.32563
0.215148,0.32563
0.238407,0.311093
0.252944,0.32563
0.261667,0.30237
0.279111,0.311093
0.293648,0.284926
0.30237,0.30237
0.32563,0.311093
0.32563,0.311093
0.316907,0.32563
0.32563,0.32563
0.334352,0.334352
0.343074,0.334352
0.348889,0.334352
0.357611,0.32563
0.366333,0.316907
0.357611,0.30237
0.366333,0.293648
0.38087,0.284926
0.375056,0.261667
0.389593,0.252944
0.398315,0.238407
0.407037,0.206426
0.407037,0.183167
0.412852,0.142463
0.398315,0.119204
0.398315,0.093037
0.389593,0.0697778
0.412852,0.0232593
0.398315,0
0.398315,0.0552407
0.412852,0
0.430296,0
0.430296,0
0.430296,-0.0232593
0.412852,0
0.398315,0
0.38087,0
0.38087,0
0.398315,0
0.375056,-0.0697778
0.389593,-0.0465185
0.38087,-0.0552407
0.398315,-0.0465185
0.366333,-0.0377963
0.375056,-0.0465185
0.348889,-0.0697778
0.357611,-0.0697778
0.357611,-0.0610556
0.343074,-0.0872222
0.32563,-0.0785
0.334352,-0.101759
0.343074,-0.093037
0.348889,-0.125019
0.316907,-0.119204
0.32563,-0.110481
0.316907,-0.093037
0.284926,-0.119204
0.30237,-0.110481
0.311093,-0.119204
0.293648,-0.119204
0.30237,-0.101759
0.270389,-0.101759
0.270389,-0.101759
0.279111,-0.110481
0.252944,-0.101759
0.252944,-0.110481
0.229685,-0.0872222
0.206426,-0.101759
0.206426,-0.0785
0.215148,-0.0785
0.174444,-0.0610556
0.165722,-0.0377963
0.183167,-0.0697778
0.151185,-0.0232593
0.151185,-0.0610556
0.133741,-0.0377963
0.110481,0
0.110481,0
0.101759,-0.0290741
0.101759,0
0.093037,0
0.0465185,0
0.0697778,0
0.014537,0
0,0
0,0
0.0610556,0
0,0
0,0
0,0
0,0
0,0.0465185
-0.014537,0
-0.0377963,0
-0.0552407,0.0610556
-0.014537,0.0377963
0,0.0377963
0,0
0,0
0,0
-0.0610556,0.0290741
0,0
0,0.00581481
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0290741,0
0,0
0.0232593,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0290741,0
0,0
0,0
0,0
0.0552407,0.0377963
0,0
0,0
0,0
0,0
0,0
0,0.0552407
0,0.0552407
0,0.0290741
0,0
0.014537,0.0465185
0,0.00581481
0,0.0377963
0,0.0465185
0,0.0290741
0,0.0552407
0.0290741,0
0,0.0610556
0.0232593,0.0290741
0.0610556,0.0610556
0.0465185,0
0,0.0465185
0.0465185,0
0.0290741,0.0465185
0.0465185,0
0.0232593,0.0552407
0.0552407,0.0232593
0.00581481,0.0232593
0,0
0.0465185,0
0.0552407,0.0465185
0.0552407,0.0697778
0.0610556,0.014537
0.0232593,0.0377963
0.0552407,0.0610556
0.0552407,0.0872222
0.014537,0.0552407
0.0465185,0.0785
0.0610556,0.0872222
0.0872222,0.0785
0.0872222,0.0785
0.0785,0.0872222
0.0785,0.0552407
0.093037,0.0785
0.0610556,0.0872222
0.0872222,0.0872222
0.101759,0.0872222
0.093037,0.0872222
0.119204,0.0697778
0.0872222,0.0872222
0.119204,0.0872222
0.125019,0.0697778
0.142463,0.093037
0.133741,0.0872222
0.142463,0.0785
0.151185,0.0785
0.165722,0.0377963
0.183167,0.0465185
0.174444,0.0785
0.183167,0.0785
0.174444,0.0465185
0.188981,0.0610556
0.206426,0.0232593
0.215148,0.0552407
0.220963,0.0610556
0.229685,0.00581481
0.206426,0.014537
0.215148,0
0.24713,0.0552407
0.252944,0
0.279111,0
0.279111,0.0377963
0.284926,0
0.284926,0
0.284926,0
0.293648,0
0.316907,0
0.316907,0
0.311093,0
0.343074,0
0.343074,0
0.316907,0
0.357611,0
0.343074,0
0.366333,0
0.357611,0
0.343074,-0.0232593
0.366333,0
0.357611,0
0.375056,0
0.357611,-0.0290741
0.389593,0
0.366333,0
0.38087,-0.0465185
0.375056,0
0.38087,0
0.375056,-0.00581481
0.398315,0
0.366333,-0.0290741
0.389593,0
0.38087,-0.0465185
0.375056,0
0.38087,-0.0552407
0.357611,0
0.366333,0
0.375056,-0.0377963
0.38087,0
0.38087,0
0.357611,0
0.366333,0
0.366333,0
0.366333,0
0.348889,0
0.348889,0
0.348889,-0.0232593
0.375056,0
0.348889,0
0.357611,0
0.366333,0
0.343074,-0.0465185
0.343074,0
0.334352,0
0.316907,0
0.316907,-0.0610556
0.32563,0
0.311093,0
0.311093,-0.0232593
0.311093,0
0.311093,0
0.311093,0
0.316907,0
0.293648,0
0.279111,-0.0290741
0.270389,0
0.270389,0
0.284926,-0.0610556
0.24713,0
0.238407,0
0.238407,-0.0290741
0.24713,0
0.220963,0
0.215148,0
0.206426,0
0.197704,-0.0552407
0.188981,0
0.197704,0
0.174444,-0.0610556
0.157,0
0.142463,0
0.151185,0
0.133741,0
0.119204,-0.0290741
0.110481,0
0.110481,0
0.0872222,0
0.0697778,0
0.0872222,0
0.0465185,0
0.0377963,0
0.0697778,0
0,0
0.0465185,0
0,0
0,0
0.00581481,0
0,0
0,0
0,0
0,0
0,0
0,0.0377963
0,0
0,0
-0.0465185,0
0,0.0465185
0,0.0465185
-0.0465185,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.0610556
0,0
0.0290741,0
0,0
0.0552407,0.0232593
0,0.0290741
0,0.0290741
0.0377963,0.014537
0.0465185,0.0290741
0.0377963,0.0232593
0,0.0232593
0,0.0552407
0,0.0290741
0,0
0.0290741,0.0290741
0.0232593,0.0465185
0,0.0785
0.0290741,0.0697778
0.0290741,0.0697778
0.00581481,0.0785
0,0.0872222
0.0552407,0.0872222
0.0290741,0.0872222
0.0290741,0.0610556
0.0465185,0.0872222
0.0610556,0.101759
0.0290741,0.0872222
0.0785,0.110481
0.0697778,0.0697778
0.0465185,0.119204
0.0465185,0.101759
0.0552407,0.101759
0.0697778,0.110481
0.0785,0.0785
0.0785,0.101759
0.0872222,0.0872222
0.110481,0.110481
0.093037,0.101759
0.110481,0.093037
0.110481,0.125019
0.110481,0.093037
0.125019,0.110481
0.151185,0.119204
0.157,0.110481
0.157,0.119204
0.157,0.125019
0.165722,0.133741
0.174444,0.133741
0.197704,0.157
0.215148,0.142463
0.220963,0.151185
0.206426,0.165722
0.220963,0.165722
0.215148,0.183167
0.229685,0.215148
0.238407,0.197704
0.252944,0.197704
0.252944,0.206426
0.252944,0.197704
0.279111,0.197704
0.284926,0.206426
0.293648,0.206426
0.284926,0.206426
0.293648,0.206426
0.30237,0.206426
0.293648,0.188981
0.311093,0.188981
0.32563,0.206426
0.316907,0.215148
0.311093,0.220963
0.316907,0.229685
0.32563,0.238407
0.30237,0.220963
0.316907,0.261667
0.30237,0.261667
0.32563,0.270389
0.343074,0.293648
0.32563,0.284926
0.348889,0.284926
0.32563,0.252944
0.316907,0.252944
0.32563,0.252944
0.343074,0.220963
0.343074,0.206426
0.334352,0.183167
0.334352,0.165722
0.32563,0.133741
0.316907,0.125019
0.311093,0.093037
0.334352,0.0697778
0.316907,0.0552407
0.316907,0.0785
0.316907,0
0.311093,0.00581481
0.316907,0
0.30237,0
0.293648,0
0.293648,0
0.284926,0
0.311093,0
0.311093,0
0.30237,0
0.30237,0
0.311093,0
0.293648,0
0.293648,0
0.293648,0
0.270389,-0.0377963
0.284926,0
0.279111,0
0.293648,0
0.270389,-0.0465185
0.261667,-0.0290741
0.279111,-0.0290741
0.252944,-0.0552407
0.270389,-0.0552407
0.261667,-0.0697778
0.252944,-0.0290741
0.24713,-0.0610556
0.252944,-0.0290741
0.252944,-0.0465185
0.220963,-0.0697778
0.215148,-0.014537
0.229685,-0.0465185
0.197704,-0.0610556
0.215148,-0.0290741
0.197704,-0.0610556
0.188981,-0.0552407
0.188981,-0.00581481
0.183167,-0.0610556
0.183167,-0.0552407
0.183167,-0.0552407
0.174444,-0.014537
0.174444,-0.0552407
0.151185,0
0.151185,0
0.142463,-0.0552407
0.133741,0
0.125019,0
0.110481,0
0.101759,0
0.093037,0
0.093037,0
0.0872222,0
0.0872222,0
0.0872222,0
0.0290741,0
0.0232593,0
0.0697778,0
0.0377963,0
0,0
0.0610556,0
0.0465185,0
0,0
0,0
0,0
0,0
0,0.0465185
0,0
0,0
0,0.0232593
0,0
0,0.00581481
0,0.0610556
-0.0232593,0.0552407
0,0.0552407
0,0
0,0.0377963
0,0
0,0
0,0
0,0
0,0
0,0
0,0.0465185
0,0
0,0
0,0
0,0.0290741
0,0
0,0.014537
0,0
0.014537,0
0,0.0377963
0,0
0.0232593,0.0290741
0,0.0377963
0.0552407,0.00581481
0,0
0,0.0610556
0.0552407,0.0290741
0.0610556,0.0377963
0,0.0552407
0.0232593,0.0552407
0.0610556,0.0552407
0.0552407,0.0785
0,0.0377963
0.00581481,0
0,0.0552407
0,0.0552407
0.0465185,0.0552407
0.0465185,0.0290741
0.0465185,0.0377963
0.0552407,0.0552407
0.0785,0.0465185
0.0785,0.0697778
0.0465185,0.0552407
0.0552407,0.0785
0.0872222,0.0697778
0.0785,0.0785
0.093037,0.0697778
0.0872222,0.0872222
0.0872222,0.0872222
0.101759,0.101759
0.093037,0.093037
0.110481,0.093037
0.133741,0.119204
0.133741,0.110481
0.125019,0.119204
0.142463,0.093037
0.157,0.119204
0.157,0.119204
0.157,0.119204
0.157,0.119204
0.174444,0.119204
0.174444,0.125019
0.188981,0.093037
0.188981,0.101759
0.206426,0.101759
0.215148,0.101759
0.229685,0.0872222
0.220963,0.0785
0.252944,0.0872222
0.24713,0.0785
0.252944,0.0552407
0.252944,0.0785
0.252944,0.0610556
0.279111,0.0377963
0.279111,0.0377963
0.279111,0.0465185
0.284926,0.0610556
0.30237,0.014537
0.311093,0.014537
0.316907,0.0377963
0.316907,0.0552407
0.32563,0
0.316907,0
0.311093,0
0.316907,0
0.311093,0
0.334352,0
0.32563,0
0.334352,0
0.334352,0
0.334352,0
0.316907,0
0.32563,0
0.30237,0
0.334352,0
0.316907,0
0.316907,0
0.311093,0
0.30237,-0.0465185
0.316907,0
0.30237,0
0.30237,0
0.311093,0
0.311093,0
0.311093,0
0.311093,0
0.293648,-0.0465185
0.279111,-0.0232593
0.270389,0
0.270389,0
0.252944,-0.0377963
0.261667,-0.0465185
0.261667,0
0.270389,0
0.279111,0
0.252944,0
0.252944,0
0.220963,0
0.229685,0
0.252944,0
0.252944,0
0.238407,0
0.220963,0
0.229685,0
0.252944,0
0.24713,0
0.215148,0
0.229685,0
0.220963,0
0.220963,0
0.206426,0
0.206426,0
0.206426,0
0.215148,0
0.197704,0
0.197704,0
0.183167,0
0.197704,0
0.197704,0
0.183167,0
0.183167,0
0.183167,0
0.165722,0
0.157,0
0.165722,0
0.174444,0
0.142463,0
0.157,0
0.142463,0
0.151185,0
0.119204,0
0.125019,0
0.110481,0
0.101759,0
0.101759,0
0.0785,0
0.093037,0
0.0697778,0
0.093037,0
0.0872222,0
0.0232593,0
0.0872222,0
0.0552407,0
0.014537,0
0.0465185,0
0.0610556,0
0.0610556,0
0,0
0,0
0,0
0,0
0.0465185,0
0,0
0,0
0,0
0,0
0,0.0232593
0,0
0,0.0465185
0,0.0377963
-0.0552407,0
0,0
0,0
0,0.0377963
0,0
0,0.0232593
0,0
0,0
0,0
0,0
0,0.0232593
0,0
0,0.014537
0,0.0465185
0,0
0,0.0465185
0,0.00581481
0,0.0552407
0,0.0610556
0,0.0552407
0,0.0290741
0.0232593,0.014537
0.0610556,0.0610556
0.00581481,0.0610556
0.0377963,0.0232593
0,0.014537
0.0465185,0.0377963
0,0.0552407
0.0232593,0.0697778
0.0377963,0.0785
0.014537,0.0785
0,0.0552407
0.0552407,0.0552407
0.0610556,0.0872222
0.0697778,0.101759
0.0785,0.0872222
0.0697778,0.110481
0.0465185,0.093037
0.0697778,0.101759
0.0872222,0.119204
0.0552407,0.110481
0.0610556,0.133741
0.0872222,0.151185
0.0872222,0.174444
0.110481,0.174444
0.0697778,0.157
0.101759,0.197704
0.093037,0.197704
0.125019,0.215148
0.119204,0.215148
0.119204,0.229685
0.133741,0.252944
0.142463,0.270389
0.142463,0.284926
0.125019,0.311093
0.165722,0.32563
0.165722,0.334352
0.142463,0.357611
0.165722,0.357611
0.183167,0.348889
0.188981,0.366333
0.206426,0.375056
0.206426,0.38087
0.215148,0.398315
0.229685,0.421574
0.24713,0.444833
0.220963,0.494259
0.252944,0.558222
0.252944,0.572759
0.270389,0.508796
0.261667,0.508796
0.279111,0.558222
0.293648,0.508796
0.30237,0.508796
0.316907,0.453556
0.343074,0.453556
0.343074,0.412852
0.343074,0.366333
0.366333,0.343074
0.366333,0.30237
0.38087,0.279111
0.375056,0.229685
0.389593,0.215148
0.366333,0.165722
0.366333,0.151185
0.357611,0.119204
0.375056,0.101759
0.366333,0.0552407
0.375056,0.0610556
0.375056,0.0465185
0.389593,0.014537
0.398315,0
0.38087,0
0.375056,0
0.357611,0
0.348889,0
0.334352,0
0.334352,0
0.32563,0
0.32563,-0.0377963
0.311093,-0.0465185
0.316907,0
0.293648,-0.0552407
0.30237,-0.014537
0.293648,-0.0785
0.284926,-0.0697778
0.270389,-0.0552407
0.279111,-0.0872222
0.252944,-0.101759
0.252944,-0.125019
0.252944,-0.125019
0.261667,-0.151185
0.252944,-0.165722
0.238407,-0.157
0.284926,-0.183167
0.24713,-0.197704
0.252944,-0.188981
0.252944,-0.188981
0.24713,-0.197704
0.252944,-0.197704
0.24713,-0.197704
0.229685,-0.206426
0.238407,-0.188981
0.24713,-0.183167
0.24713,-0.188981
0.220963,-0.174444
0.24713,-0.151185
0.229685,-0.142463
0.229685,-0.119204
0.229685,-0.101759
0.238407,-0.101759
0.220963,-0.0872222
0.220963,-0.014537
0.229685,-0.0465185
0.220963,0
0.220963,0
0.215148,0
0.197704,0
0.229685,0
0.220963,0
0.197704,0
0.183167,0
0.188981,0
0.197704,0
0.188981,0
0.197704,0
0.174444,0
0.183167,0
0.165722,0
0.151185,0
0.142463,0
0.165722,0
0.125019,0.0232593
0.101759,0
0.119204,0.0465185
0.133741,0
0.0872222,0
0.0872222,0
0.0872222,0
0.0552407,0.0552407
0.0697778,0
0.0465185,0
0.0290741,0.0552407
0.0232593,0
0.0610556,0
0,0.0290741
0.0552407,0
0,0.0552407
0,0
0,0
0,0.014537
0,0
0,0.0465185
0,0.0552407
0,0.0465185
0,0.0232593
-0.0377963,0
0,0.014537
-0.0290741,0
0,0
0,0
-0.0290741,0.0465185
0,0
0,0
0,0
0,0
0,0
-0.014537,0.0290741
0,0.0465185
0,0.0552407
0,0.0465185
0,0.014537
0,0
0,0.0610556
0,0
0,0.0552407
0,0
0,0.0552407
0,0.0465185
0,0.0232593
0,0
0,0
0.0552407,0.0377963
0,0
0.0290741,0.00581481
0,0
0,0.0552407
0.0232593,0
0.0552407,0
0.0465185,0
0.0465185,0
0.0232593,0
0,0.0232593
0,0
0,0
0.0552407,0
0.0290741,0
0.0232593,0
0,0.0552407
0.0552407,0
0,0.0465185
0,0.00581481
0.0377963,0
0,0.00581481
0.0465185,0.0697778
0.0610556,0.0610556
0.0552407,0.00581481
0.0552407,0
0.0610556,0
0.0552407,0.0610556
0.0697778,0.0610556
0.0610556,0.00581481
0.0610556,0
0.0785,0
0.0610556,0.0697778
0.0377963,0.0610556
0.0872222,0.0697778
0.0377963,0
0.0465185,0.0377963
0.0872222,0.0377963
0.0552407,0.0465185
0.0610556,0.0610556
0.0552407,0.014537
0.0785,0.014537
0.0697778,0.0465185
0.0872222,0.0290741
0.0610556,0.0290741
0.101759,0.0552407
0.0610556,0.0465185
0.093037,0.0697778
0.0785,0.0697778
0.101759,0.014537
0.0872222,0.0610556
0.093037,0.0697778
0.0872222,0.0610556
0.0872222,0.0465185
0.119204,0.00581481
0.0785,0.014537
0.0872222,0
0.119204,0.0290741
0.0872222,0.0290741
0.110481,0.0552407
0.133741,0.0552407
0.110481,0.0552407
0.110481,0.014537
0.125019,0.0465185
0.110481,0.0465185
0.125019,0.0552407
0.133741,0.0610556
0.165722,0.014537
0.151185,0.0552407
0.151185,0.0610556
0.151185,0.00581481
0.157,0.0465185
0.165722,0.0697778
0.174444,0.0465185
0.183167,0.0290741
0.183167,0
0.197704,0
0.183167,0
0.197704,0.0552407
0.206426,0.0552407
0.220963,0.0290741
0.206426,0.0465185
0.238407,0.0290741
0.252944,0.0552407
0.252944,0
0.252944,0.0290741
0.252944,0.0377963
0.261667,0
0.284926,0.0552407
0.279111,0.0232593
0.293648,0.014537
0.284926,0.00581481
0.284926,0
0.293648,0
0.30237,0.0465185
0.30237,0
0.293648,0
0.311093,0
0.316907,0
0.311093,0
0.334352,0
0.32563,0
0.334352,0
0.334352,0
