vel_1,vel_2
0.316907,0
0.316907,0
0.32563,0
0.311093,0
0.30237,0
0.30237,0
0.30237,0
0.284926,0
0.293648,0
0.311093,0
0.316907,0
0.32563,-0.0465185
0.311093,0
0.293648,-0.0465185
0.284926,0
0.284926,0
0.261667,-0.014537
0.284926,0
0.261667,0
0.279111,-0.0290741
0.270389,0
0.252944,0
0.252944,-0.0465185
0.252944,0
0.24713,-0.0232593
0.252944,0
0.252944,-0.0552407
0.24713,0
0.229685,0
0.238407,-0.0465185
0.220963,0
0.215148,0
0.220963,0
0.220963,0
0.206426,0
0.197704,0
0.229685,0
0.229685,0
0.206426,-0.0232593
0.188981,0
0.215148,0
0.188981,-0.0610556
0.188981,0
0.188981,0
0.183167,0
0.183167,0
0.174444,0
0.188981,0
0.183167,0
0.174444,0
0.188981,0
0.174444,0
0.183167,0
0.165722,0
0.157,0
0.151185,0
0.165722,-0.0232593
0.151185,0
0.142463,0
0.125019,0
0.119204,-0.0552407
0.125019,0
0.125019,0
0.119204,-0.0552407
0.110481,0
0.101759,-0.0377963
0.101759,0
0.0872222,-0.0465185
0.110481,0
0.0872222,-0.014537
0.101759,0
0.093037,-0.0465185
0.0465185,0
0.0697778,0
0.0552407,0
0.0697778,0
0.0610556,0
0.0377963,0
0.0377963,0
0.0610556,0
0.0610556,0
0.0552407,0
0,0
0,0
0,0
0,0
0,0
0.014537,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.00581481
0,0
0,0
0,0
0,0.0465185
0,0
0,0
0,0
0,0
0.0377963,0
0,0
0,0.0552407
0.0465185,0.0377963
0,0.0610556
0.0610556,0.014537
0,0
0.0552407,0.0610556
0.0232593,0.0552407
0.0552407,0
0,0
0.0465185,0.0377963
0.014537,0.0552407
0.0697778,0
0.0610556,0
0.0377963,0
0.0377963,0.0465185
0.0610556,0.014537
0.0377963,0.0552407
0.0785,0.014537
0.0465185,0.0697778
0.0290741,0.0785
0.0785,0.0552407
0.0785,0.0465185
0.0785,0.0872222
0.0872222,0.0552407
0.0785,0.0872222
0.0785,0.0785
0.0610556,0.0785
0.0872222,0.101759
0.093037,0.101759
0.093037,0.0872222
0.101759,0.0872222
0.110481,0.093037
0.0872222,0.0872222
0.119204,0.119204
0.110481,0.101759
0.119204,0.093037
0.110481,0.0872222
0.125019,0.0872222
0.133741,0.119204
0.125019,0.0872222
0.142463,0.119204
0.142463,0.093037
0.125019,0.125019
0.133741,0.110481
0.125019,0.125019
0.133741,0.133741
0.151185,0.133741
0.142463,0.142463
0.157,0.142463
0.151185,0.142463
0.157,0.165722
0.142463,0.142463
0.165722,0.157
0.165722,0.174444
0.174444,0.157
0.197704,0.165722
0.165722,0.183167
0.151185,0.183167
0.174444,0.183167
0.197704,0.188981
0.188981,0.183167
0.188981,0.188981
0.197704,0.183167
0.206426,0.197704
0.238407,0.238407
0.220963,0.206426
0.220963,0.215148
0.24713,0.238407
0.229685,0.238407
0.229685,0.24713
0.229685,0.24713
0.238407,0.220963
0.261667,0.252944
0.252944,0.220963
0.261667,0.229685
0.279111,0.252944
0.261667,0.229685
0.279111,0.252944
0.279111,0.238407
0.279111,0.229685
0.284926,0.220963
0.279111,0.197704
0.30237,0.183167
0.293648,0.157
0.30237,0.125019
0.293648,0.119204
0.293648,0.110481
0.284926,0.0697778
0.30237,0.0697778
0.284926,0.0552407
0.284926,0.0377963
0.279111,0.0232593
0.279111,0
0.284926,0
0.270389,0
0.238407,0
0.229685,0
0.220963,0
0.220963,0
0.215148,0
0.229685,0
0.215148,0
0.197704,0
0.188981,0
0.174444,0
0.165722,0
0.174444,0
0.151185,-0.0552407
0.151185,-0.0465185
0.133741,-0.0610556
0.142463,-0.0377963
0.142463,-0.014537
0.142463,-0.0697778
0.142463,-0.0610556
0.119204,-0.0290741
0.125019,-0.0465185
0.110481,-0.0290741
0.110481,-0.0785
0.093037,0
0.093037,-0.0290741
0.0785,-0.0465185
0.110481,-0.0232593
0.093037,-0.00581481
0.093037,-0.0465185
0.0872222,-0.0377963
0.0697778,-0.0377963
0.0697778,-0.0610556
0.0785,0
0.0872222,0
0.0465185,0
0.0785,0
0.0785,0
0.0552407,0
0.0610556,0
0.0697778,0
0.00581481,0
0.0290741,0
0.0465185,0
0.0290741,0
0,0
0.0290741,0
0.0377963,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0465185,0
0,0
0,0
0,0
0,0
0.014537,0
0.0232593,0
0.0290741,0
0,0
0,0
0.0290741,0
0,0
0,0
0,0
0.00581481,0
0.00581481,0
0,0
0,0
0,0
0,0
0,0
0.0552407,0
0.0610556,0
0,0
0.00581481,0
0,0
0.0290741,0
0.0610556,0
0.0610556,0
0.0377963,0.014537
0.0697778,0
0.0697778,0
0.0552407,0
0.0785,0
0.0465185,0
0.0697778,0
0.0872222,0
0.0872222,0.0465185
0.0697778,0
0.0785,0
0.0697778,0
0.0872222,0
0.093037,0
0.093037,0
0.110481,0
0.110481,0
0.093037,0
0.125019,0
0.125019,0
0.142463,0
0.151185,0
0.142463,0
0.151185,0.0465185
0.142463,0
0.151185,0
0.157,0
0.174444,0
0.183167,0
0.197704,0
0.183167,0
0.183167,0
0.197704,0
0.220963,0
0.215148,0
0.220963,0
0.220963,0
0.229685,0
0.220963,0
0.238407,0
0.238407,0
0.252944,0
0.261667,0
0.252944,0
0.252944,0
0.252944,0
0.270389,0
0.261667,0
0.279111,0
0.270389,0
0.252944,0
0.279111,0
0.270389,0
0.252944,0
0.229685,0
0.229685,0
0.252944,0
0.252944,0
0.238407,0
0.238407,0
0.238407,0
0.238407,0
0.229685,0
0.215148,0
0.238407,0
0.238407,0
0.229685,0
0.215148,0
0.215148,0
0.188981,0
0.183167,0
0.183167,-0.0377963
0.174444,0
0.183167,0
0.197704,0
0.188981,0
0.174444,0
0.151185,0
0.157,0
0.157,0
0.157,0
0.165722,0
0.151185,0
0.151185,0
0.151185,0
0.151185,0
0.133741,0
0.133741,0
0.125019,0
0.125019,0
0.110481,0
0.119204,0
0.110481,0
0.110481,0
0.119204,0
0.119204,0
0.119204,0
0.093037,0
0.119204,0
0.0872222,0
0.0872222,0
0.093037,0
0.0872222,0
0.093037,0
0.0697778,0
0.0785,0
0.101759,0
0.0785,0
0.0785,0
0.0697778,0
0.0785,0
0.0697778,0
0.093037,0
0.0785,0
0.0697778,0
0.0785,0
0.0697778,0
0.0872222,0
0.0610556,0
0.0697778,0
0.0785,0
0.0697778,0
0.0290741,0
0.0697778,0
0.014537,0
0.0465185,0
0.014537,0
0.0465185,0
0.0465185,0
0.00581481,0
0,0
0.00581481,0
0.0610556,0
0,0
0.0552407,0
0.014537,0
0.014537,0
0.0552407,0
0.0552407,0
0,0
0.0377963,0
0.014537,0
0.0290741,0
0,0
0.0465185,0
0,0
0,0
0,0
0.0377963,0
0.0610556,0
0,0
0,0
0,0
0,0
0.0465185,0
0.00581481,0
0.0232593,0
0,0
0.00581481,0
0.0610556,0
0,0
0.0377963,0
0.0610556,0
0.0697778,0
0.0552407,0
0.014537,0
0,0
0.0610556,0
0.0697778,0
0.0232593,0
0.0697778,0
0.0697778,0
0.0552407,0
0.0377963,0
0.0697778,0
0.0610556,0
0.0785,0
0.0697778,0
0.0697778,0
0.0465185,0
0.0465185,0
0.0785,0
0.0610556,0
0.0465185,0
0.0697778,0
0.0785,0
0.0872222,0
0.0872222,0
0.0785,0
0.0785,0
0.093037,0
0.0872222,0
0.0697778,0
0.0785,0
0.093037,0
0.093037,0
0.0872222,0
0.0872222,0
0.093037,0
0.093037,0
0.0785,0
0.110481,0
0.0697778,0
0.110481,0
0.093037,0
0.0697778,0
0.101759,0
0.0785,0
0.093037,0
0.093037,0
0.0872222,0
0.101759,0
0.133741,0
0.0872222,0
0.0785,0
0.101759,0
0.101759,0
0.101759,0
0.101759,0
0.101759,0
0.110481,0
0.119204,0
0.110481,0
0.101759,0
0.110481,0
0.119204,0
0.125019,0
0.110481,0
0.093037,0
0.110481,0
0.101759,0
0.125019,0
0.110481,0
0.119204,0
0.110481,0
0.119204,0
0.110481,0
0.119204,0
0.093037,0
0.125019,0
0.119204,0
0.110481,0
0.133741,0
0.119204,0
0.142463,0
0.133741,0
0.142463,0
0.125019,0
0.142463,0
0.142463,0
0.142463,0
0.157,0
0.151185,0
0.157,0
0.151185,0
0.142463,0
0.151185,0
0.174444,0
0.142463,0
0.157,0
0.142463,0
0.151185,0
0.174444,0
0.157,0
0.165722,0
0.157,0
0.183167,0
0.174444,0
0.188981,0
0.183167,0
0.183167,0
0.183167,0
0.188981,0
0.197704,0
0.197704,0
0.206426,0
0.206426,0
0.206426,0
0.188981,0
0.188981,0
0.183167,0
0.197704,0
0.197704,0
0.206426,0
0.188981,0
0.197704,0
0.197704,0
0.188981,0
0.206426,0
0.188981,0
0.206426,0
0.206426,0
0.206426,0
0.183167,0
0.183167,0
0.183167,0
0.183167,0
0.188981,0
0.165722,0
0.188981,0
0.183167,0
0.165722,0
0.183167,0
0.165722,0
0.174444,0
0.157,0
0.157,0
0.142463,0
0.151185,0
0.142463,0
0.133741,0
0.125019,0
0.125019,0
0.133741,0
0.125019,0
0.119204,0
0.101759,0
0.093037,0
0.101759,0
0.101759,0
0.0785,0
0.0872222,0
0.0872222,0
0.0785,0
0.0872222,0
0.0872222,0
0.0465185,0
0.0785,0
0.0465185,0
0.0697778,0
0.0610556,0
0.0290741,0
0.0610556,0
0.00581481,0
0,0
0,0
0,0
0,0
0,0
0.0465185,0
0,0
0,0
0.0610556,0
0,0
0,0
0.00581481,0
0,0
0,0
0,0
0,0
0,0
0.0290741,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0290741,0
0,0
0,0
0,0
0,0
0.00581481,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0377963,0
0.0377963,0
0,0
0.014537,0
0,0
0.0232593,0
0.0610556,0
0.00581481,0
0.0697778,0
0.0377963,0
0.0377963,0
0.0465185,0
0.0785,0
0.0465185,0
0.0552407,0
0.0785,0
0.0785,0
0.093037,0
0.0872222,0
0.093037,0
0.0872222,0
0.110481,0
0.093037,0
0.093037,0
0.110481,0
0.125019,0
0.110481,0
0.133741,0
0.142463,0
0.125019,0
0.165722,0
0.165722,0
0.165722,0
0.183167,0
0.183167,0
0.183167,0
0.183167,0
0.197704,0
0.215148,0
0.206426,0
0.215148,0
0.229685,0
0.220963,0
0.229685,0
0.220963,0
0.24713,0
0.252944,0
0.261667,0
0.252944,0
0.252944,0
0.252944,0
0.261667,0
0.252944,0
0.261667,0
0.261667,0
0.279111,0
0.252944,0
0.270389,0
0.252944,0
0.252944,0
0.252944,0
0.252944,0
0.261667,0
0.270389,0
0.238407,0
0.24713,0
0.220963,0
0.24713,0
0.220963,0
0.220963,0
0.197704,0
0.197704,-0.0290741
0.197704,-0.0290741
0.197704,0
0.183167,-0.0377963
0.183167,-0.0377963
0.183167,-0.0232593
0.197704,-0.0785
0.188981,-0.0377963
0.174444,-0.0785
0.183167,-0.0697778
0.157,-0.0697778
0.165722,-0.0552407
0.157,-0.0785
0.142463,-0.0785
0.157,-0.0785
0.125019,-0.0872222
0.133741,-0.0552407
0.125019,-0.0785
0.119204,-0.0785
0.101759,-0.0697778
0.101759,-0.0552407
0.110481,-0.0610556
0.110481,-0.0552407
0.101759,-0.0872222
0.0872222,-0.0697778
0.093037,-0.0552407
0.0872222,-0.0465185
0.101759,-0.0785
0.0552407,-0.0785
0.0552407,-0.0610556
0.0610556,-0.0610556
0.0697778,-0.0697778
0.0785,-0.0552407
0.0697778,-0.0552407
0.0610556,-0.0697778
0.0465185,-0.0785
0.00581481,-0.0290741
0.0697778,-0.0377963
0.0377963,-0.0232593
0.014537,-0.0697778
0.0697778,-0.00581481
0.0377963,-0.0697778
0.0610556,-0.00581481
0.0232593,0
0.0552407,-0.0232593
0.0552407,0
0.0610556,-0.00581481
0.0232593,-0.0610556
0,-0.014537
0.0232593,-0.0232593
0.0785,0
0,-0.0377963
0.0377963,-0.0465185
0.0552407,-0.0465185
0.0232593,-0.00581481
0.0552407,0
0.0290741,0
0,0
0.0610556,0
0,0
0,0
0.0610556,0
0,0
0.00581481,0
0,0
0,0
0.0465185,0
0,0
0,0
0,0
0.0465185,0
0,0
0.0290741,0
0,0
0,0
0.0290741,0
0,0
0.0465185,0
0,0
0,0
0,0
0.0465185,0
0,0
0.0697778,0
0.0290741,0
0.014537,0
0,0
0,0
0,0
0.0610556,0
0.0465185,0
0,0
0.0552407,0
0,0
0.0377963,0
0.0377963,0
0.0610556,0
0.0552407,0
0.0610556,0
0.0290741,0
0.0610556,0
0.0610556,0
0.0290741,0
0.0552407,0
0.0785,0
0.093037,0
0.0872222,0
0.0872222,0
0.0872222,0
0.093037,0
0.0872222,0
0.093037,0
0.093037,0
0.125019,0
0.119204,0
0.125019,0
0.133741,0
0.133741,0
0.142463,0
0.142463,0
0.151185,0
0.165722,0
0.157,0
0.174444,0
0.165722,0
0.165722,0
0.188981,0
0.197704,0
0.183167,0
0.188981,0
0.206426,0
0.206426,0
0.206426,0
0.206426,0
0.215148,0
0.206426,0
0.229685,0
0.220963,0
0.220963,0
0.220963,0
0.238407,0
0.220963,0
0.206426,0
0.206426,0
0.197704,0
0.188981,0
0.206426,0
0.197704,0
0.215148,0
0.215148,-0.0290741
0.206426,0
0.197704,0
0.165722,-0.0552407
0.183167,-0.0552407
0.183167,-0.0697778
0.165722,-0.0290741
0.183167,-0.0232593
0.183167,-0.0552407
0.165722,-0.0697778
0.174444,-0.0872222
0.151185,-0.0697778
0.142463,-0.0872222
0.142463,-0.093037
0.142463,-0.110481
0.125019,-0.110481
0.125019,-0.101759
0.101759,-0.110481
0.119204,-0.110481
0.101759,-0.119204
0.119204,-0.110481
0.093037,-0.101759
0.110481,-0.119204
0.0697778,-0.101759
0.0872222,-0.0872222
0.0785,-0.0872222
0.0697778,-0.0785
0.101759,-0.0872222
0.0552407,-0.0610556
0.0552407,-0.0697778
0.0872222,-0.0872222
0.0872222,-0.0872222
0.093037,-0.0872222
0.0872222,-0.0785
0.0785,-0.0697778
0.0697778,-0.093037
0.0872222,-0.0552407
0.0697778,-0.0697778
0.0872222,-0.0610556
0.093037,-0.0785
0.0785,-0.0872222
0.093037,-0.0785
0.0785,-0.0872222
0.0785,-0.0697778
0.0785,-0.0697778
0.0872222,-0.0552407
0.0785,-0.0872222
0.0872222,-0.0872222
0.0785,-0.0872222
0.0872222,-0.093037
0.0872222,-0.0785
0.0872222,-0.0872222
0.0872222,-0.0872222
0.101759,-0.101759
0.101759,-0.119204
0.110481,-0.0872222
0.093037,-0.110481
0.0872222,-0.101759
0.101759,-0.101759
0.101759,-0.101759
0.110481,-0.0872222
0.101759,-0.110481
0.110481,-0.125019
0.110481,-0.110481
0.119204,-0.125019
0.125019,-0.119204
0.125019,-0.110481
0.119204,-0.125019
0.125019,-0.125019
0.133741,-0.133741
0.142463,-0.133741
0.142463,-0.133741
0.157,-0.133741
0.133741,-0.133741
0.165722,-0.151185
0.157,-0.142463
0.157,-0.151185
0.165722,-0.142463
0.165722,-0.133741
0.174444,-0.142463
0.165722,-0.142463
0.165722,-0.157
0.157,-0.133741
0.157,-0.133741
0.165722,-0.125019
0.188981,-0.119204
0.174444,-0.110481
0.165722,-0.110481
0.174444,-0.093037
0.188981,-0.101759
0.174444,-0.101759
0.183167,-0.0872222
0.165722,-0.0785
0.183167,-0.093037
0.183167,-0.0872222
0.183167,-0.0785
0.165722,-0.0785
0.165722,-0.0552407
0.174444,-0.0610556
0.174444,-0.0697778
0.183167,-0.0697778
0.174444,-0.0610556
0.165722,-0.0377963
0.157,0
0.165722,0
0.165722,-0.0465185
0.165722,-0.00581481
0.165722,0
0.133741,-0.0377963
0.125019,0
0.133741,0
0.142463,0
0.142463,0
0.119204,0
0.119204,0
0.125019,0
0.119204,0
0.119204,0
0.125019,0
0.110481,0
0.0785,0
0.093037,0
0.093037,0
0.0872222,0
0.0872222,0
0.0697778,0
0.0872222,0
0.0697778,0
0.0552407,0
0.0377963,0
0.0465185,0
0.0377963,0
0.0697778,0
0.0610556,0
0.014537,0
0.0232593,0
0.014537,0
0,0
0.0377963,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.0290741
0,0
0,0
0,0
0,0
0,0
0,0.0232593
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0465185,0
0,0
0,0
0,0
0.0465185,0
0.0290741,0
0.0552407,0
0,0
0.0552407,0.014537
0.00581481,0
0,0
0,0
0.0465185,0
0.0552407,0
0.0552407,0
0.0465185,0
0.0552407,0
0,0
0.0232593,0
0.0465185,0
0.0377963,0.0465185
0.0610556,0
0.0552407,0
0.0785,0
0.0785,0
0.0785,0
0.0552407,0.0465185
0.0697778,0
0.0697778,0
0.0872222,0.0610556
0.0785,0
0.093037,0
0.093037,0
0.0785,0.0465185
0.0872222,0
0.093037,0
0.119204,0
0.101759,0
0.125019,0
0.119204,0.0610556
0.125019,0
0.125019,0
0.119204,0
0.133741,0
0.133741,0
0.151185,0
0.142463,0
0.165722,0
0.151185,0
0.157,0
0.165722,0
0.157,0
0.188981,0
0.183167,0
0.197704,0
0.188981,0
0.188981,0
0.197704,0
0.215148,0
0.206426,0
0.215148,0
0.229685,0
0.220963,0
0.24713,0
0.238407,0
0.238407,0
0.24713,0
0.261667,0
0.284926,0
0.261667,0
0.279111,0
0.261667,0
0.261667,0
0.279111,0
0.284926,0
0.279111,0
0.279111,0
0.311093,0
0.284926,0
0.30237,0
0.30237,0
0.284926,0
0.284926,0
0.284926,0
0.279111,0
0.270389,0
0.279111,0
0.279111,0
0.279111,-0.0232593
0.252944,-0.0465185
0.24713,0
0.284926,0
0.252944,-0.0465185
0.238407,-0.00581481
0.220963,-0.014537
0.215148,0
0.220963,-0.0465185
0.183167,-0.0290741
0.183167,-0.0785
0.174444,-0.0552407
0.165722,-0.0785
0.157,-0.0552407
0.165722,-0.0552407
0.133741,-0.0785
