angle_1 angle_2
-0.89868 1.99009
-0.89868 1.99009
-0.89868 1.99009
-0.898709 1.99024
-0.898767 1.99038
-0.898854 1.99059
-0.899 1.99091
-0.899145 1.9912
-0.899261 1.9914
-0.899349 1.99152
-0.899436 1.9916
-0.899494 1.99166
-0.899639 1.99181
-0.899698 1.99187
-0.899785 1.99195
-0.899843 1.99198
-0.899959 1.9921
-0.900017 1.9921
-0.900105 1.99219
-0.900192 1.99224
-0.900279 1.9923
-0.900366 1.99236
-0.900453 1.99239
-0.900541 1.99245
-0.900628 1.99251
-0.900715 1.99256
-0.900802 1.99262
-0.900919 1.99268
-0.900977 1.99271
-0.901064 1.99277
-0.901151 1.99282
-0.901238 1.99288
-0.901326 1.99297
-0.901413 1.99303
-0.901471 1.99306
-0.901529 1.99309
-0.901616 1.99314
-0.901733 1.99326
-0.901791 1.99329
-0.901878 1.99332
-0.901965 1.99341
-0.902053 1.99346
-0.902111 1.99349
-0.902198 1.99355
-0.902285 1.99361
-0.902372 1.99367
-0.90246 1.99373
-0.902547 1.99378
-0.902605 1.99381
-0.902692 1.99387
-0.902779 1.9939
-0.902867 1.99393
-0.902954 1.99396
-0.903041 1.99399
-0.903128 1.99399
-0.903215 1.99399
-0.903303 1.99402
-0.90339 1.99402
-0.903477 1.99405
-0.903564 1.99402
-0.903681 1.99408
-0.903768 1.99408
-0.903855 1.99408
-0.903913 1.99402
-0.904 1.99402
-0.904117 1.99405
-0.904204 1.99405
-0.90432 1.99408
-0.904408 1.99408
-0.904495 1.99405
-0.904582 1.99405
-0.904669 1.99405
-0.904756 1.99402
-0.904844 1.99399
-0.90496 1.99402
-0.905047 1.99399
-0.905134 1.99396
-0.905251 1.99399
-0.905338 1.99399
-0.905425 1.99396
-0.905541 1.99396
-0.905658 1.99399
-0.905774 1.99399
-0.905861 1.99396
-0.905948 1.99396
-0.906036 1.99396
-0.906123 1.99393
-0.90621 1.99393
-0.906297 1.99393
-0.906414 1.99393
-0.906501 1.99393
-0.906588 1.99393
-0.906675 1.9939
-0.906792 1.99393
-0.906879 1.99393
-0.906966 1.99393
-0.907053 1.9939
-0.90714 1.99387
-0.907257 1.9939
-0.907344 1.9939
-0.90746 1.9939
-0.907577 1.99393
-0.907664 1.9939
-0.907751 1.9939
