torque_1 torque_2
1.57753 0.131803
1.57438 0.141103
1.57123 0.150403
1.53677 0.16232
1.52257 0.174809
1.51165 0.18847
1.48161 0.203876
1.47927 0.220153
1.46071 0.234687
1.47123 0.24892
1.45915 0.262581
1.46124 0.27537
1.45265 0.289031
1.43758 0.303846
1.42899 0.318089
1.40592 0.332622
1.3953 0.342213
1.37354 0.358781
1.35987 0.374468
1.34858 0.387257
1.34391 0.398883
1.33015 0.409927
1.32302 0.418937
1.31274 0.427064
1.30314 0.433748
1.29635 0.441303
1.28573 0.447987
1.26063 0.45467
1.2503 0.46367
1.22834 0.47297
1.21603 0.480526
1.19886 0.488953
1.19004 0.498835
1.16823 0.50609
1.15941 0.5151
1.13875 0.520911
1.12892 0.529048
1.10943 0.534859
1.09575 0.54037
1.06992 0.550251
1.05523 0.55519
1.03987 0.561001
1.01732 0.566813
0.994635 0.57465
0.986252 0.581042
0.970541 0.583364
0.951341 0.587431
0.935979 0.589753
0.913436 0.596146
0.886591 0.598168
0.875822 0.602235
0.854937 0.606883
0.830708 0.608914
0.807788 0.613853
0.781379 0.616757
0.759621 0.619651
0.74019 0.617031
0.725905 0.621098
0.700659 0.623711
0.667417 0.628068
0.639409 0.63417
0.616925 0.64347
0.586445 0.649272
0.544772 0.664677
0.519235 0.676013
0.494048 0.691418
0.465022 0.704207
0.446317 0.71874
0.425287 0.731529
0.40978 0.74489
0.386279 0.757679
0.369609 0.77134
0.343636 0.783839
0.324641 0.794592
0.288346 0.80709
0.277637 0.817553
0.244831 0.826563
0.231651 0.832655
0.214023 0.835559
0.190521 0.835264
0.178358 0.838168
0.161398 0.834094
0.144438 0.831764
0.135328 0.824201
0.119385 0.817801
0.0929757 0.810229
0.0670026 0.798305
0.0442276 0.791324
0.027122 0.78347
0.00434704 0.774163
-0.0150844 0.768053
-0.0493437 0.76805
-0.0536567 0.764848
-0.0764317 0.766007
-0.10037 0.770946
-0.121169 0.779074
-0.141618 0.784594
-0.15756 0.790405
-0.174666 0.797379
-0.18712 0.809005
-0.208005 0.815979
-0.213626 0.826151
-0.233494 0.832835
-0.239406 0.839518
-0.246481 0.847655
-0.260824 0.852294
-0.265864 0.856361
-0.276719 0.862753
-0.28458 0.865076
-0.288893 0.865363
-0.297712 0.865068
-0.306677 0.864192
-0.314479 0.863026
-0.32577 0.863313
-0.340549 0.861564
-0.35184 0.860689
-0.362463 0.859522
-0.373754 0.859518
-0.381206 0.86154
-0.392496 0.863281
-0.406259 0.865022
-0.41406 0.868216
-0.425351 0.876644
-0.442457 0.880711
-0.458254 0.88594
-0.469545 0.894368
-0.475021 0.900761
-0.488637 0.908316
-0.500946 0.914709
-0.505404 0.920229
-0.516695 0.923424
-0.51999 0.926327
-0.54073 0.928359
-0.551003 0.928064
-0.547466 0.926607
-0.56806 0.926594
-0.564523 0.92252
-0.579594 0.916411
-0.589867 0.912337
-0.593308 0.907681
-0.611867 0.903607
-0.62214 0.894881
-0.618603 0.888772
-0.637162 0.883244
-0.654413 0.879751
-0.647387 0.874224
-0.663621 0.872185
-0.672876 0.86782
-0.675154 0.866653
-0.683392 0.861416
-0.685815 0.861703
-0.695711 0.85792
-0.698134 0.854137
-0.695034 0.851226
-0.702545 0.843372
-0.705404 0.839589
-0.687475 0.834061
-0.690625 0.827951
-0.693775 0.823296
-0.696925 0.820385
-0.700075 0.815148
-0.703575 0.813109
-0.706725 0.811361
-0.686761 0.80845
-0.71099 0.804085
-0.688991 0.801755
-0.684291 0.799716
-0.688227 0.794479
