torque_1 torque_2
1.34855 -0.893941
1.34855 -0.886441
1.3482 -0.878641
1.32858 -0.873758
1.32619 -0.862469
1.3193 -0.848863
1.31421 -0.832923
1.29017 -0.816119
1.2954 -0.798443
1.292 -0.782502
1.31069 -0.772386
1.29354 -0.762841
1.29043 -0.75098
1.30467 -0.741436
1.28266 -0.731319
1.2954 -0.722647
1.27272 -0.711658
1.27615 -0.698334
1.28554 -0.693741
1.26737 -0.684197
1.27327 -0.674952
1.26637 -0.665408
1.26681 -0.657036
1.2541 -0.647491
1.26349 -0.638247
1.26009 -0.628702
1.24657 -0.619458
1.24215 -0.607006
1.24326 -0.600087
1.24916 -0.589089
1.23099 -0.577228
1.2427 -0.573208
1.2172 -0.563091
1.22113 -0.553547
1.21874 -0.544593
1.22217 -0.536502
1.20946 -0.527258
1.22365 -0.515387
1.21929 -0.507597
1.2031 -0.498924
1.20551 -0.488808
1.19629 -0.479263
1.2067 -0.467111
1.18736 -0.460765
1.20606 -0.452102
1.19335 -0.442558
1.17367 -0.433013
1.19585 -0.417663
1.17753 -0.409573
1.1939 -0.4012
1.1777 -0.394273
1.16732 -0.388808
1.1802 -0.377228
1.15819 -0.369137
1.15514 -0.361056
1.15755 -0.348313
1.16694 -0.346337
1.14528 -0.337665
1.14188 -0.325795
1.14778 -0.319167
1.12708 -0.309623
1.12402 -0.302995
1.12411 -0.298393
1.14964 -0.290884
1.13728 -0.282511
1.10727 -0.274711
1.12946 -0.263713
1.09945 -0.254469
1.10919 -0.247541
1.11625 -0.240913
1.09657 -0.232241
1.10247 -0.224441
1.09558 -0.216941
1.08671 -0.210013
1.10439 -0.205411
1.09517 -0.194713
1.09409 -0.192728
1.07455 -0.179113
1.0715 -0.172486
1.0681 -0.168756
1.06368 -0.159211
1.07205 -0.151711
1.06065 -0.141586
1.04795 -0.133786
1.04838 -0.129484
1.038 -0.119358
1.03809 -0.114756
1.04399 -0.105802
1.04756 -0.0985837
1.02686 -0.0916559
1.03625 -0.0864819
1.01657 -0.0763559
1.017 -0.0703004
1.01258 -0.0616281
1.015 -0.0550004
1.00927 -0.0454559
1.01866 -0.0394004
1.00828 -0.0310281
0.991063 -0.0209022
0.994638 -0.0131022
0.990217 -0.00530222
0.995101 -0.00158185
0.988209 0.00912556
0.991784 0.01867
0.977915 0.0238533
0.983961 0.0275737
0.960788 0.0391533
0.959856 0.0486978
0.971717 0.0556256
0.970641 0.0639978
0.964912 0.0668552
0.953514 0.0778533
0.938772 0.0833274
0.938858 0.0905367
0.943741 0.100953
0.92304 0.104683
0.935918 0.114809
0.91071 0.122309
0.922571 0.128364
0.905358 0.134711
0.905794 0.143092
0.907189 0.150892
0.899425 0.156648
0.888027 0.166192
0.880467 0.174574
0.875029 0.180048
0.874098 0.187848
0.879331 0.19652
0.872585 0.200831
0.857698 0.208331
0.865053 0.217003
0.858656 0.223059
0.855544 0.229987
0.851124 0.238659
0.84336 0.243842
0.832312 0.253387
