torque_1 torque_2
-0.551364 -0.725191
-0.559764 -0.726991
-0.567814 -0.728791
-0.575864 -0.730591
-0.567778 -0.732391
-0.590946 -0.737971
-0.598996 -0.734247
-0.607046 -0.735174
-0.592333 -0.736684
-0.597039 -0.741391
-0.628494 -0.741447
-0.636544 -0.741502
-0.631946 -0.739513
-0.630984 -0.739569
-0.655956 -0.738171
-0.661971 -0.740552
-0.643563 -0.736828
-0.649578 -0.742699
-0.657919 -0.740719
-0.670244 -0.750069
-0.668263 -0.750415
-0.680238 -0.75018
-0.671425 -0.75576
-0.685726 -0.758432
-0.673774 -0.765174
-0.688221 -0.763476
-0.689729 -0.767602
-0.693709 -0.772019
-0.69106 -0.771202
-0.696494 -0.775028
-0.695967 -0.7777
-0.695585 -0.7795
-0.701223 -0.779556
-0.696335 -0.782228
-0.700051 -0.784056
-0.691179 -0.786456
-0.685591 -0.790028
-0.696489 -0.791856
-0.691251 -0.796
-0.692496 -0.799573
-0.695398 -0.802554
-0.685304 -0.806999
-0.679048 -0.811724
-0.68544 -0.813552
-0.677817 -0.816824
-0.677376 -0.819524
-0.672429 -0.821924
-0.668149 -0.824334
-0.665673 -0.825861
-0.667704 -0.828561
-0.6579 -0.831543
-0.646121 -0.831626
-0.641609 -0.83548
-0.634627 -0.83411
-0.62744 -0.83651
-0.615951 -0.841536
-0.607951 -0.842191
-0.599746 -0.8446
-0.603521 -0.846128
-0.580694 -0.84911
-0.567315 -0.85181
-0.552423 -0.850721
-0.541371 -0.85313
-0.531771 -0.853786
-0.516358 -0.856767
-0.499431 -0.85656
-0.488814 -0.856924
-0.471365 -0.859615
-0.456242 -0.85621
-0.434286 -0.853667
-0.420267 -0.847636
-0.390316 -0.846847
-0.374611 -0.849247
-0.351057 -0.849321
-0.313546 -0.853765
-0.295807 -0.85791
-0.270884 -0.863217
-0.253145 -0.87085
-0.252995 -0.877911
-0.21563 -0.883219
-0.19789 -0.892306
-0.19739 -0.896469
-0.158658 -0.907028
-0.13955 -0.914389
-0.118408 -0.926111
-0.0891243 -0.929393
-0.0503919 -0.929776
-0.0128224 -0.939173
-0.0177011 -0.942463
0.00969241 -0.938767
0.0254563 -0.934208
0.0378767 -0.924997
0.0751554 -0.92101
0.113597 -0.9086
0.141281 -0.906076
0.161406 -0.892795
0.176589 -0.88183
0.182904 -0.873782
0.20137 -0.863117
0.229927 -0.856223
0.268368 -0.85021
0.311462 -0.848839
0.351066 -0.853874
0.375843 -0.858037
0.386374 -0.858121
0.412604 -0.8649
0.410138 -0.869354
0.439857 -0.875543
0.489202 -0.882032
0.522701 -0.891419
0.549658 -0.893837
0.567893 -0.902352
0.585342 -0.898084
0.587296 -0.898758
0.583871 -0.89448
0.629291 -0.894573
0.656829 -0.895819
0.681692 -0.901145
0.713302 -0.900065
0.7484 -0.898704
0.753261 -0.896461
0.751957 -0.886669
0.749986 -0.882682
0.777816 -0.876087
0.809279 -0.868902
0.820187 -0.864624
0.850633 -0.863554
0.867705 -0.862184
0.891319 -0.863439
0.89176 -0.860034
0.900837 -0.860708
0.914129 -0.867769
0.91646 -0.8632
0.937603 -0.874632
0.943627 -0.877923
0.954884 -0.884411
0.977104 -0.892073
0.981238 -0.897689
0.980429 -0.900689
0.975551 -0.903689
0.976487 -0.905245
0.977568 -0.905047
0.972313 -0.903395
0.980227 -0.902624
0.983779 -0.899519
0.975848 -0.901937
0.971696 -0.900576
0.970016 -0.898061
0.971824 -0.896991
0.96715 -0.895921
0.95413 -0.898921
0.956375 -0.900767
0.94132 -0.900569
0.925248 -0.902697
0.926766 -0.902499
0.903861 -0.908987
0.913665 -0.910243
0.883928 -0.912961
0.876578 -0.913636
0.870245 -0.916636
0.862895 -0.919636
0.855545 -0.922636
0.848195 -0.925636
0.840845 -0.928936
0.820848 -0.931063
0.818295 -0.933191
0.815742 -0.935319
0.808392 -0.938319
0.783889 -0.939574
0.780318 -0.94083
0.781254 -0.942958
0.767072 -0.945086
0.764519 -0.942561
0.741033 -0.949341
0.73848 -0.951469
0.740434 -0.954469
0.733084 -0.957469
0.725734 -0.960469
0.718384 -0.963469
0.711034 -0.966469
0.703684 -0.969469
0.695984 -0.972469
0.688634 -0.975469
0.681284 -0.978469
0.673934 -0.981469
0.666584 -0.983597
0.660252 -0.989795
0.652902 -0.99483
0.645552 -0.99376
0.638869 -0.998504
0.631519 -0.99598
0.624169 -0.99898
0.616819 -1.00489
0.609469 -1.00411
0.601769 -1.00681
0.594419 -1.00981
0.587069 -1.01281
0.579719 -1.01581
0.572369 -1.01881
0.564669 -1.02181
0.557669 -1.02481
0.550319 -1.02811
0.542969 -1.03141
0.535619 -1.03441
0.528269 -1.03771
0.521269 -1.04101
0.513919 -1.04401
0.506569 -1.04731
0.499219 -1.05031
0.492887 -1.05448
0.485537 -1.05661
0.478537 -1.05991
0.471187 -1.06234
0.463837 -1.06534
0.457504 -1.07096
0.450154 -1.07076
0.458941 -1.07494
0.436472 -1.07997
0.43014 -1.08036
0.42279 -1.08249
0.416457 -1.08579
0.409107 -1.08792
0.4224 -1.09209
0.39781 -1.0948
0.39046 -1.09722
0.395757 -1.10517
0.377795 -1.10643
0.370445 -1.10507
0.383738 -1.10895
0.35778 -1.11196
0.373544 -1.11728
0.369538 -1.12203
0.341109 -1.11893
0.354547 -1.12658
0.33644 -1.13075
0.335922 -1.13027
0.321304 -1.13588
0.308806 -1.13337
0.302474 -1.13957
0.321581 -1.13995
0.290827 -1.14499
0.286529 -1.14538
0.292844 -1.15157
0.300322 -1.15313
0.296025 -1.1538
0.266288 -1.15506
0.272603 -1.15864
0.278772 -1.15874
0.278922 -1.16378
0.251511 -1.16271
0.270328 -1.16484
0.249749 -1.16784
0.258244 -1.16736
0.251621 -1.16774
0.237875 -1.17074
0.239188 -1.17288
0.25219 -1.17152
0.245421 -1.1719
0.229349 -1.16967
0.22258 -1.17063
0.239739 -1.16957
0.224684 -1.16966
0.230708 -1.16568
0.232953 -1.16316
0.240662 -1.16005
0.230114 -1.15695
0.217385 -1.15035
0.226607 -1.14842
0.226321 -1.14183
0.228566 -1.139
0.223482 -1.13415
0.225727 -1.12988
0.220643 -1.12241
0.222888 -1.11901
0.224782 -1.11386
0.221066 -1.10872
0.22645 -1.10183
0.218895 -1.09669
0.226954 -1.08805
0.223034 -1.07622
0.214462 -1.06642
0.224556 -1.05459
0.228486 -1.04333
0.228927 -1.03587
0.223903 -1.0249
0.233647 -1.01568
0.237577 -1.0088
0.234879 -1.00103
0.243169 -0.991237
0.242302 -0.984343
0.243092 -0.975413
0.250947 -0.967074
0.249062 -0.958726
0.257703 -0.951841
0.253346 -0.944365
0.25713 -0.94096
0.255245 -0.933493
0.263886 -0.930087
0.268833 -0.919704
0.273344 -0.915145
0.276838 -0.909123
0.277192 -0.905717
0.276179 -0.901158
0.278655 -0.901823
0.288109 -0.898417
0.298435 -0.89443
0.296464 -0.898302
0.311732 -0.894897
0.311737 -0.895852
0.31523 -0.896236
0.322213 -0.894574
0.33123 -0.894949
0.330131 -0.89416
0.348453 -0.895115
0.353545 -0.900732
0.367069 -0.903432
0.37943 -0.908749
0.374202 -0.908832
0.393541 -0.912986
0.394186 -0.91773
0.395208 -0.92043
0.400737 -0.919641
0.422111 -0.922341
0.42764 -0.923006
0.446252 -0.926578
0.44582 -0.929278
0.463851 -0.927917
0.468943 -0.929745
0.491335 -0.933026
0.483635 -0.932528
0.493234 -0.932611
0.515626 -0.933567
0.529731 -0.937139
0.534388 -0.938095
0.550529 -0.940213
0.556639 -0.943786
0.563912 -0.947358
0.564498 -0.951802
0.567555 -0.950723
0.575119 -0.955749
0.594749 -0.959321
0.604348 -0.96551
0.598102 -0.966756
0.59767 -0.97091
0.597384 -0.97361
0.598406 -0.973693
0.602917 -0.977265
0.592601 -0.977639
0.603072 -0.978023
0.607206 -0.977824
0.591075 -0.981406
0.601169 -0.980636
0.600506 -0.984508
0.597604 -0.983437
0.582113 -0.985565
0.588368 -0.987984
0.584798 -0.990111
0.583204 -0.993411
0.57251 -0.996411
0.570916 -0.997086
0.57316 -1.00154
0.557755 -1.00541
0.550987 -1.00521
0.553317 -1.00647
0.546549 -1.01064
0.535069 -1.01277
0.53179 -1.01432
0.522636 -1.01092
0.521828 -1.0177
0.516163 -1.01779
0.488402 -1.02602
0.483087 -1.0267
0.491523 -1.03232
0.470072 -1.03357
0.462372 -1.03483
0.45604 -1.0387
0.44834 -1.03792
0.44064 -1.04092
0.43329 -1.04392
0.445215 -1.04779
0.418907 -1.05079
0.411557 -1.05379
0.403857 -1.05679
0.396507 -1.05979
0.388807 -1.06279
0.381107 -1.06579
0.373757 -1.06879
0.366057 -1.07179
0.358357 -1.07479
0.350657 -1.07779
0.343307 -1.08079
0.335607 -1.08379
0.327907 -1.08649
0.320557 -1.08949
0.312857 -1.09162
0.305157 -1.09462
0.297457 -1.09762
0.291125 -1.10062
0.283425 -1.10507
0.276742 -1.10632
0.269042 -1.1099
0.26271 -1.11232
0.256028 -1.11532
0.249345 -1.11919
0.257781 -1.12132
0.24761 -1.12954
0.248255 -1.12934
0.247388 -1.13554
0.238379 -1.13767
0.234023 -1.13485
0.203936 -1.14075
0.222693 -1.14637
0.192956 -1.14443
0.187291 -1.15207
0.203723 -1.14867
0.187591 -1.154
0.201697 -1.15728
0.190072 -1.16348
0.187896 -1.16154
0.187755 -1.16541
0.163688 -1.16724
0.162529 -1.17169
0.175181 -1.17556
0.171552 -1.17565
0.160944 -1.18097
0.160804 -1.18251
0.16168 -1.18144
0.158051 -1.18415
0.155789 -1.18512
0.156666 -1.18783
0.156729 -1.18939
0.162113 -1.19152
0.152873 -1.19278
0.164071 -1.19404
0.161518 -1.19385
0.160941 -1.19394
0.167197 -1.1952
0.167988 -1.19472
0.171917 -1.1951
0.162387 -1.19462
0.182453 -1.19268
0.179754 -1.19394
0.18223 -1.19491
0.210291 -1.19354
0.193492 -1.18899
0.208761 -1.18851
0.208766 -1.18832
0.21508 -1.18579
0.222063 -1.18385
0.222067 -1.18337
0.226929 -1.18085
0.240743 -1.18036
0.249761 -1.17668
0.261454 -1.17735
0.268728 -1.1664
0.290247 -1.15981
0.315605 -1.15031
0.333345 -1.13819
0.354574 -1.12811
0.379291 -1.1192
0.398399 -1.11028
0.421517 -1.09787
0.438966 -1.09127
0.464556 -1.08236
0.485699 -1.07664
0.510998 -1.07441
0.521615 -1.06927
0.538337 -1.06036
0.548867 -1.05958
0.563554 -1.05269
0.575189 -1.04348
0.585369 -1.04008
0.591625 -1.03174
0.604567 -1.02342
0.607684 -1.01304
0.624116 -0.99976
0.632697 -0.985024
0.659886 -0.96651
0.65175 -0.953228
0.658878 -0.943145
0.672983 -0.924921
0.683514 -0.913965
0.696166 -0.900693
0.699514 -0.893517
0.708677 -0.888376
0.726707 -0.887306
0.720025 -0.885073
0.734421 -0.884874
0.729629 -0.887002
0.738646 -0.889711
0.738651 -0.890967
0.735312 -0.888734
0.734299 -0.887082
0.727471 -0.885721
0.728929 -0.880289
0.722392 -0.876893
