angle_1,velocity_1 angle_2,velocity_2
0.000900963,0,-3.7037e-08,0
0.000900963,0,-3.7037e-08,0
0.000900963,0,-3.7037e-08,0
0.000900963,0,-3.7037e-08,0
0.000900963,0,-3.7037e-08,0
0.000871889,0,-3.7037e-08,0
0.000871889,0,-3.7037e-08,0
0.000871889,0,-3.7037e-08,0
0.000871889,0,-3.7037e-08,0
0.000871889,-0.0232593,-3.7037e-08,0
0.000813741,0,-3.7037e-08,0
0.000813741,0,-3.7037e-08,0
0.000784667,0,-3.7037e-08,0
0.000755593,0,-3.7037e-08,0
0.000755593,0,-3.7037e-08,0
0.000755593,0,-3.7037e-08,0
0.000755593,-0.0232593,-3.7037e-08,0
0.000726519,0,-3.7037e-08,0
0.000726519,0,-3.7037e-08,0
0.000726519,0,-3.7037e-08,0
0.000697444,0,-3.7037e-08,0
0.000697444,0,-3.7037e-08,0
0.00066837,0,-3.7037e-08,0
0.00066837,0,-3.7037e-08,0
0.000639296,0,-3.7037e-08,0
0.000639296,0,-3.7037e-08,0
0.000639296,0,-3.7037e-08,0
0.000639296,-0.0377963,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000610222,0,-3.7037e-08,0
0.000581148,0,-3.7037e-08,0
0.000581148,0,-3.7037e-08,0
0.000581148,0,-3.7037e-08,0
0.000581148,0,-3.7037e-08,0
0.000581148,0,-3.7037e-08,0
0.000581148,-0.0465185,-3.7037e-08,0
0.000552074,0,-3.7037e-08,0
0.000552074,0,-3.7037e-08,0
0.000552074,0,-3.7037e-08,0
0.000552074,0,-3.7037e-08,0
0.000552074,0,-3.7037e-08,0
0.000552074,0,-3.7037e-08,0
0.000523,-0.0465185,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000493926,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
0.000464852,0,-3.7037e-08,0
