angle_1 angle_2
-0.624308 1.66048
-0.624192 1.66033
-0.624075 1.66019
-0.623959 1.66001
-0.623843 1.65987
-0.623755 1.65975
-0.623581 1.65952
-0.623465 1.65935
-0.623378 1.65923
-0.623261 1.65905
-0.623145 1.65888
-0.623 1.65868
-0.622883 1.6585
-0.622738 1.65827
-0.622622 1.6581
-0.622476 1.65783
-0.622302 1.6576
-0.622156 1.65737
-0.622011 1.65711
-0.621837 1.65682
-0.621691 1.65658
-0.621517 1.65629
-0.621342 1.656
-0.621139 1.65562
-0.620935 1.6553
-0.62079 1.65501
-0.620586 1.65469
-0.620412 1.6544
-0.620267 1.65411
-0.620063 1.65376
-0.619889 1.65341
-0.619714 1.65307
-0.619511 1.65269
-0.619336 1.65234
-0.619133 1.65193
-0.6189 1.65147
-0.618697 1.65103
-0.618464 1.65056
-0.618231 1.65004
-0.61797 1.64952
-0.617737 1.64899
-0.617505 1.64847
-0.617272 1.64795
-0.617039 1.64742
-0.616778 1.64684
-0.616516 1.64623
-0.616196 1.64554
-0.615964 1.64498
-0.615673 1.64434
-0.615411 1.6437
-0.61512 1.64298
-0.61483 1.64225
-0.614539 1.64152
-0.61419 1.64062
-0.61387 1.63981
-0.61355 1.63891
-0.613231 1.63803
-0.612911 1.6371
-0.612591 1.63614
-0.612242 1.6351
-0.611835 1.63379
-0.611399 1.63254
-0.610963 1.63123
-0.610585 1.63001
-0.610149 1.62873
-0.609684 1.62742
-0.609218 1.62614
-0.608724 1.62492
-0.60823 1.62379
-0.607765 1.62265
-0.607212 1.62149
-0.606718 1.62039
-0.606195 1.6194
-0.6057 1.61838
-0.605177 1.6173
-0.604654 1.61629
-0.60413 1.61524
-0.603549 1.61425
-0.603055 1.61335
-0.602473 1.61236
-0.601979 1.61152
-0.601368 1.6105
-0.600874 1.60969
-0.600351 1.60887
-0.599857 1.60812
-0.599391 1.60742
-0.598926 1.60675
-0.598432 1.60608
-0.59788 1.60538
-0.597385 1.60483
-0.596746 1.60416
-0.596135 1.60355
-0.595554 1.603
-0.595001 1.60251
-0.594478 1.60204
-0.593867 1.60152
-0.593373 1.60114
-0.59285 1.6007
-0.592326 1.60032
-0.591832 1.59995
-0.591396 1.59966
-0.590931 1.59939
-0.590553 1.59919
-0.590146 1.59905
-0.589652 1.59887
-0.589215 1.59873
-0.588838 1.59864
-0.588343 1.59855
-0.587994 1.59849
-0.587616 1.59849
-0.587268 1.59846
-0.58689 1.59846
-0.586424 1.59838
-0.586046 1.59841
-0.585552 1.59835
-0.585174 1.59835
-0.584767 1.59829
-0.584389 1.59826
-0.583982 1.59823
-0.583604 1.59817
-0.583226 1.59803
-0.582965 1.59797
-0.582645 1.59782
-0.582412 1.5978
-0.582121 1.59768
-0.581802 1.59753
-0.581511 1.59739
-0.58122 1.59727
-0.580988 1.59713
-0.580726 1.59701
-0.580493 1.59687
-0.580232 1.59669
-0.579999 1.59657
-0.579766 1.5964
-0.579534 1.59623
-0.579301 1.59602
-0.579098 1.59582
-0.578923 1.59564
-0.57872 1.59544
-0.578516 1.59524
-0.578313 1.59503
-0.578138 1.59486
-0.577964 1.59468
-0.577789 1.59451
-0.577615 1.59434
-0.57747 1.59419
-0.577324 1.59402
-0.577179 1.59381
-0.577033 1.59367
-0.576917 1.59352
-0.576772 1.59332
-0.576655 1.59317
-0.57651 1.59297
-0.576423 1.59285
-0.576307 1.59268
-0.57619 1.5925
-0.576132 1.59239
-0.576016 1.59221
-0.575929 1.59204
-0.57587 1.59195
-0.575783 1.59181
-0.575667 1.5916
-0.575609 1.59149
-0.575551 1.59137
-0.575463 1.59125
-0.575405 1.59117
-0.575347 1.59108
-0.575318 1.59102
-0.575289 1.59093
-0.575231 1.59088
-0.575202 1.59082
-0.575173 1.59079
-0.575144 1.59073
-0.575085 1.59064
-0.575056 1.59061
-0.574998 1.59053
-0.574969 1.59047
-0.57494 1.59041
-0.574911 1.59035
-0.574882 1.59029
-0.574853 1.59024
-0.574824 1.59012
-0.574766 1.59003
-0.574766 1.58995
-0.574737 1.58986
-0.574708 1.58977
-0.574649 1.58965
-0.57462 1.58954
-0.574591 1.58942
-0.574533 1.58928
-0.574504 1.58913
-0.574417 1.58893
-0.574359 1.58878
-0.5743 1.58858
-0.574242 1.58838
-0.574184 1.58814
-0.574097 1.58791
-0.57401 1.58765
-0.573923 1.58739
-0.573835 1.58715
-0.573719 1.58686
-0.573632 1.58657
-0.573515 1.58628
-0.573399 1.58599
-0.573254 1.58564
-0.573108 1.58532
-0.572992 1.58497
-0.572818 1.5846
-0.572672 1.58425
-0.572498 1.58384
-0.572294 1.5834
-0.572091 1.583
-0.571916 1.58262
-0.571742 1.58221
-0.571509 1.58175
-0.571277 1.58128
-0.571102 1.58087
-0.570812 1.58032
-0.570579 1.57986
-0.570317 1.5793
-0.570056 1.57881
-0.569823 1.57832
-0.569503 1.57771
-0.569213 1.57718
-0.568922 1.57657
-0.568602 1.57599
-0.568311 1.57544
-0.56802 1.57489
-0.56773 1.57433
-0.56741 1.57372
-0.567032 1.57305
-0.566625 1.57233
-0.566247 1.57169
-0.565898 1.57111
-0.56552 1.57049
-0.565171 1.56991
-0.564793 1.56927
-0.564386 1.56861
-0.563921 1.56788
-0.563543 1.56724
-0.563107 1.56657
-0.562758 1.56602
-0.562351 1.56535
-0.561944 1.56465
-0.561479 1.56392
-0.561014 1.5632
-0.560519 1.56244
-0.560112 1.5618
-0.559647 1.5611
-0.559153 1.56038
-0.558717 1.55974
-0.558193 1.55904
-0.557699 1.55834
-0.557118 1.55762
-0.556623 1.55698
-0.556187 1.55642
-0.555577 1.55567
-0.555112 1.55511
-0.554646 1.55456
-0.554181 1.55401
-0.553658 1.5534
-0.553105 1.55279
-0.552553 1.55215
-0.551943 1.55148
-0.55139 1.55084
-0.55078 1.55017
-0.550111 1.54947
-0.549471 1.54883
-0.54889 1.54822
-0.548279 1.54761
-0.54764 1.54697
-0.547058 1.54639
-0.546535 1.54587
-0.545982 1.54532
-0.545401 1.54476
-0.544907 1.54427
-0.544412 1.5438
-0.543918 1.54334
