torque_1 torque_2
-0.549089 -1.06974
-0.549439 -1.06254
-0.549439 -1.05534
-0.549789 -1.04784
-0.550139 -1.04587
-0.544674 -1.03605
-0.549821 -1.02565
-0.550171 -1.01816
-0.549504 -1.01153
-0.548836 -1.00491
-0.548169 -0.994215
-0.545175 -0.985852
-0.521394 -0.975154
-0.518691 -0.972897
-0.528781 -0.960754
-0.510814 -0.954999
-0.517415 -0.951869
-0.517184 -0.939426
-0.505177 -0.935715
-0.501457 -0.927643
-0.48727 -0.925086
-0.500848 -0.916141
-0.484335 -0.910386
-0.47858 -0.901732
-0.469335 -0.895686
-0.465034 -0.891102
-0.454771 -0.883902
-0.437677 -0.878728
-0.43541 -0.871528
-0.419334 -0.867226
-0.427388 -0.856828
-0.408172 -0.850782
-0.404743 -0.841837
-0.392155 -0.832884
-0.381893 -0.82801
-0.37512 -0.819937
-0.361514 -0.812437
-0.360556 -0.80611
-0.355236 -0.800354
-0.348463 -0.792282
-0.334045 -0.785654
-0.326254 -0.778454
-0.317882 -0.771826
-0.293228 -0.766952
-0.275843 -0.761497
-0.265435 -0.753997
-0.246074 -0.749123
-0.226654 -0.741623
-0.209705 -0.735295
-0.18476 -0.729249
-0.165485 -0.722921
-0.148886 -0.713676
-0.120889 -0.709674
-0.114988 -0.702174
-0.0872817 -0.694974
-0.0723678 -0.689219
-0.0483548 -0.681437
-0.0286437 -0.675982
-0.0205622 -0.67168
-0.00564833 -0.663608
0.00644426 -0.658724
0.0341507 -0.651815
0.0455757 -0.646641
0.0566507 -0.643511
0.07991 -0.636011
0.0868285 -0.627939
0.101742 -0.620439
0.11433 -0.614984
0.127209 -0.604867
0.141105 -0.596213
0.141191 -0.587841
0.155379 -0.577152
0.168607 -0.570524
0.172182 -0.560999
0.193347 -0.552626
0.200411 -0.545717
0.201951 -0.536473
0.227622 -0.531889
0.234977 -0.52468
0.242331 -0.518352
0.240382 -0.512015
0.240904 -0.505978
0.249713 -0.500223
0.2482 -0.493886
0.252502 -0.488721
0.262764 -0.481802
0.261541 -0.479836
0.261482 -0.476697
0.263749 -0.47473
0.251188 -0.470719
0.254908 -0.467008
0.2611 -0.462124
0.261331 -0.458413
0.253713 -0.452658
0.235773 -0.44633
0.235423 -0.43883
0.235073 -0.43163
0.234723 -0.42413
0.234373 -0.41663
0.234023 -0.40943
0.233673 -0.40193
0.233323 -0.39473
0.231955 -0.386358
0.221284 -0.379158
0.213084 -0.369913
0.201395 -0.360969
0.19866 -0.351724
0.210376 -0.34278
0.188366 -0.332663
0.190487 -0.324291
0.212524 -0.316219
0.18906 -0.307847
0.202956 -0.298902
0.182981 -0.29053
0.186061 -0.282458
0.184693 -0.268561
0.201933 -0.265713
0.188936 -0.257641
0.200216 -0.250141
0.176752 -0.242069
0.198148 -0.234569
0.197798 -0.227369
0.197448 -0.219869
0.197098 -0.212369
0.196748 -0.201389
0.196048 -0.198541
0.195698 -0.191341
0.195348 -0.183841
0.194998 -0.176641
0.194298 -0.169141
0.193948 -0.161641
0.193598 -0.154441
0.193248 -0.146941
0.192548 -0.139741
0.192198 -0.132241
0.191848 -0.12416
0.191498 -0.117541
0.190798 -0.110041
0.190448 -0.102841
0.190098 -0.0953411
0.189398 -0.0878411
0.189048 -0.0754078
0.188698 -0.0740133
0.187998 -0.0668133
0.187648 -0.0601856
0.187298 -0.0526856
0.186598 -0.0454856
0.186248 -0.0379856
0.185898 -0.0307856
0.185198 -0.0232856
0.184848 -0.0157856
0.184498 -0.00945778
0.183798 -0.000504074
0.183448 0.00467
0.183098 0.01187
0.182748 0.01937
0.182398 0.02657
0.182048 0.03407
0.181698 0.04157
0.181698 0.04877
0.181348 0.05627
0.180998 0.06377
0.180648 0.07097
0.180648 0.07847
0.180298 0.08597
0.179948 0.09317
0.179598 0.10067
0.179598 0.10817
0.179248 0.11537
0.178898 0.12287
0.178548 0.13037
0.178198 0.13757
0.178198 0.14507
0.177848 0.15257
0.177498 0.15977
0.177148 0.16727
0.176798 0.17477
0.176448 0.18197
0.176098 0.18947
0.176098 0.19697
0.175748 0.20447
0.175398 0.21167
0.175048 0.21917
0.174698 0.22667
0.174348 0.23387
0.173998 0.24137
0.173648 0.24887
0.173298 0.25607
0.173298 0.26357
0.172948 0.270198
0.172598 0.277398
0.172248 0.284898
0.171898 0.292398
0.171548 0.299898
0.171198 0.307098
0.170848 0.314598
0.170498 0.321226
0.170148 0.328426
0.169798 0.335926
0.169448 0.342553
0.169098 0.350053
0.168748 0.358707
0.168398 0.363009
0.168048 0.373416
0.167698 0.376837
0.167348 0.383464
0.166998 0.392418
0.166648 0.403116
0.166298 0.409444
0.165948 0.409676
0.165598 0.416303
0.165248 0.423803
0.164898 0.430131
0.164548 0.442283
0.164198 0.448039
0.163848 0.451468
0.163148 0.460994
0.162798 0.46675
0.162448 0.475703
0.162098 0.478251
0.161748 0.482263
0.161398 0.489181
0.161048 0.499589
0.160698 0.503009
0.160348 0.510509
0.159648 0.517718
0.159298 0.524637
0.158948 0.532137
0.158598 0.539046
0.158248 0.545092
0.157898 0.552592
0.157548 0.564744
0.156848 0.567001
0.156498 0.572176
0.156148 0.578803
0.155798 0.585431
0.155448 0.590887
0.154748 0.603039
0.154398 0.607922
0.154048 0.609898
0.153698 0.622631
0.153348 0.622563
0.152648 0.630644
0.152298 0.638144
0.151948 0.6439
0.151598 0.647611
0.150898 0.648424
0.150548 0.653307
0.150198 0.66197
0.149498 0.664527
0.149148 0.667366
0.148798 0.675448
0.148448 0.681203
0.147748 0.685214
0.147398 0.69097
0.14603 0.696426
0.14533 0.699564
0.14498 0.702122
0.143613 0.707877
0.142913 0.715087
0.141545 0.716472
0.119099 0.720483
0.140495 0.725366
0.139128 0.736937
0.138778 0.736877
0.13741 0.744377
0.131245 0.752159
0.135692 0.753844
0.134325 0.76367
0.133975 0.7671
0.132607 0.775472
0.112632 0.782681
0.13089 0.782613
0.129522 0.792439
0.128154 0.799066
0.126787 0.805694
0.125419 0.809996
0.124052 0.820403
0.122684 0.825577
0.121984 0.826381
0.111313 0.839405
0.118231 0.841381
0.117881 0.853242
0.116514 0.854637
0.103516 0.865916
0.114796 0.868474
0.113429 0.873648
0.113079 0.882011
0.0896146 0.889511
0.088247 0.899337
0.0903683 0.901894
0.107258 0.910848
0.106908 0.914859
0.0869331 0.918289
0.104173 0.925498
0.102805 0.931826
0.0991119 0.938453
0.0779739 0.943337
0.0987026 0.945894
0.0980026 0.954848
0.096635 0.956533
0.0942498 0.967231
0.0928822 0.973859
0.0915146 0.979614
0.089797 0.984198
0.0884294 0.986755
0.0860443 0.994255
0.0856943 0.997976
0.0822915 1.00286
0.0654554 1.00949
0.0781887 1.01524
0.0537072 1.01925
0.0628063 1.02414
0.0496044 1.03076
0.0507081 1.0339
0.0458517 1.0414
0.0655628 1.04599
0.0407313 1.05087
0.06146 1.05575
0.0359609 1.06325
0.0335757 1.06726
0.0318581 1.07476
0.0515693 1.0779
0.0375544 1.08279
0.0348193 1.08941
0.0279276 1.0943
0.0220535 1.09976
0.0369081 1.10639
0.032197 1.11302
0.00422667 1.11703
0.0225702 1.11697
0.0216387 1.12388
-0.00153444 1.12789
-0.00630481 1.13103
-0.0130511 1.13504
-0.0154363 1.13905
-0.0168631 1.14568
-0.016777 1.14969
-0.0201798 1.15545
-0.0264039 1.15858
-0.0100363 1.16434
-0.046352 1.17068
-0.042777 1.17469
-0.0393474 1.18044
-0.0313252 1.18446
-0.0533354 1.18847
-0.0560706 1.18986
-0.0431919 1.19387
-0.05494 1.19876
-0.0666289 1.20073
-0.0668928 1.20474
-0.0609919 1.20614
-0.0678835 1.20928
-0.08094 1.213
-0.0808539 1.21294
-0.0822807 1.21578
-0.0821946 1.21631
-0.0962687 1.21945
-0.0996715 1.21997
-0.103424 1.22049
-0.0882196 1.21985
-0.107091 1.22183
-0.0977011 1.21973
-0.102471 1.21676
-0.127012 1.21438
-0.126926 1.20967
-0.131696 1.20583
-0.129284 1.20025
-0.143359 1.20048
-0.140801 1.19577
-0.134233 1.19106
-0.147957 1.18634
-0.156216 1.18251
-0.150665 1.17663
-0.150579 1.17308
-0.155349 1.16488
-0.168056 1.14593
-0.167011 1.13714
-0.167275 1.12429
-0.175184 1.11144
-0.188241 1.09219
-0.18234 1.07353
-0.203392 1.05311
-0.197696 1.03968
-0.208076 1.02189
-0.20834 0.99915
-0.21311 0.9831
-0.22102 0.965305
-0.203694 0.948383
-0.213261 0.927681
-0.220153 0.912503
-0.226377 0.900233
-0.225623 0.8868
-0.209401 0.871922
-0.209751 0.860233
-0.211119 0.845927
-0.211469 0.832203
-0.212169 0.811792
-0.212519 0.789637
-0.212869 0.77475
-0.212201 0.756374
-0.20819 0.73102
-0.193712 0.704503
-0.200313 0.677114
-0.187289 0.654387
-0.185604 0.631359
-0.189734 0.603389
-0.182584 0.584722
-0.198052 0.562857
-0.187063 0.539539
-0.196717 0.522035
-0.197067 0.50802
-0.197417 0.493724
-0.198117 0.48407
-0.198467 0.476451
-0.198817 0.473485
-0.199167 0.469064
-0.199517 0.467261
-0.199867 0.465166
-0.200567 0.466561
-0.200917 0.465929
-0.201267 0.466451
-0.201617 0.466392
-0.202317 0.470403
-0.182024 0.471798
-0.200982 0.473192
-0.1772 0.476331
-0.196594 0.474246
-0.167347 0.480874
-0.163627 0.482559
-0.166739 0.487442
-0.184157 0.492326
-0.18 0.498953
-0.18413 0.505581
-0.158313 0.509892
-0.162938 0.515648
-0.161253 0.521403
-0.174686 0.527159
-0.160704 0.532042
-0.147244 0.539542
-0.169981 0.545016
-0.163848 0.552226
-0.152859 0.557981
-0.16731 0.564609
-0.166993 0.571237
-0.166325 0.578164
-0.165658 0.584792
-0.166358 0.592292
-0.156386 0.59892
-0.16604 0.60642
-0.16674 0.61392
-0.16709 0.62172
-0.16779 0.62922
-0.16814 0.63672
-0.16849 0.64422
-0.16919 0.65172
-0.16954 0.65952
-0.17024 0.66702
-0.17059 0.67452
-0.17094 0.68202
-0.17164 0.68952
-0.17199 0.69732
-0.17269 0.70482
-0.17304 0.71232
-0.17374 0.71982
-0.17409 0.72762
-0.17479 0.73512
-0.17514 0.74262
-0.17584 0.75012
-0.17619 0.75762
-0.17689 0.76542
-0.17724 0.77292
-0.17794 0.78042
-0.17829 0.78792
-0.17899 0.79572
-0.17934 0.80322
-0.18004 0.81072
-0.18039 0.817348
-0.18109 0.826601
-0.18144 0.832648
-0.18214 0.843055
-0.18249 0.848811
-0.18319 0.851959
-0.18389 0.864111
-0.18424 0.868122
-0.18494 0.877948
-0.18529 0.878479
-0.18599 0.889177
-0.18634 0.890281
-0.188058 0.899816
-0.188758 0.902964
-0.189108 0.910174
-0.189808 0.921744
-0.190508 0.92372
-0.190858 0.93152
-0.191558 0.93902
-0.191908 0.94652
-0.192608 0.95432
-0.193308 0.967053
-0.193658 0.968448
-0.194358 0.975948
-0.195058 0.983748
-0.195408 0.991248
-0.196108 0.998748
-0.196808 1.00655
-0.197158 1.01376
-0.197858 1.0198
-0.198558 1.0273
-0.199258 1.03888
-0.199608 1.03911
-0.200308 1.044
-0.201008 1.05616
-0.201358 1.05494
-0.202058 1.0636
-0.202758 1.07285
-0.203458 1.07686
-0.203808 1.08175
-0.204508 1.08461
-0.205208 1.08862
-0.205908 1.09437
-0.206258 1.09926
-0.206958 1.10589
-0.207658 1.11107
-0.208358 1.11421
-0.209058 1.11968
-0.209408 1.12543
-0.229733 1.13439
-0.211825 1.1387
-0.212525 1.143
-0.213225 1.15196
-0.213575 1.15946
-0.213925 1.16435
-0.214275 1.16721
-0.214625 1.17354
-0.214975 1.1793
-0.215325 1.18361
-0.215675 1.18529
-0.216025 1.19368
-0.216375 1.19507
-0.216725 1.19851
-0.217075 1.20339
-0.217425 1.20828
-0.217775 1.21084
-0.218125 1.21224
-0.218475 1.21655
-0.218825 1.22027
-0.219175 1.22253
-0.219525 1.22307
-0.219875 1.22533
-0.220225 1.22586
-0.220575 1.22551
-0.237061 1.22576
-0.222293 1.22337
-0.222643 1.22303
-0.248433 1.22123
-0.22436 1.21971
-0.22471 1.21617
-0.226078 1.21321
-0.226428 1.20938
-0.226778 1.20641
-0.246753 1.20345
-0.228496 1.20107
-0.228846 1.19404
-0.231581 1.19253
-0.231931 1.18376
-0.232281 1.17207
-0.235974 1.16388
-0.233998 1.15742
-0.234348 1.14865
-0.234698 1.13928
-0.236066 1.12934
-0.236416 1.12115
-0.238134 1.10859
-0.238484 1.09575
-0.238834 1.07941
-0.240201 1.06424
-0.240551 1.04528
-0.240901 1.02866
-0.241601 1.00999
-0.265065 0.992496
-0.243319 0.973248
-0.243669 0.956916
-0.245036 0.937668
-0.270159 0.91872
-0.246086 0.90267
-0.246436 0.876744
-0.246786 0.852844
-0.247486 0.832733
-0.247836 0.80797
-0.248186 0.794537
-0.248536 0.775589
-0.249236 0.757794
-0.249586 0.742335
-0.249936 0.725413
-0.250286 0.713733
-0.250986 0.696811
-0.237671 0.676409
-0.247616 0.653381
-0.233634 0.627164
-0.234274 0.609079
-0.239567 0.594492
-0.225089 0.56565
-0.238872 0.546411
-0.239222 0.527172
-0.238555 0.496876
-0.223119 0.475892
-0.238587 0.453155
-0.239287 0.437696
-0.239637 0.422518
-0.239987 0.408803
-0.240687 0.400613
-0.241037 0.392994
-0.241387 0.392072
-0.243105 0.392013
-0.243455 0.393707
-0.244155 0.393648
-0.244505 0.39854
-0.244855 0.397327
-0.245555 0.401339
-0.245905 0.404196
-0.246605 0.415476
-0.246955 0.42095
-0.247305 0.423798
-0.24597 0.429853
-0.235998 0.436781
-0.224342 0.441664
-0.225128 0.446848
-0.214489 0.452603
-0.226614 0.457496
-0.236909 0.466459
-0.237259 0.473959
-0.227637 0.480887
-0.236273 0.487514
-0.235956 0.494442
-0.236306 0.498463
-0.223341 0.50887
-0.235321 0.51667
-0.236021 0.52447
-0.235353 0.531098
-0.236053 0.538898
-0.236403 0.546398
-0.237103 0.554198
-0.237453 0.561998
-0.238153 0.569498
-0.238853 0.577298
-0.239203 0.585098
-0.239903 0.592598
-0.240253 0.600398
-0.240953 0.608198
-0.241303 0.615407
-0.242003 0.622626
-0.242703 0.630426
-0.243053 0.637926
-0.243753 0.645726
-0.244453 0.652353
-0.244803 0.662479
-0.245503 0.667953
-0.245853 0.675453
-0.246553 0.683253
-0.247253 0.691053
-0.247603 0.698553
-0.248303 0.706353
-0.249003 0.714153
-0.249353 0.721081
-0.250053 0.734105
-0.250753 0.736381
-0.251103 0.744181
-0.251803 0.755461
-0.252503 0.757737
-0.252853 0.764664
-0.253553 0.776816
-0.254253 0.782872
-0.254953 0.7898
-0.255303 0.793811
-0.256003 0.796959
-0.256703 0.805922
-0.257403 0.808198
-0.257753 0.820931
-0.258453 0.82059
-0.260171 0.826646
-0.260871 0.836472
-0.261571 0.839911
-0.261921 0.84364
-0.262621 0.850568
-0.263321 0.85487
-0.264021 0.867031
-0.264721 0.867853
-0.265071 0.874481
-0.265771 0.882281
-0.266471 0.890081
-0.267171 0.897881
-0.267871 0.905381
-0.268571 0.913181
-0.269271 0.920981
-0.269621 0.928781
-0.270321 0.935409
-0.271021 0.943209
-0.271721 0.951009
-0.272421 0.963461
-0.273121 0.965437
-0.273821 0.977016
-0.274521 0.984816
-0.275221 0.990872
-0.275571 0.996337
-0.276271 1.00181
-0.276971 1.00612
-0.277671 1.01363
-0.278371 1.01532
-0.279071 1.0237
-0.279771 1.02656
-0.280471 1.03174
-0.281171 1.03925
-0.281871 1.04151
-0.282571 1.0435
-0.284288 1.05275
-0.284988 1.05619
-0.285688 1.05933
-0.286388 1.06364
-0.287088 1.06795
-0.287788 1.06732
-0.288488 1.07338
-0.289188 1.08233
-0.289888 1.0817
-0.290588 1.08921
-0.291288 1.09526
-0.291988 1.09463
-0.292688 1.10184
-0.293388 1.10703
-0.294088 1.11221
-0.294788 1.11797
-0.295488 1.11996
-0.296188 1.12427
-0.296888 1.12915
-0.297588 1.13259
-0.298638 1.13516
-0.299338 1.13947
-0.300038 1.14378
-0.300738 1.14548
-0.301438 1.15007
-0.302138 1.15205
-0.302838 1.15695
-0.303538 1.15864
-0.304238 1.16295
-0.305288 1.16465
-0.305988 1.16691
-0.306688 1.17035
-0.307388 1.17117
-0.308088 1.17287
-0.308788 1.17514
-0.309838 1.17538
-0.310538 1.17679
-0.311238 1.17731
-0.311938 1.17901
-0.312638 1.17663
-0.313338 1.18065
-0.314388 1.17973
-0.315088 1.18288
-0.315788 1.18108
-0.316488 1.17929
-0.317188 1.17806
-0.318238 1.17772
-0.318938 1.17593
-0.319638 1.17239
-0.320338 1.17234
-0.321388 1.17026
-0.322088 1.16584
-0.322788 1.16114
-0.323488 1.1576
-0.324538 1.14796
-0.325238 1.14296
-0.325938 1.13389
-0.326988 1.1228
-0.327688 1.11461
-0.328388 1.10903
-0.329088 1.10113
-0.330138 1.09149
-0.330838 1.08417
-0.331538 1.07423
-0.355702 1.06023
-0.334306 1.04244
-0.335006 1.03134
-0.336056 1.01094
-0.336756 0.991694
-0.347777 0.977398
-0.339523 0.956124
-0.340223 0.930198
-0.340923 0.907761
-0.341973 0.890266
-0.343691 0.872772
-0.350556 0.855277
-0.345441 0.836911
-0.346141 0.817672
-0.347191 0.795526
-0.347891 0.787335
-0.348941 0.773911
-0.349641 0.754672
-0.350341 0.742992
-0.351391 0.728405
-0.352091 0.718761
-0.353141 0.707372
-0.353841 0.695111
-0.353873 0.682559
-0.335966 0.671751
-0.354256 0.65542
-0.340187 0.646939
-0.335363 0.630316
-0.342373 0.614566
-0.338567 0.600561
-0.353718 0.581322
-0.352383 0.567026
-0.353433 0.554474
-0.331019 0.531455
-0.354165 0.514542
-0.354865 0.502281
-0.355915 0.48595
-0.356615 0.473107
-0.357665 0.460555
-0.358365 0.452074
-0.359065 0.445337
-0.359415 0.437727
-0.360115 0.433607
-0.360815 0.430359
-0.361165 0.425076
-0.361865 0.419211
-0.362565 0.417416
-0.362915 0.415913
-0.363615 0.417035
-0.364315 0.418148
-0.365015 0.422459
-0.365365 0.424444
-0.366065 0.429627
-0.359933 0.432776
-0.345805 0.438831
-0.339613 0.444887
-0.334934 0.451242
-0.334908 0.456426
-0.356686 0.465098
-0.337411 0.472898
-0.355701 0.479826
-0.345062 0.483846
-0.335441 0.493681
-0.353731 0.500909
-0.353063 0.508709
-0.343442 0.515637
-0.352428 0.522564
-0.353128 0.530364
-0.353828 0.538164
-0.347346 0.545392
-0.35386 0.553192
-0.35456 0.560992
-0.35526 0.568792
-0.35596 0.576592
-0.35666 0.584392
-0.35701 0.592492
-0.35771 0.600292
-0.35841 0.60722
-0.35911 0.61502
-0.35981 0.62282
-0.36051 0.63062
-0.36121 0.63872
-0.36191 0.646229
-0.36261 0.653448
-0.36331 0.661248
-0.36366 0.669048
-0.36436 0.677148
-0.36506 0.684948
-0.36576 0.692748
-0.36646 0.700548
-0.36716 0.708648
-0.36786 0.716448
-0.36856 0.724248
-0.36926 0.732048
-0.36996 0.738976
-0.369643 0.746203
-0.370343 0.754003
-0.371043 0.761803
-0.371743 0.768731
-0.372443 0.775959
-0.373143 0.783759
-0.373843 0.790687
-0.374543 0.800522
-0.375243 0.804842
-0.375943 0.81177
-0.376643 0.81957
-0.377343 0.825626
-0.378043 0.832853
-0.378743 0.844433
-0.379443 0.852233
-0.380143 0.85509
-0.380843 0.865516
-0.381543 0.86692
-0.382243 0.872976
-0.382943 0.880776
-0.383993 0.888003
-0.384693 0.895513
