angle_1,angle_1_t,d_angle_1_t,angle_2,angle_2_t,d_angle_2_t
-0.43902,-0.439425,0,1.75433,1.75471,0
-0.43935,-0.439425,0,1.7545,1.75471,0
-0.43968,-0.439425,0,1.75467,1.75471,0
-0.44001,-0.439425,0,1.75484,1.75471,0
-0.44034,-0.439425,0,1.75501,1.75471,0
-0.44067,-0.439425,0,1.75518,1.75471,0
-0.441,-0.439425,0,1.75535,1.75471,0
-0.44133,-0.439425,0,1.75552,1.75471,0
-0.44166,-0.439425,0,1.75569,1.75471,0
-0.442,-0.439454,0,1.75586,1.75474,0
-0.44233,-0.439454,0,1.75603,1.75474,0
-0.44266,-0.439454,0,1.7562,1.75474,0
-0.44299,-0.439454,0,1.75637,1.75474,0
-0.44332,-0.439454,0,1.75653,1.75474,0
-0.44365,-0.439454,0,1.7567,1.75474,0
-0.44398,-0.439454,0,1.75687,1.75474,0
-0.44431,-0.439454,0,1.75704,1.75474,0
-0.44464,-0.439484,0,1.75721,1.75477,0
-0.44497,-0.439484,0,1.75738,1.75477,0
-0.4453,-0.439484,0,1.75754,1.75477,0
-0.44563,-0.439484,0,1.75771,1.75477,0
-0.44597,-0.439484,0,1.75788,1.75477,0
-0.4463,-0.439484,0,1.75805,1.75477,0
-0.44663,-0.439513,0,1.75821,1.75479,0
-0.44696,-0.439513,0,1.75838,1.75479,0
-0.44729,-0.439513,0,1.75855,1.75479,0
-0.44762,-0.439513,0,1.75872,1.75479,0
-0.44795,-0.439513,0,1.75888,1.75479,0
-0.44828,-0.439513,0,1.75905,1.75479,0
-0.44861,-0.439513,0,1.75922,1.75479,0
-0.44894,-0.439513,-0.000290741,1.75938,1.75479,-1.4537e-05
-0.44927,-0.439571,-0.000276204,1.75955,1.75485,-2.76204e-05
-0.4496,-0.439571,-0.000262394,1.75972,1.75485,-3.9359e-05
-0.44993,-0.439571,-0.000249274,1.75988,1.75485,-4.98548e-05
-0.45027,-0.439571,-0.00023681,1.76005,1.75485,-5.92025e-05
-0.4506,-0.439571,-0.00022497,1.76021,1.75485,-6.74909e-05
-0.45093,-0.439571,-0.000213721,1.76038,1.75485,-7.48024e-05
-0.45126,-0.439571,-0.000203035,1.76055,1.75485,-8.1214e-05
-0.45159,-0.4396,-0.000192883,1.76071,1.75488,-8.67975e-05
-0.45192,-0.4396,-0.000183239,1.76088,1.75488,-9.16196e-05
-0.45225,-0.4396,-0.000174077,1.76104,1.75488,-9.57425e-05
-0.45258,-0.4396,-0.000892225,1.76121,1.75488,-0.000135567
-0.45291,-0.439629,-0.000847614,1.76137,1.75491,-0.000171169
-0.45324,-0.439629,-0.000805233,1.76154,1.75491,-0.000202872
-0.45357,-0.439629,-0.00105571,1.7617,1.75491,-0.000245514
-0.4539,-0.439658,-0.00100293,1.76187,1.75494,-0.000283385
-0.45423,-0.439658,-0.00095278,1.76203,1.75494,-0.000316855
-0.45457,-0.439687,-0.000905141,1.7622,1.75497,-0.000346269
-0.4549,-0.439687,-0.000859884,1.76236,1.75497,-0.00037195
-0.45523,-0.439687,-0.00154374,1.76252,1.75497,-0.000430539
-0.45556,-0.439716,-0.00146655,1.76269,1.755,-0.00048234
-0.45589,-0.439745,-0.00139323,1.76285,1.75503,-0.000527884
-0.45622,-0.439745,-0.00248653,1.76301,1.75503,-0.000625817
-0.45655,-0.439774,-0.00468813,1.76318,1.75506,-0.000828932
-0.45688,-0.439803,-0.00590743,1.76334,1.75509,-0.00108286
-0.45721,-0.439832,-0.00837409,1.76351,1.75511,-0.00144742
-0.45754,-0.439891,-0.00911835,1.76367,1.75517,-0.00183097
-0.45787,-0.43992,-0.0114245,1.76383,1.7552,-0.00231064
-0.4582,-0.439949,-0.0127431,1.76399,1.75523,-0.00283226
-0.45853,-0.439978,-0.0148679,1.76416,1.75526,-0.00343405
-0.45887,-0.440007,-0.0160144,1.76432,1.75529,-0.00406306
-0.4592,-0.440065,-0.0152136,1.76448,1.75535,-0.00462059
-0.45953,-0.440094,-0.0175057,1.76464,1.75538,-0.00526485
-0.45986,-0.440152,-0.0166305,1.76481,1.75543,-0.00583313
-0.46019,-0.44021,-0.0157989,1.76497,1.75549,-0.00633142
-0.46052,-0.440269,-0.0152997,1.76513,1.75555,-0.00677983
-0.46085,-0.440298,-0.0148255,1.76529,1.75558,-0.00718212
-0.46118,-0.440356,-0.0152472,1.76545,1.75564,-0.00758537
-0.46151,-0.440414,-0.0144848,1.76562,1.7557,-0.00793034
-0.46184,-0.440501,-0.0137606,1.76578,1.75578,-0.00822185
-0.46217,-0.440559,-0.0142355,1.76594,1.75584,-0.00852253
-0.4625,-0.440617,-0.0142506,1.7661,1.7559,-0.00880894
-0.46283,-0.440676,-0.015864,1.76626,1.75596,-0.00916169
-0.46316,-0.440763,-0.0178328,1.76642,1.75605,-0.00959525
-0.46349,-0.440821,-0.0197032,1.76658,1.7561,-0.0101006
-0.46383,-0.440908,-0.019881,1.76674,1.75619,-0.0105897
-0.46416,-0.440966,-0.021649,1.7669,1.75625,-0.0111426
-0.46449,-0.441054,-0.0217295,1.76706,1.75634,-0.011672
-0.46482,-0.441141,-0.021806,1.76722,1.75642,-0.0121787
-0.46515,-0.441257,-0.0210064,1.76738,1.75654,-0.0126201
-0.46548,-0.441344,-0.0214098,1.76754,1.75663,-0.0130596
-0.46581,-0.441431,-0.0238282,1.7677,1.75671,-0.013598
-0.46614,-0.441548,-0.0261257,1.76786,1.75683,-0.0142244
-0.46647,-0.441664,-0.0275815,1.76802,1.75695,-0.0148922
-0.4668,-0.44178,-0.0280922,1.76818,1.75706,-0.0155522
-0.46713,-0.441897,-0.0285774,1.76834,1.75718,-0.0162035
-0.46746,-0.442042,-0.0290383,1.7685,1.75732,-0.0168452
-0.46779,-0.442158,-0.0306392,1.76866,1.75744,-0.0175349
-0.46812,-0.442304,-0.0309971,1.76882,1.75759,-0.018208
-0.46845,-0.44242,-0.0338083,1.76898,1.7577,-0.018988
-0.46879,-0.442565,-0.0348799,1.76914,1.75785,-0.0197826
-0.46912,-0.442711,-0.0370609,1.7693,1.75799,-0.0206466
-0.46945,-0.442885,-0.0391329,1.76946,1.75817,-0.0215709
-0.46978,-0.443031,-0.0418281,1.76961,1.75831,-0.0225837
-0.47011,-0.443205,-0.0443885,1.76977,1.75849,-0.023674
-0.47044,-0.44335,-0.0460941,1.76993,1.75863,-0.024795
-0.47077,-0.443525,-0.0488774,1.77009,1.75881,-0.0259991
-0.4711,-0.443699,-0.0494863,1.77025,1.75898,-0.0271735
-0.47143,-0.443845,-0.0516638,1.7704,1.75913,-0.028398
-0.47176,-0.444019,-0.0537325,1.77056,1.7593,-0.0296647
-0.47209,-0.444194,-0.0556977,1.77072,1.75948,-0.0309664
-0.47242,-0.444339,-0.0584369,1.77088,1.75962,-0.0323399
-0.47275,-0.444513,-0.0598762,1.77103,1.7598,-0.0337167
-0.47308,-0.444688,-0.0615342,1.77119,1.75997,-0.0351076
-0.47341,-0.444862,-0.0635455,1.77135,1.76014,-0.0365295
-0.47374,-0.445008,-0.06502,1.7715,1.76026,-0.037954
-0.47407,-0.445182,-0.0664209,1.77166,1.76044,-0.0393773
-0.47441,-0.445386,-0.0677517,1.77182,1.76064,-0.0407961
-0.47474,-0.445531,-0.0698882,1.77197,1.76078,-0.0422507
-0.47507,-0.445764,-0.0719179,1.77213,1.76102,-0.043734
-0.4754,-0.445938,-0.0734099,1.77228,1.76119,-0.0452178
-0.47573,-0.446112,-0.0756996,1.77244,1.76137,-0.0467419
-0.47606,-0.446316,-0.0770026,1.7726,1.76157,-0.0482549
-0.47639,-0.446519,-0.0775136,1.77275,1.76174,-0.0497179
-0.47672,-0.446694,-0.0782897,1.77291,1.76192,-0.0511465
-0.47705,-0.446868,-0.0794632,1.77306,1.76209,-0.0525623
-0.47738,-0.447072,-0.0798512,1.77322,1.7623,-0.0539267
-0.47771,-0.447217,-0.0809466,1.77337,1.76244,-0.0552777
-0.47804,-0.447392,-0.0815511,1.77353,1.76262,-0.0565914
-0.47837,-0.447566,-0.0813985,1.77368,1.76279,-0.0578318
-0.4787,-0.447741,-0.0828527,1.77384,1.76296,-0.0590828
-0.47903,-0.447915,-0.0814721,1.77399,1.76311,-0.0602023
-0.47936,-0.448089,-0.0824865,1.77415,1.76326,-0.0613165
-0.47969,-0.448264,-0.083014,1.7743,1.76343,-0.0624014
-0.48002,-0.448438,-0.0832244,1.77446,1.7636,-0.0634425
-0.48036,-0.448613,-0.0841511,1.77461,1.76378,-0.0644779
-0.48069,-0.448787,-0.0838686,1.77476,1.76395,-0.0654475
-0.48102,-0.448962,-0.084327,1.77492,1.76413,-0.0663915
-0.48135,-0.449136,-0.0847625,1.77507,1.7643,-0.06731
-0.48168,-0.449311,-0.0844494,1.77523,1.76448,-0.068167
-0.48201,-0.449485,-0.0841519,1.77538,1.76462,-0.0689662
-0.48234,-0.449659,-0.0838693,1.77553,1.7648,-0.0697114
-0.48267,-0.449834,-0.0851999,1.77569,1.76497,-0.0704858
-0.483,-0.449979,-0.085301,1.77584,1.76512,-0.0712266
-0.48333,-0.450154,-0.0865601,1.77599,1.76529,-0.0719932
-0.48366,-0.450328,-0.0857209,1.77614,1.76547,-0.0726796
-0.48399,-0.450474,-0.086959,1.7763,1.76561,-0.0733936
-0.48432,-0.450648,-0.0856638,1.77645,1.76578,-0.0740071
-0.48465,-0.450822,-0.0848695,1.7766,1.76596,-0.0745502
-0.48498,-0.450968,-0.0849871,1.77675,1.76608,-0.0750721
-0.48531,-0.451113,-0.0837906,1.77691,1.76622,-0.075508
-0.48564,-0.451259,-0.083526,1.77706,1.76637,-0.0759089
-0.48597,-0.451433,-0.0828386,1.77721,1.76654,-0.0762554
-0.4863,-0.451549,-0.0821856,1.77736,1.76666,-0.0765519
-0.48663,-0.451724,-0.0808383,1.77751,1.76683,-0.0767662
-0.48696,-0.45184,-0.0798492,1.77767,1.76695,-0.0769204
-0.48729,-0.451985,-0.0797817,1.77782,1.76709,-0.0770634
-0.48763,-0.452102,-0.0797176,1.77797,1.76721,-0.0771961
-0.48796,-0.452218,-0.0784938,1.77812,1.76733,-0.077261
-0.48829,-0.452363,-0.078058,1.77827,1.76747,-0.0773009
-0.48862,-0.45248,-0.0769171,1.77842,1.76759,-0.0772817
-0.48895,-0.452596,-0.0769963,1.77857,1.7677,-0.0772674
-0.48928,-0.452741,-0.0761992,1.77872,1.76785,-0.077214
-0.48961,-0.452858,-0.0763143,1.77887,1.76797,-0.077169
-0.48994,-0.452945,-0.0755513,1.77902,1.76802,-0.0770881
-0.49027,-0.45309,-0.0740997,1.77917,1.76817,-0.0769387
-0.4906,-0.453206,-0.0734475,1.77932,1.76829,-0.0767642
-0.49093,-0.453323,-0.0737001,1.77947,1.7684,-0.076611
-0.49126,-0.45341,-0.073504,1.77962,1.76849,-0.0764556
-0.49159,-0.453497,-0.0733177,1.77977,1.76858,-0.0762987
-0.49192,-0.453584,-0.0715416,1.77992,1.76866,-0.0760609
-0.49225,-0.453701,-0.0698544,1.78007,1.76878,-0.0757505
-0.49258,-0.453788,-0.0682515,1.78022,1.76887,-0.0753756
-0.49291,-0.453875,-0.0678917,1.78037,1.76895,-0.0750014
-0.49324,-0.453991,-0.0675499,1.78052,1.76907,-0.0746288
-0.49357,-0.454079,-0.0660622,1.78067,1.76916,-0.0742005
-0.4939,-0.454195,-0.0642128,1.78082,1.76927,-0.0737011
-0.49423,-0.454253,-0.0633281,1.78097,1.76933,-0.0731824
-0.49456,-0.45434,-0.0604524,1.78111,1.76942,-0.0725459
-0.49489,-0.454457,-0.0601918,1.78126,1.76954,-0.0719282
-0.49522,-0.454515,-0.059072,1.78141,1.76959,-0.0712854
-0.49555,-0.454631,-0.0591712,1.78156,1.76971,-0.0706797
-0.49588,-0.454689,-0.0589747,1.78171,1.76977,-0.0700945
-0.49621,-0.454776,-0.0563167,1.78185,1.76986,-0.0694056
-0.49654,-0.454835,-0.0562629,1.782,1.76991,-0.0687484
-0.49688,-0.454922,-0.0537405,1.78215,1.77,-0.067998
-0.49721,-0.45498,-0.0510535,1.7823,1.77006,-0.0671508
-0.49754,-0.455067,-0.0512628,1.78244,1.77015,-0.0663564
-0.49787,-0.455154,-0.0510256,1.78259,1.77023,-0.0655899
-0.4982,-0.455213,-0.0503642,1.78274,1.77029,-0.0648286
-0.49853,-0.4553,-0.0485728,1.78288,1.77038,-0.0640158
-0.49886,-0.455329,-0.0473071,1.78303,1.77041,-0.0631804
-0.49919,-0.455416,-0.0477038,1.78318,1.77049,-0.0624065
-0.49952,-0.455503,-0.0456094,1.78332,1.77058,-0.0615667
-0.49985,-0.455591,-0.0460909,1.78347,1.77067,-0.0607929
-0.50018,-0.455649,-0.0465484,1.78362,1.77073,-0.0600807
-0.50051,-0.455707,-0.0465469,1.78376,1.77079,-0.059404
-0.50084,-0.455794,-0.0456733,1.78391,1.77087,-0.0587174
-0.50117,-0.455852,-0.0461516,1.78406,1.77093,-0.0580892
-0.5015,-0.455939,-0.0468968,1.7842,1.77102,-0.0575295
-0.50183,-0.455998,-0.0468779,1.78435,1.77108,-0.056997
-0.50216,-0.456085,-0.0475868,1.78449,1.77116,-0.0565264
-0.50249,-0.456172,-0.0470973,1.78464,1.77125,-0.056055
-0.50282,-0.456259,-0.0461961,1.78478,1.77134,-0.055562
-0.50315,-0.456346,-0.0462122,1.78493,1.77143,-0.0550946
-0.50348,-0.456434,-0.0457914,1.78507,1.77151,-0.0546294
-0.50381,-0.456492,-0.0449556,1.78522,1.77157,-0.0541457
-0.50414,-0.456608,-0.0427078,1.78536,1.77169,-0.0535738
-0.50447,-0.456724,-0.0424622,1.78551,1.7718,-0.0530182
-0.5048,-0.456812,-0.043828,1.78565,1.77189,-0.0525587
-0.50513,-0.456928,-0.0443986,1.7858,1.77201,-0.0521507
-0.50546,-0.457044,-0.0461037,1.78594,1.77212,-0.0518484
-0.50579,-0.457161,-0.0461244,1.78608,1.77224,-0.0515622
-0.50612,-0.457277,-0.0465803,1.78623,1.77236,-0.0513131
-0.50645,-0.457393,-0.0465772,1.78637,1.77247,-0.0510763
-0.50678,-0.457539,-0.0477372,1.78651,1.77262,-0.0509093
-0.50711,-0.457655,-0.0492753,1.78666,1.77273,-0.0508276
-0.50744,-0.4578,-0.0507366,1.7868,1.77288,-0.0508231
-0.50777,-0.457946,-0.0532877,1.78694,1.77302,-0.0509463
-0.5081,-0.45812,-0.0536761,1.78709,1.7732,-0.0510828
-0.50843,-0.458265,-0.0553534,1.78723,1.77334,-0.0512963
-0.50876,-0.45844,-0.0560746,1.78737,1.77352,-0.0515352
-0.50909,-0.458585,-0.057632,1.78752,1.77366,-0.0518401
-0.50942,-0.45876,-0.0591115,1.78766,1.77384,-0.0522037
-0.50975,-0.458934,-0.0600809,1.7878,1.77401,-0.0525975
-0.51008,-0.459109,-0.061438,1.78794,1.77419,-0.0530395
-0.51041,-0.459283,-0.0634541,1.78809,1.77436,-0.0535603
-0.51074,-0.459486,-0.0653693,1.78823,1.77457,-0.0541507
-0.51107,-0.45969,-0.0667527,1.78837,1.77477,-0.0547808
-0.5114,-0.459864,-0.0693753,1.78851,1.77494,-0.0555105
-0.51173,-0.460068,-0.0709945,1.78865,1.77515,-0.0562847
-0.51206,-0.460242,-0.0725327,1.78879,1.77532,-0.0570971
-0.51239,-0.460475,-0.073994,1.78894,1.77555,-0.057942
-0.51272,-0.460679,-0.0762545,1.78908,1.77576,-0.0588576
-0.51305,-0.460911,-0.0779659,1.78922,1.77599,-0.059813
-0.51338,-0.461144,-0.0800278,1.78936,1.77622,-0.0608238
-0.51371,-0.461347,-0.0811143,1.7895,1.77643,-0.0618383
-0.51404,-0.46158,-0.0830188,1.78964,1.77666,-0.0628973
-0.51437,-0.461812,-0.0851188,1.78978,1.77689,-0.0640084
-0.5147,-0.462016,-0.086823,1.78992,1.77709,-0.0651491
-0.51503,-0.462278,-0.0884421,1.79006,1.77736,-0.0663138
-0.51536,-0.462481,-0.0902709,1.7902,1.77756,-0.0675116
-0.51569,-0.462743,-0.0924444,1.79034,1.77782,-0.0687583
-0.51602,-0.462975,-0.0949453,1.79048,1.77805,-0.0700676
-0.51635,-0.463237,-0.0957221,1.79062,1.77832,-0.0713503
-0.51668,-0.46347,-0.0971869,1.79076,1.77855,-0.0726422
-0.51701,-0.463731,-0.0985785,1.7909,1.77881,-0.073939
-0.51734,-0.463993,-0.101209,1.79104,1.77907,-0.0753025
-0.51767,-0.464255,-0.102399,1.79118,1.77933,-0.0766573
-0.518,-0.464516,-0.104839,1.79132,1.7796,-0.0780664
-0.51833,-0.464778,-0.105848,1.79146,1.77986,-0.0794554
-0.51866,-0.465069,-0.106806,1.7916,1.78015,-0.080823
-0.51899,-0.46533,-0.107426,1.79173,1.78038,-0.0821531
-0.51932,-0.465592,-0.108306,1.79187,1.78064,-0.0834608
-0.51965,-0.465883,-0.110014,1.79201,1.78093,-0.0847884
-0.51998,-0.466174,-0.1112,1.79215,1.78122,-0.086109
-0.52031,-0.466464,-0.112763,1.79229,1.78151,-0.0874417
-0.52064,-0.466784,-0.114684,1.79243,1.78183,-0.0888038
-0.52097,-0.467046,-0.117236,1.79256,1.7821,-0.0902254
-0.5213,-0.467336,-0.118497,1.7927,1.78236,-0.091639
-0.52163,-0.467627,-0.120423,1.79284,1.78265,-0.0930782
-0.52196,-0.467947,-0.123124,1.79298,1.78297,-0.0945805
-0.52229,-0.468267,-0.126126,1.79311,1.78329,-0.0961577
-0.52262,-0.468616,-0.128106,1.79325,1.78364,-0.0977551
-0.52295,-0.468936,-0.12955,1.79339,1.78393,-0.0993449
-0.52328,-0.469284,-0.131359,1.79353,1.78428,-0.100946
-0.52361,-0.469604,-0.132641,1.79366,1.7846,-0.10253
-0.52394,-0.469924,-0.134731,1.7938,1.78489,-0.10414
-0.52427,-0.470273,-0.136281,1.79394,1.78524,-0.105747
-0.5246,-0.470651,-0.138189,1.79407,1.78558,-0.107369
-0.52493,-0.470971,-0.139566,1.79421,1.7859,-0.108979
-0.52526,-0.47132,-0.141746,1.79434,1.78622,-0.110618
-0.52559,-0.471669,-0.143817,1.79448,1.78657,-0.112278
-0.52592,-0.472046,-0.145784,1.79462,1.78689,-0.113953
-0.52625,-0.472424,-0.148816,1.79475,1.78727,-0.115696
-0.52658,-0.472802,-0.150825,1.79489,1.78762,-0.117452
-0.52691,-0.47318,-0.153168,1.79502,1.788,-0.119238
-0.52724,-0.473587,-0.155395,1.79516,1.78838,-0.121046
-0.52757,-0.473994,-0.156784,1.79529,1.78878,-0.122833
-0.5279,-0.474401,-0.15883,1.79543,1.78916,-0.124633
-0.52823,-0.474779,-0.160773,1.79556,1.78954,-0.12644
-0.52855,-0.475186,-0.16262,1.7957,1.78992,-0.128249
-0.52888,-0.475564,-0.163647,1.79583,1.79029,-0.130019
-0.52921,-0.475942,-0.16535,1.79597,1.79067,-0.131785
-0.52954,-0.47632,-0.166968,1.7961,1.79102,-0.133544
-0.52987,-0.476698,-0.167778,1.79624,1.7914,-0.135256
-0.5302,-0.477076,-0.168838,1.79637,1.79175,-0.136935
-0.53053,-0.477454,-0.170281,1.79651,1.79213,-0.138603
-0.53086,-0.477832,-0.170489,1.79664,1.79247,-0.140197
-0.53119,-0.478181,-0.171414,1.79677,1.79282,-0.141758
-0.53152,-0.478559,-0.172292,1.79691,1.7932,-0.143284
-0.53185,-0.478937,-0.1724,1.79704,1.79355,-0.14474
-0.53218,-0.479286,-0.172502,1.79717,1.7939,-0.146128
-0.53251,-0.479635,-0.173326,1.79731,1.79422,-0.147488
-0.53284,-0.480042,-0.173382,1.79744,1.79463,-0.148783
-0.53317,-0.480391,-0.173871,1.79757,1.79498,-0.150037
-0.5335,-0.480769,-0.174336,1.79771,1.7953,-0.151252
-0.53383,-0.481176,-0.174778,1.79784,1.7957,-0.152429
-0.53416,-0.481525,-0.175197,1.79797,1.79605,-0.153567
-0.53449,-0.481874,-0.175596,1.7981,1.7964,-0.154668
-0.53482,-0.482251,-0.176265,1.79824,1.79675,-0.155748
-0.53515,-0.4826,-0.176174,1.79837,1.7971,-0.15677
-0.53548,-0.48292,-0.174924,1.7985,1.79742,-0.157677
-0.53581,-0.48324,-0.173301,1.79863,1.79771,-0.158458
-0.53614,-0.483531,-0.171759,1.79876,1.798,-0.159124
-0.53646,-0.483792,-0.169422,1.7989,1.79826,-0.159638
-0.53679,-0.484054,-0.166911,1.79903,1.79849,-0.160002
-0.53712,-0.484287,-0.165253,1.79916,1.79873,-0.160265
-0.53745,-0.484519,-0.16295,1.79929,1.79896,-0.160399
-0.53778,-0.484781,-0.160763,1.79942,1.79919,-0.160417
-0.53811,-0.485072,-0.158976,1.79955,1.79948,-0.160345
-0.53844,-0.485304,-0.157278,1.79968,1.79971,-0.160192
-0.53877,-0.485537,-0.155665,1.79981,1.79995,-0.159965
-0.5391,-0.485769,-0.153406,1.79994,1.80018,-0.159637
-0.53943,-0.486031,-0.151696,1.80007,1.80041,-0.15924
-0.53976,-0.486264,-0.150071,1.8002,1.80064,-0.158782
-0.54009,-0.486525,-0.148528,1.80033,1.80091,-0.158269
-0.54042,-0.486729,-0.146625,1.80047,1.80111,-0.157687
-0.54075,-0.486932,-0.144818,1.80059,1.80131,-0.157044
-0.54108,-0.487165,-0.143101,1.80072,1.80155,-0.156346
-0.54141,-0.487369,-0.141907,1.80085,1.80175,-0.155624
-0.54174,-0.487572,-0.140335,1.80098,1.80195,-0.15486
-0.54206,-0.487776,-0.138843,1.80111,1.80216,-0.154059
-0.54239,-0.487979,-0.136552,1.80124,1.80236,-0.153184
-0.54272,-0.488183,-0.134086,1.80137,1.80256,-0.152229
-0.54305,-0.488357,-0.131307,1.8015,1.80274,-0.151183
-0.54338,-0.488531,-0.128666,1.80163,1.80291,-0.150057
-0.54371,-0.488677,-0.126158,1.80176,1.80306,-0.148862
-0.54404,-0.48888,-0.124211,1.80189,1.80326,-0.147629
-0.54437,-0.489026,-0.122652,1.80202,1.80341,-0.146381
-0.5447,-0.489229,-0.120881,1.80214,1.80361,-0.145106
-0.54503,-0.489404,-0.118762,1.80227,1.80378,-0.143788
-0.54536,-0.489549,-0.117476,1.8024,1.80393,-0.142473
-0.54569,-0.489753,-0.116254,1.80253,1.80413,-0.141162
-0.54602,-0.489927,-0.114366,1.80266,1.80431,-0.139822
-0.54635,-0.490101,-0.112573,1.80278,1.80448,-0.13846
-0.54667,-0.490305,-0.112032,1.80291,1.80469,-0.137138
-0.547,-0.490479,-0.111954,1.80304,1.80486,-0.135879
-0.54733,-0.490654,-0.111445,1.80317,1.80503,-0.134657
-0.54766,-0.490857,-0.110524,1.80329,1.80524,-0.133451
-0.54799,-0.491061,-0.110086,1.80342,1.80544,-0.132282
-0.54832,-0.491264,-0.110542,1.80355,1.80565,-0.131195
-0.54865,-0.491468,-0.10894,1.80367,1.80585,-0.130083
-0.54898,-0.491642,-0.107854,1.8038,1.80602,-0.128971
-0.54931,-0.491846,-0.108421,1.80393,1.80623,-0.127944
-0.54964,-0.492079,-0.108088,1.80405,1.80646,-0.126951
-0.54997,-0.492282,-0.108644,1.80418,1.80666,-0.126036
-0.5503,-0.492515,-0.109172,1.80431,1.8069,-0.125192
-0.55062,-0.492747,-0.108365,1.80443,1.80713,-0.124351
-0.55095,-0.492951,-0.109198,1.80456,1.80733,-0.123593
-0.55128,-0.493212,-0.109698,1.80468,1.80759,-0.122899
-0.55161,-0.493416,-0.111773,1.80481,1.8078,-0.122342
-0.55194,-0.493678,-0.113307,1.80493,1.80806,-0.121891
-0.55227,-0.493968,-0.114329,1.80506,1.80835,-0.121513
-0.5526,-0.49423,-0.116462,1.80518,1.80861,-0.12126
-0.55293,-0.49455,-0.118489,1.80531,1.80893,-0.121121
-0.55326,-0.49487,-0.120415,1.80543,1.80925,-0.121086
-0.55359,-0.495189,-0.121953,1.80556,1.80957,-0.121129
-0.55391,-0.495509,-0.124142,1.80568,1.80989,-0.12128
-0.55424,-0.495829,-0.125785,1.80581,1.81021,-0.121505
-0.55457,-0.496178,-0.128218,1.80593,1.81056,-0.121841
-0.5549,-0.496556,-0.130529,1.80606,1.81094,-0.122275
-0.55523,-0.496905,-0.133161,1.80618,1.81126,-0.12282
-0.55556,-0.497254,-0.135661,1.8063,1.81161,-0.123462
-0.55589,-0.497632,-0.138327,1.80643,1.81198,-0.124205
-0.55622,-0.498155,-0.141296,1.80655,1.81251,-0.12506
-0.55655,-0.498533,-0.14368,1.80668,1.81288,-0.125991
-0.55688,-0.49894,-0.146381,1.8068,1.81329,-0.12701
-0.5572,-0.499347,-0.149384,1.80692,1.8137,-0.128129
-0.55753,-0.499754,-0.152963,1.80705,1.81411,-0.12937
-0.55786,-0.50019,-0.156363,1.80717,1.81454,-0.13072
-0.55819,-0.500626,-0.158866,1.80729,1.81495,-0.132127
-0.55852,-0.501033,-0.161244,1.80741,1.81536,-0.133583
-0.55885,-0.501469,-0.16423,1.80754,1.81576,-0.135116
-0.55918,-0.501906,-0.167066,1.80766,1.8162,-0.136713
-0.55951,-0.502458,-0.169761,1.80778,1.81669,-0.138365
-0.55984,-0.502894,-0.171595,1.8079,1.81707,-0.140027
-0.56016,-0.50333,-0.1729,1.80803,1.81748,-0.141671
-0.56049,-0.503737,-0.17414,1.80815,1.81783,-0.143294
-0.56082,-0.504173,-0.175754,1.80827,1.81821,-0.144917
-0.56115,-0.50458,-0.176852,1.80839,1.81855,-0.146514
-0.56148,-0.505016,-0.178331,1.80851,1.81887,-0.148105
-0.56181,-0.505424,-0.178136,1.80863,1.81919,-0.149606
-0.56214,-0.505801,-0.179115,1.80875,1.81946,-0.151082
-0.56247,-0.506209,-0.180044,1.80888,1.81972,-0.15253
-0.56279,-0.506586,-0.180491,1.809,1.81995,-0.153928
-0.56312,-0.506964,-0.180189,1.80912,1.82012,-0.155241
-0.56345,-0.507313,-0.179901,1.80924,1.8203,-0.156474
-0.56378,-0.507662,-0.179629,1.80936,1.82042,-0.157632
-0.56411,-0.50804,-0.179369,1.80948,1.82056,-0.158719
-0.56444,-0.508418,-0.179123,1.8096,1.82065,-0.159739
-0.56477,-0.508738,-0.179616,1.80972,1.82068,-0.160733
-0.5651,-0.509116,-0.178921,1.80984,1.82073,-0.161642
-0.56542,-0.509465,-0.178698,1.80996,1.82071,-0.162495
-0.56575,-0.509814,-0.178921,1.81008,1.82071,-0.163316
-0.56608,-0.510163,-0.177825,1.8102,1.82062,-0.164042
-0.56641,-0.510511,-0.17722,1.81032,1.82056,-0.164701
-0.56674,-0.510831,-0.176209,1.81044,1.82042,-0.165276
-0.56707,-0.511151,-0.175248,1.81056,1.82027,-0.165775
-0.5674,-0.511442,-0.173609,1.81068,1.82012,-0.166166
-0.56772,-0.511733,-0.172052,1.8108,1.81992,-0.166461
-0.56805,-0.512023,-0.171299,1.81091,1.81975,-0.166702
-0.56838,-0.512314,-0.169421,1.81103,1.81954,-0.166838
-0.56871,-0.512576,-0.168073,1.81115,1.81934,-0.1669
-0.56904,-0.512866,-0.166357,1.81127,1.81922,-0.166873
-0.56937,-0.513128,-0.165162,1.81139,1.81905,-0.166787
-0.5697,-0.513361,-0.163591,1.81151,1.81893,-0.166628
-0.57002,-0.513651,-0.161662,1.81163,1.8189,-0.166379
-0.57035,-0.513913,-0.159539,1.81174,1.81887,-0.166037
-0.57068,-0.514146,-0.157813,1.81186,1.8189,-0.165626
-0.57101,-0.514436,-0.15661,1.81198,1.81902,-0.165175
-0.57134,-0.514698,-0.15503,1.8121,1.81916,-0.164668
-0.57167,-0.514931,-0.15353,1.81221,1.81931,-0.164111
-0.57199,-0.515221,-0.151377,1.81233,1.81954,-0.163474
-0.57232,-0.515454,-0.150931,1.81245,1.81975,-0.162847
