angle_1,angle_1_t,d_angle_1_t,angle_2,angle_2_t,d_angle_2_t
-0.98119,-0.927579,-0.14149,1.84674,1.85958,-0.136892
-0.98146,-0.92787,-0.13994,1.84668,1.85955,-0.137045
-0.98173,-0.928131,-0.140502,1.84661,1.85949,-0.137218
-0.98201,-0.928364,-0.139437,1.84654,1.8594,-0.137329
-0.98228,-0.928597,-0.138716,1.84648,1.85932,-0.137398
-0.98255,-0.928829,-0.138903,1.84641,1.85923,-0.137473
-0.98282,-0.929091,-0.137482,1.84634,1.85917,-0.137474
-0.98309,-0.929324,-0.136859,1.84628,1.85908,-0.137443
-0.98336,-0.929556,-0.135104,1.84621,1.85903,-0.137326
-0.98363,-0.92976,-0.134309,1.84614,1.85897,-0.137175
-0.9839,-0.929963,-0.133554,1.84607,1.85885,-0.136994
-0.98417,-0.930196,-0.1324,1.84601,1.85879,-0.136764
-0.98444,-0.930399,-0.130432,1.84594,1.85873,-0.136448
-0.98471,-0.930603,-0.128998,1.84587,1.85868,-0.136075
-0.98498,-0.930777,-0.12691,1.8458,1.85859,-0.135617
-0.98525,-0.930952,-0.125652,1.84573,1.85853,-0.135119
-0.98552,-0.931155,-0.123731,1.84566,1.85847,-0.134549
-0.98579,-0.931359,-0.122196,1.8456,1.85841,-0.133932
-0.98606,-0.931562,-0.121174,1.84553,1.85839,-0.133294
-0.98633,-0.931737,-0.119767,1.84546,1.8583,-0.132618
-0.9866,-0.931969,-0.11814,1.84539,1.85833,-0.131894
-0.98687,-0.932144,-0.117321,1.84532,1.85827,-0.131165
-0.98714,-0.932347,-0.116107,1.84525,1.85824,-0.130412
-0.98741,-0.932522,-0.114953,1.84518,1.85821,-0.129639
-0.98768,-0.932725,-0.113857,1.84511,1.85821,-0.12885
-0.98795,-0.932929,-0.114125,1.84504,1.85821,-0.128114
-0.98822,-0.933161,-0.113943,1.84497,1.85821,-0.127405
-0.98849,-0.933394,-0.113333,1.8449,1.85824,-0.126702
-0.98876,-0.933597,-0.112755,1.84483,1.85821,-0.126004
-0.98903,-0.93383,-0.113804,1.84476,1.85824,-0.125394
-0.9893,-0.934063,-0.113638,1.84469,1.85824,-0.124806
-0.98957,-0.934295,-0.114643,1.84462,1.85824,-0.124298
-0.98983,-0.934557,-0.115162,1.84455,1.85827,-0.123841
-0.9901,-0.934789,-0.116963,1.84448,1.85824,-0.123498
-0.99037,-0.935022,-0.117366,1.84441,1.85824,-0.123191
-0.99064,-0.935284,-0.118621,1.84434,1.85818,-0.122962
-0.99091,-0.935545,-0.118941,1.84427,1.85815,-0.122761
-0.99118,-0.935778,-0.120843,1.8442,1.8581,-0.122665
-0.99145,-0.93604,-0.122361,1.84412,1.85801,-0.12265
-0.99171,-0.936301,-0.123802,1.84405,1.85789,-0.122708
-0.99198,-0.936621,-0.125462,1.84398,1.85775,-0.122845
-0.99225,-0.936912,-0.127039,1.84391,1.85757,-0.123055
-0.99252,-0.937232,-0.12781,1.84384,1.85737,-0.123293
-0.99279,-0.937551,-0.128979,1.84377,1.85708,-0.123577
-0.99305,-0.937871,-0.130816,1.84369,1.85679,-0.123939
-0.99332,-0.938191,-0.132561,1.84362,1.8565,-0.12437
-0.99359,-0.93854,-0.135091,1.84355,1.85615,-0.124906
-0.99386,-0.938889,-0.137495,1.84348,1.85577,-0.125536
-0.99412,-0.939238,-0.139779,1.8434,1.85536,-0.126248
-0.99439,-0.939616,-0.142239,1.84333,1.85496,-0.127047
-0.99466,-0.939994,-0.145012,1.84326,1.85452,-0.127946
-0.99493,-0.940343,-0.147211,1.84318,1.85402,-0.128909
-0.99519,-0.940721,-0.149735,1.84311,1.85353,-0.12995
-0.99546,-0.941128,-0.150535,1.84304,1.85301,-0.130979
-0.99573,-0.941535,-0.152893,1.84296,1.85245,-0.132075
-0.996,-0.941913,-0.15557,1.84289,1.85193,-0.13325
-0.99626,-0.94232,-0.158113,1.84281,1.85152,-0.134493
-0.99653,-0.942727,-0.160092,1.84274,1.8512,-0.135773
-0.9968,-0.943163,-0.163136,1.84267,1.85103,-0.137141
-0.99706,-0.94357,-0.1653,1.84259,1.85094,-0.138549
-0.99733,-0.944006,-0.168519,1.84252,1.85097,-0.140048
-0.9976,-0.944442,-0.170851,1.84244,1.85112,-0.141588
-0.99786,-0.944878,-0.173356,1.84237,1.85135,-0.143176
-0.99813,-0.945343,-0.176173,1.84229,1.85167,-0.144826
-0.9984,-0.945809,-0.180011,1.84222,1.85208,-0.146585
-0.99866,-0.946245,-0.181768,1.84214,1.85248,-0.148344
-0.99893,-0.946652,-0.184164,1.84207,1.85289,-0.150135
-0.99919,-0.947088,-0.187312,1.84199,1.85333,-0.151994
-0.99946,-0.947524,-0.188995,1.84192,1.85376,-0.153844
-0.99973,-0.94796,-0.191029,1.84184,1.85411,-0.155704
-0.99999,-0.948396,-0.192526,1.84177,1.85452,-0.157545
-1.00026,-0.948832,-0.194384,1.84169,1.8549,-0.159387
-1.00052,-0.949239,-0.195713,1.84161,1.85522,-0.161203
-1.00079,-0.949675,-0.196685,1.84154,1.85557,-0.162977
-1.00105,-0.950111,-0.197608,1.84146,1.85586,-0.164709
-1.00132,-0.950489,-0.198049,1.84138,1.85609,-0.166376
-1.00158,-0.950955,-0.198904,1.84131,1.85632,-0.168002
-1.00185,-0.951362,-0.198844,1.84123,1.8565,-0.169544
-1.00211,-0.95174,-0.198787,1.84115,1.85661,-0.171006
-1.00238,-0.952147,-0.198006,1.84108,1.85673,-0.172356
-1.00264,-0.952554,-0.197991,1.841,1.85676,-0.173638
-1.00291,-0.952903,-0.197249,1.84092,1.85679,-0.174819
-1.00317,-0.953281,-0.196545,1.84084,1.85676,-0.175905
-1.00344,-0.953659,-0.196167,1.84077,1.8567,-0.176918
-1.0037,-0.954036,-0.194645,1.84069,1.85661,-0.177804
-1.00397,-0.954385,-0.193199,1.84061,1.8565,-0.178574
-1.00423,-0.954734,-0.192261,1.84053,1.85635,-0.179258
-1.0045,-0.955054,-0.190498,1.84046,1.85615,-0.17982
-1.00476,-0.955374,-0.188532,1.84038,1.85589,-0.180256
-1.00503,-0.955694,-0.187392,1.8403,1.85562,-0.180613
-1.00529,-0.955984,-0.185145,1.84022,1.85527,-0.180839
-1.00555,-0.956275,-0.183447,1.84014,1.85493,-0.18097
-1.00582,-0.956537,-0.181398,1.84006,1.85452,-0.180991
-1.00608,-0.956799,-0.178288,1.83998,1.85405,-0.180856
-1.00635,-0.95706,-0.175334,1.8399,1.85359,-0.18058
-1.00661,-0.957293,-0.172092,1.83983,1.85307,-0.180156
-1.00687,-0.957525,-0.169011,1.83975,1.85248,-0.179598
-1.00714,-0.957758,-0.165648,1.83967,1.85184,-0.178901
-1.0074,-0.957961,-0.162454,1.83959,1.85118,-0.178079
-1.00766,-0.958165,-0.158692,1.83951,1.85045,-0.177109
-1.00793,-0.958369,-0.155119,1.83943,1.84966,-0.17601
-1.00819,-0.958572,-0.153323,1.83935,1.84885,-0.174875
-1.00845,-0.958746,-0.149582,1.83927,1.84815,-0.173611
-1.00872,-0.958921,-0.146755,1.83919,1.84742,-0.172268
-1.00898,-0.959095,-0.144941,1.83911,1.84664,-0.170902
-1.00924,-0.95927,-0.142346,1.83903,1.84591,-0.169474
-1.00951,-0.959473,-0.140317,1.83894,1.8453,-0.168016
-1.00977,-0.959677,-0.137662,1.83886,1.84475,-0.166498
-1.01003,-0.95988,-0.136303,1.83878,1.84431,-0.164988
-1.01029,-0.960084,-0.13414,1.8387,1.84399,-0.163446
-1.01056,-0.960287,-0.133393,1.83862,1.84376,-0.161943
-1.01082,-0.960491,-0.131811,1.83854,1.84367,-0.160437
-1.01108,-0.960724,-0.130745,1.83846,1.84373,-0.158952
-1.01134,-0.960956,-0.130168,1.83838,1.84388,-0.157513
-1.0116,-0.961189,-0.129183,1.83829,1.84411,-0.156096
-1.01187,-0.961421,-0.128975,1.83821,1.84434,-0.15474
-1.01213,-0.961683,-0.129649,1.83813,1.8446,-0.153486
-1.01239,-0.961945,-0.13029,1.83805,1.84487,-0.152326
-1.01265,-0.962206,-0.130899,1.83796,1.84513,-0.151255
-1.01291,-0.962468,-0.131041,1.83788,1.84539,-0.150244
-1.01318,-0.962788,-0.131612,1.8378,1.84571,-0.149312
-1.01344,-0.963079,-0.133317,1.83772,1.846,-0.148513
-1.0137,-0.963427,-0.135374,1.83763,1.84635,-0.147856
-1.01396,-0.963747,-0.136455,1.83755,1.84664,-0.147286
-1.01422,-0.964125,-0.137918,1.83747,1.84699,-0.146817
-1.01448,-0.964474,-0.140472,1.83738,1.84731,-0.1465
-1.01474,-0.964852,-0.143333,1.8373,1.84766,-0.146342
-1.01501,-0.96523,-0.146924,1.83722,1.84798,-0.146371
-1.01527,-0.965637,-0.150335,1.83713,1.8483,-0.146569
-1.01553,-0.966044,-0.15314,1.83705,1.84865,-0.146898
-1.01579,-0.966451,-0.155368,1.83697,1.84894,-0.147321
-1.01605,-0.966887,-0.158357,1.83688,1.84926,-0.147873
-1.01631,-0.967294,-0.161487,1.8368,1.84955,-0.148554
-1.01657,-0.96773,-0.163734,1.83671,1.84981,-0.149313
-1.01683,-0.968166,-0.165869,1.83663,1.8501,-0.15014
-1.01709,-0.968603,-0.16906,1.83654,1.85036,-0.151086
-1.01735,-0.969068,-0.172527,1.83646,1.85062,-0.152158
-1.01761,-0.969504,-0.174222,1.83637,1.85086,-0.153262
-1.01787,-0.96994,-0.177431,1.83629,1.85109,-0.15447
-1.01813,-0.970376,-0.179317,1.8362,1.85132,-0.155712
-1.01839,-0.970783,-0.180672,1.83612,1.8515,-0.15696
-1.01865,-0.97119,-0.181524,1.83603,1.85164,-0.158189
-1.01891,-0.971597,-0.182769,1.83595,1.85182,-0.159418
-1.01917,-0.972004,-0.183516,1.83586,1.85196,-0.160623
-1.01943,-0.972382,-0.184225,1.83577,1.85208,-0.161803
-1.01969,-0.972731,-0.184172,1.83569,1.85213,-0.162921
-1.01995,-0.973109,-0.18325,1.8356,1.85222,-0.163938
-1.02021,-0.973458,-0.18281,1.83552,1.85225,-0.164881
-1.02047,-0.973807,-0.181955,1.83543,1.85225,-0.165735
-1.02073,-0.974127,-0.180707,1.83534,1.85222,-0.166483
-1.02099,-0.974417,-0.178795,1.83526,1.85216,-0.167099
-1.02125,-0.974708,-0.176542,1.83517,1.85205,-0.167571
-1.0215,-0.97497,-0.174402,1.83508,1.8519,-0.167913
-1.02176,-0.975261,-0.172369,1.83499,1.85173,-0.168136
-1.02202,-0.975522,-0.168839,1.83491,1.8515,-0.168171
-1.02228,-0.975755,-0.165049,1.83482,1.85123,-0.168015
-1.02254,-0.975958,-0.161448,1.83473,1.85091,-0.167686
-1.0228,-0.976162,-0.156865,1.83464,1.85054,-0.167145
-1.02306,-0.976365,-0.153382,1.83456,1.85013,-0.166457
-1.02332,-0.97654,-0.149638,1.83447,1.84966,-0.165616
-1.02357,-0.976714,-0.147244,1.83438,1.8492,-0.164698
-1.02383,-0.976889,-0.142935,1.83429,1.84865,-0.163609
-1.02409,-0.977034,-0.140149,1.8342,1.84806,-0.162436
-1.02435,-0.977179,-0.134596,1.83412,1.84751,-0.161044
-1.02461,-0.977296,-0.131791,1.83403,1.84681,-0.159582
-1.02486,-0.977441,-0.129126,1.83394,1.84612,-0.158059
-1.02512,-0.977586,-0.124996,1.83385,1.84536,-0.156406
-1.02538,-0.977703,-0.121508,1.83376,1.84455,-0.154661
-1.02564,-0.977848,-0.119358,1.83367,1.8437,-0.152896
-1.02589,-0.977964,-0.114844,1.83358,1.84283,-0.150993
-1.02615,-0.978052,-0.111427,1.83349,1.8419,-0.149015
-1.02641,-0.978197,-0.107746,1.8334,1.84103,-0.146951
-1.02667,-0.978313,-0.105411,1.83331,1.8401,-0.144874
-1.02692,-0.978401,-0.104502,1.83322,1.8392,-0.142856
-1.02718,-0.978546,-0.103202,1.83313,1.83835,-0.140873
-1.02744,-0.978662,-0.0994953,1.83304,1.83751,-0.138804
-1.02769,-0.978779,-0.0972826,1.83295,1.83678,-0.136728
-1.02795,-0.978895,-0.0959073,1.83286,1.83626,-0.134687
-1.02821,-0.979011,-0.0934379,1.83277,1.8358,-0.132625
-1.02846,-0.979127,-0.0910919,1.83268,1.83539,-0.130548
-1.02872,-0.979273,-0.0900262,1.83259,1.83513,-0.128522
-1.02898,-0.979389,-0.0878508,1.8325,1.83495,-0.126488
-1.02923,-0.979534,-0.0865111,1.83241,1.83492,-0.124489
-1.02949,-0.97968,-0.0861105,1.83232,1.83498,-0.122571
-1.02975,-0.979825,-0.0861661,1.83223,1.83507,-0.12075
-1.03,-0.98,-0.0862189,1.83213,1.83524,-0.119024
-1.03026,-0.980174,-0.0862691,1.83204,1.83542,-0.117386
-1.03051,-0.980349,-0.0863167,1.83195,1.83562,-0.115833
-1.03077,-0.980523,-0.0854898,1.83186,1.8358,-0.114315
-1.03103,-0.980697,-0.0858671,1.83177,1.83594,-0.112893
-1.03128,-0.980872,-0.0859349,1.83167,1.83612,-0.111545
-1.03154,-0.981075,-0.0867261,1.83158,1.83632,-0.110304
-1.03179,-0.981279,-0.0879139,1.83149,1.83649,-0.109185
-1.03205,-0.981511,-0.0890423,1.8314,1.8367,-0.108177
-1.0323,-0.981744,-0.0905503,1.8313,1.8369,-0.107296
-1.03256,-0.981948,-0.0911108,1.83121,1.83705,-0.106487
-1.03281,-0.98218,-0.0920793,1.83112,1.83725,-0.105766
-1.03307,-0.982413,-0.0929994,1.83102,1.83739,-0.105128
-1.03332,-0.982645,-0.0946004,1.83093,1.83754,-0.104602
-1.03358,-0.982878,-0.0961213,1.83084,1.83769,-0.104178
-1.03383,-0.98314,-0.0984384,1.83074,1.83786,-0.103891
-1.03409,-0.983372,-0.0997674,1.83065,1.83798,-0.103685
-1.03434,-0.983634,-0.100739,1.83056,1.83812,-0.103537
-1.0346,-0.983866,-0.101662,1.83046,1.83821,-0.103444
-1.03485,-0.984128,-0.102103,1.83037,1.83838,-0.103377
-1.03511,-0.984361,-0.102958,1.83027,1.83847,-0.103356
-1.03536,-0.984622,-0.104498,1.83018,1.83859,-0.103413
-1.03562,-0.984855,-0.104797,1.83009,1.83867,-0.103482
-1.03587,-0.985117,-0.105081,1.82999,1.83879,-0.103562
-1.03612,-0.985349,-0.105351,1.8299,1.83885,-0.103651
-1.03638,-0.985582,-0.105607,1.8298,1.83894,-0.103749
-1.03663,-0.985785,-0.105851,1.82971,1.83902,-0.103854
-1.03689,-0.986018,-0.106083,1.82961,1.83911,-0.103966
-1.03714,-0.986221,-0.105867,1.82952,1.83917,-0.104061
-1.03739,-0.986454,-0.105225,1.82942,1.83928,-0.104119
-1.03765,-0.986629,-0.104616,1.82932,1.83931,-0.104144
-1.0379,-0.986861,-0.104473,1.82923,1.83943,-0.10416
-1.03815,-0.987036,-0.103901,1.82913,1.83952,-0.104147
-1.03841,-0.98721,-0.103067,1.82904,1.83957,-0.104093
-1.03866,-0.987355,-0.100967,1.82894,1.8396,-0.103937
-1.03891,-0.98753,-0.0994071,1.82884,1.83972,-0.10371
-1.03916,-0.987704,-0.0983617,1.82875,1.83978,-0.103443
-1.03942,-0.98785,-0.0973687,1.82865,1.83987,-0.103139
-1.03967,-0.987995,-0.095553,1.82856,1.83995,-0.10276
-1.03992,-0.988169,-0.0947003,1.82846,1.84004,-0.102357
-1.04018,-0.988315,-0.0938903,1.82836,1.84013,-0.101934
-1.04043,-0.988431,-0.0926847,1.82826,1.84019,-0.101471
-1.04068,-0.988576,-0.0919755,1.82817,1.84027,-0.100996
-1.04093,-0.988722,-0.0908656,1.82807,1.84036,-0.10049
-1.04119,-0.988867,-0.0886482,1.82797,1.84042,-0.0998978
-1.04144,-0.989013,-0.0865417,1.82787,1.84051,-0.09923
-1.04169,-0.989129,-0.0865758,1.82778,1.84056,-0.0985973
-1.04194,-0.989303,-0.085009,1.82768,1.84068,-0.0979179
-1.04219,-0.989449,-0.0846836,1.82758,1.84077,-0.0972562
-1.04245,-0.989594,-0.0843744,1.82748,1.84083,-0.0966121
-1.0427,-0.989739,-0.0832084,1.82738,1.84091,-0.0959419
-1.04295,-0.989885,-0.0821008,1.82729,1.841,-0.0952498
-1.0432,-0.99003,-0.0819208,1.82719,1.84109,-0.0945834
-1.04345,-0.990176,-0.0817497,1.82709,1.84117,-0.0939417
-1.0437,-0.99035,-0.0820233,1.82699,1.84129,-0.0933458
-1.04395,-0.990524,-0.0814111,1.82689,1.84141,-0.092749
-1.04421,-0.99067,-0.0812655,1.82679,1.84152,-0.0921749
-1.04446,-0.990844,-0.0815634,1.82669,1.84161,-0.0916443
-1.04471,-0.991019,-0.082137,1.82659,1.84173,-0.0911689
-1.04496,-0.991222,-0.082682,1.82649,1.84187,-0.0907446
-1.04521,-0.991426,-0.0845081,1.82639,1.84199,-0.0904328
-1.04546,-0.991629,-0.0853707,1.82629,1.84213,-0.0901797
-1.04571,-0.991833,-0.0861901,1.82619,1.84225,-0.0899802
-1.04596,-0.992094,-0.0869686,1.82609,1.84242,-0.0898296
-1.04621,-0.992298,-0.0881442,1.82599,1.84257,-0.0897453
-1.04646,-0.992531,-0.0896972,1.82589,1.84269,-0.0897429
-1.04671,-0.992763,-0.0907364,1.82579,1.8428,-0.0897926
-1.04696,-0.992996,-0.0921598,1.82569,1.84292,-0.089911
-1.04721,-0.993228,-0.0938027,1.82559,1.84301,-0.0901055
-1.04746,-0.99349,-0.0950728,1.82549,1.84312,-0.0903539
-1.04771,-0.993752,-0.0970062,1.82539,1.84324,-0.0906865
-1.04796,-0.994013,-0.099279,1.82529,1.84333,-0.0911161
-1.04821,-0.994304,-0.101874,1.82519,1.84344,-0.091654
-1.04846,-0.994566,-0.103904,1.82509,1.8435,-0.0922665
-1.04871,-0.994856,-0.105396,1.82498,1.84353,-0.092923
-1.04896,-0.995147,-0.107685,1.82488,1.84356,-0.0936611
-1.04921,-0.995438,-0.109424,1.82478,1.84359,-0.0944492
-1.04946,-0.995729,-0.111076,1.82468,1.84353,-0.0952806
-1.04971,-0.996019,-0.112645,1.82458,1.8435,-0.0961488
-1.04996,-0.99631,-0.114863,1.82447,1.84341,-0.0970845
-1.05021,-0.99663,-0.117842,1.82437,1.8433,-0.0981224
-1.05046,-0.99695,-0.120236,1.82427,1.84315,-0.0992281
-1.05071,-0.997299,-0.122946,1.82417,1.84298,-0.100414
-1.05095,-0.997619,-0.124358,1.82406,1.84271,-0.101611
-1.0512,-0.997967,-0.1257,1.82396,1.84242,-0.102816
-1.05145,-0.998316,-0.128137,1.82386,1.84205,-0.104082
-1.0517,-0.998665,-0.130016,1.82376,1.84161,-0.105378
-1.05195,-0.999014,-0.131802,1.82365,1.84103,-0.1067
-1.0522,-0.999363,-0.134661,1.82355,1.84039,-0.108098
-1.05245,-0.999712,-0.137086,1.82345,1.83966,-0.109547
-1.05269,-1.00006,-0.13939,1.82334,1.83882,-0.111039
-1.05294,-1.00044,-0.141143,1.82324,1.83798,-0.112544
-1.05319,-1.00082,-0.143244,1.82313,1.83699,-0.114079
-1.05344,-1.00119,-0.14524,1.82303,1.83609,-0.115637
-1.05369,-1.00157,-0.147427,1.82293,1.83521,-0.117227
-1.05393,-1.00195,-0.150813,1.82282,1.8344,-0.118906
-1.05418,-1.00233,-0.152722,1.82272,1.83364,-0.120597
-1.05443,-1.00276,-0.154971,1.82261,1.83303,-0.122316
-1.05468,-1.00311,-0.156671,1.82251,1.83263,-0.124033
-1.05492,-1.00346,-0.159159,1.8224,1.83228,-0.12579
-1.05517,-1.00381,-0.161522,1.8223,1.83207,-0.127576
-1.05542,-1.00416,-0.162604,1.82219,1.83202,-0.129328
-1.05566,-1.00509,-0.163633,1.82209,1.83213,-0.131043
-1.05591,-1.00544,-0.164609,1.82198,1.83231,-0.132721
-1.05616,-1.00582,-0.165101,1.82188,1.83254,-0.13434
-1.0564,-1.00617,-0.166004,1.82177,1.83274,-0.135923
-1.05665,-1.00649,-0.166426,1.82166,1.83298,-0.137449
-1.0569,-1.00684,-0.165664,1.82156,1.83324,-0.138859
-1.05714,-1.00713,-0.165667,1.82145,1.83344,-0.1402
-1.05739,-1.00745,-0.16567,1.82135,1.83364,-0.141473
-1.05764,-1.00771,-0.165236,1.82124,1.83379,-0.142661
-1.05788,-1.008,-0.164534,1.82113,1.83393,-0.143755
-1.05813,-1.00829,-0.164157,1.82103,1.83405,-0.144775
-1.05838,-1.00855,-0.163072,1.82092,1.83411,-0.14569
-1.05862,-1.00878,-0.162042,1.82081,1.83411,-0.146508
-1.05887,-1.00904,-0.161063,1.8207,1.83408,-0.147235
-1.05911,-1.00931,-0.159261,1.8206,1.83405,-0.147837
-1.05936,-1.00957,-0.158421,1.82049,1.83393,-0.148366
-1.0596,-1.00977,-0.15646,1.82038,1.83379,-0.148771
-1.05985,-1.00998,-0.155324,1.82028,1.83364,-0.149098
-1.0601,-1.01021,-0.153082,1.82017,1.83341,-0.149297
-1.06034,-1.01041,-0.15008,1.82006,1.83318,-0.149337
-1.06059,-1.01061,-0.148827,1.81995,1.83286,-0.149311
-1.06083,-1.01085,-0.147636,1.81984,1.83257,-0.149227
-1.06108,-1.01105,-0.145779,1.81974,1.83231,-0.149055
-1.06132,-1.01123,-0.14445,1.81963,1.83199,-0.148825
-1.06157,-1.01143,-0.143187,1.81952,1.83155,-0.148543
-1.06181,-1.01166,-0.141116,1.81941,1.83117,-0.148171
-1.06206,-1.01186,-0.14002,1.8193,1.83074,-0.147764
-1.0623,-1.01207,-0.138543,1.81919,1.83024,-0.147303
-1.06254,-1.01227,-0.136704,1.81908,1.82978,-0.146773
-1.06279,-1.01248,-0.134957,1.81897,1.82925,-0.146182
-1.06303,-1.01265,-0.132861,1.81886,1.8287,-0.145516
-1.06328,-1.01285,-0.13087,1.81875,1.82809,-0.144784
-1.06352,-1.013,-0.130287,1.81864,1.82751,-0.144059
-1.06377,-1.0132,-0.129732,1.81854,1.82687,-0.143343
-1.06401,-1.01338,-0.128334,1.81843,1.8262,-0.142592
-1.06425,-1.01361,-0.127441,1.81832,1.8255,-0.141835
-1.0645,-1.01378,-0.127756,1.8182,1.82483,-0.141131
-1.06474,-1.01399,-0.127328,1.81809,1.82422,-0.140441
-1.06498,-1.01422,-0.126922,1.81798,1.82353,-0.139765
-1.06523,-1.01442,-0.126536,1.81787,1.82289,-0.139103
-1.06547,-1.01463,-0.12617,1.81776,1.8223,-0.138457
-1.06571,-1.01483,-0.125821,1.81765,1.82178,-0.137825
-1.06596,-1.01503,-0.125054,1.81754,1.82129,-0.137186
-1.0662,-1.01524,-0.124762,1.81743,1.82082,-0.136565
-1.06644,-1.0155,-0.125647,1.81732,1.82042,-0.136019
-1.06669,-1.01585,-0.125325,1.81721,1.8201,-0.135484
-1.06693,-1.01608,-0.125309,1.8171,1.81989,-0.134976
-1.06717,-1.01628,-0.125731,1.81698,1.81983,-0.134513
-1.06741,-1.01657,-0.126568,1.81687,1.81986,-0.134116
-1.06766,-1.01687,-0.128089,1.81676,1.82001,-0.133815
-1.0679,-1.0171,-0.129244,1.81665,1.82021,-0.133586
-1.06814,-1.01736,-0.129905,1.81654,1.82044,-0.133402
-1.06838,-1.01762,-0.130969,1.81642,1.82071,-0.133281
-1.06863,-1.01788,-0.132707,1.81631,1.82097,-0.133252
-1.06887,-1.01817,-0.133921,1.8162,1.82126,-0.133285
-1.06911,-1.01844,-0.135075,1.81609,1.82152,-0.133375
-1.06935,-1.0187,-0.135881,1.81597,1.82178,-0.1335
-1.06959,-1.01896,-0.136937,1.81586,1.82204,-0.133672
-1.06984,-1.01925,-0.13794,1.81575,1.82233,-0.133885
-1.07008,-1.01957,-0.140201,1.81563,1.82265,-0.134201
-1.07032,-1.01989,-0.141477,1.81552,1.82294,-0.134565
-1.07056,-1.02018,-0.144289,1.81541,1.82321,-0.135051
-1.0708,-1.02053,-0.146959,1.81529,1.82353,-0.135647
-1.07104,-1.02085,-0.148334,1.81518,1.82379,-0.136281
-1.07128,-1.0212,-0.150366,1.81507,1.82411,-0.136985
-1.07152,-1.02155,-0.152006,1.81495,1.82434,-0.137736
-1.07177,-1.0219,-0.153855,1.81484,1.82457,-0.138542
-1.07201,-1.02224,-0.156047,1.81472,1.82478,-0.139417
-1.07225,-1.02256,-0.157403,1.81461,1.82498,-0.140317
-1.07249,-1.02291,-0.158691,1.81449,1.82515,-0.141235
-1.07273,-1.02329,-0.160642,1.81438,1.82533,-0.142206
-1.07297,-1.02364,-0.162495,1.81426,1.8255,-0.14322
-1.07321,-1.02399,-0.163529,1.81415,1.82565,-0.144236
-1.07345,-1.02431,-0.164801,1.81403,1.82576,-0.145264
-1.07369,-1.02463,-0.164847,1.81392,1.82588,-0.146243
-1.07393,-1.02495,-0.165763,1.8138,1.826,-0.147219
-1.07417,-1.02527,-0.166924,1.81369,1.82611,-0.148204
-1.07441,-1.02559,-0.167736,1.81357,1.8262,-0.149181
-1.07465,-1.02591,-0.168072,1.81346,1.82629,-0.150125
-1.07489,-1.0262,-0.167954,1.81334,1.82638,-0.151017
-1.07513,-1.02649,-0.167116,1.81322,1.82643,-0.151822
-1.07537,-1.02678,-0.165447,1.81311,1.82649,-0.152503
-1.07561,-1.02701,-0.164734,1.81299,1.82652,-0.153115
-1.07585,-1.02725,-0.163184,1.81287,1.82652,-0.153618
-1.07609,-1.02751,-0.162584,1.81276,1.82652,-0.154066
-1.07633,-1.02774,-0.161578,1.81264,1.82652,-0.154442
-1.07657,-1.02803,-0.15975,1.81252,1.82649,-0.154707
-1.0768,-1.02829,-0.158014,1.81241,1.82643,-0.154873
-1.07704,-1.02855,-0.1568,1.81229,1.82635,-0.154969
-1.07728,-1.02879,-0.154484,1.81217,1.8262,-0.154945
-1.07752,-1.02902,-0.151412,1.81206,1.82603,-0.154768
-1.07776,-1.02919,-0.150528,1.81194,1.82579,-0.154556
-1.078,-1.0294,-0.14809,1.81182,1.82559,-0.154233
-1.07824,-1.02957,-0.145337,1.8117,1.82527,-0.153788
-1.07847,-1.02977,-0.143158,1.81158,1.82495,-0.153257
-1.07871,-1.02995,-0.139489,1.81147,1.8246,-0.152568
-1.07895,-1.03012,-0.136876,1.81135,1.82422,-0.151784
-1.07919,-1.0303,-0.13512,1.81123,1.82385,-0.15095
-1.07943,-1.03044,-0.131853,1.81111,1.82353,-0.149996
-1.07966,-1.03059,-0.129185,1.81099,1.82318,-0.148955
-1.0799,-1.03073,-0.127378,1.81087,1.82283,-0.147876
-1.08014,-1.03088,-0.12537,1.81076,1.82248,-0.146751
-1.08038,-1.03102,-0.123463,1.81064,1.82213,-0.145586
-1.08061,-1.03114,-0.121215,1.81052,1.82167,-0.144368
-1.08085,-1.03129,-0.119515,1.8104,1.82123,-0.143125
-1.08109,-1.03146,-0.1179,1.81028,1.82071,-0.141864
-1.08133,-1.03161,-0.115058,1.81016,1.82024,-0.140524
-1.08156,-1.03175,-0.113957,1.81004,1.8198,-0.139195
-1.0818,-1.0319,-0.113347,1.80992,1.81934,-0.137903
-1.08204,-1.03204,-0.112041,1.8098,1.81887,-0.13661
-1.08227,-1.03222,-0.109928,1.80968,1.81841,-0.135276
-1.08251,-1.03236,-0.109955,1.80956,1.81789,-0.13401
-1.08275,-1.03254,-0.109546,1.80944,1.81742,-0.132787
-1.08298,-1.03271,-0.10872,1.80932,1.81701,-0.131583
-1.08322,-1.03291,-0.108808,1.8092,1.81658,-0.130444
-1.08346,-1.03309,-0.108456,1.80908,1.81614,-0.129345
-1.08369,-1.03329,-0.108121,1.80896,1.81582,-0.128284
-1.08393,-1.0335,-0.108239,1.80883,1.81553,-0.127282
-1.08416,-1.03367,-0.107915,1.80871,1.81533,-0.126313
-1.0844,-1.03387,-0.10877,1.80859,1.81518,-0.125436
-1.08464,-1.03408,-0.109292,1.80847,1.81515,-0.124629
